# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_avuncular_model
# start_datetime = 2023-05-12 13:15:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_avuncular_input.json
# random
#   seed = 390320259 (Default)
# output
#   file = model_avuncular_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,age_m_a,birth_date_grandmother,birth_date_sister,age_m_s
# Adaptation terminated
# Step size = 0.285566
# Diagonal elements of inverse mass matrix:
# 35.1691, 33.9261, 0.0197128, 0.0360047, 0.523319, 0.427349
9.34582,0.14164,0.285566,3,7,0,-4.03699,-526.788,-494.478,39.0583,33.4689,16.9214,37.7665,-582.768,-565.713,17.0543
9.53248,0.65448,0.285566,4,15,0,-6.19539,-527.901,-490.461,35.3992,33.6913,18.2424,25.8001,-581.542,-549.953,31.5895
10.5086,0.840726,0.285566,3,15,0,-8.72006,-522.246,-493.009,38.9031,31.569,20.0815,31.0505,-581.23,-555.629,25.6018
9.53626,0.972519,0.285566,3,15,0,-7.58297,-527.179,-502.232,37.4459,34.647,23.8503,30.7852,-588.475,-567.664,20.8109
7.38222,0.949103,0.285566,3,15,0,-6.39784,-527.23,-487.571,45.9248,42.4471,16.5325,22.9394,-589.688,-552.958,36.7299
9.85825,0.7887,0.285566,3,13,1,-2.54574,-521.334,-489.461,38.9631,39.2125,20.1874,24.7952,-580.485,-553.469,27.0161
7.30031,0.97037,0.285566,3,15,0,-6.3206,-539.303,-500.147,44.3412,34.7527,21.3498,43.6311,-604.994,-578.531,26.4636
8.97285,0.990704,0.285566,3,15,0,-3.89949,-520.848,-492.098,40.373,42.2613,20.2351,20.1921,-581.456,-554.551,26.905
8.13783,0.887129,0.285566,3,13,1,-7.0022,-521.945,-495.343,39.8096,45.3559,18.5656,22.2313,-580.32,-562.931,17.3891
8.80738,0.712593,0.285566,3,15,1,-6.00323,-524.206,-492.665,41.0421,44.7976,18.3125,21.1411,-583.561,-558.603,24.9575
9.24194,1,0.285566,3,7,0,-8.37545,-526.016,-492.648,41.8802,39.6948,17.4795,20.9846,-585.376,-553.327,32.0486
9.28289,0.987306,0.285566,4,15,0,-7.86555,-524.528,-488.225,40.9595,42.1305,17.3323,27.2427,-582.82,-557.598,25.2221
8.83667,0.897326,0.285566,4,15,0,-6.67186,-530.036,-501.652,43.2066,27.9563,18.3923,38.1888,-591.635,-567.797,23.838
10.8238,0.999231,0.285566,3,7,0,-8.67378,-523.343,-495.073,41.8015,36.8819,19.0489,29.9095,-584.194,-561.865,22.3291
9.63424,0.987907,0.285566,4,15,0,-9.1323,-532.271,-490.048,39.5855,35.6561,21.7036,42.4534,-593.56,-568.158,25.4022
9.63091,0.959438,0.285566,4,15,0,-4.92393,-518.011,-492.588,43.2247,34.5616,17.5984,31.3975,-578.834,-558.547,20.2874
5.73153,0.950851,0.285566,4,15,0,-3.97224,-530.902,-483.334,30.3684,27.2908,19.5949,40.1931,-580.865,-550.818,30.0468
4.71065,0.412375,0.285566,3,7,0,-3.28485,-528.847,-481.641,31.9484,26.0306,22.5171,32.7443,-583.313,-540.416,42.8968
4.7895,0.857143,0.285566,2,7,1,-2.24282,-530.425,-483.638,30.7759,25.8978,21.5238,29.2028,-582.724,-538.739,43.9853
7.73116,0.857575,0.285566,3,7,0,-4.08441,-527.632,-486.445,33.968,27.0038,20.0886,33.6632,-581.689,-547.112,34.577
10.3396,0.664379,0.285566,4,15,0,-6.52202,-520.784,-490.555,41.9421,34.529,18.784,33.7429,-581.51,-558.827,22.6837
9.30306,0.988942,0.285566,3,7,0,-8.90793,-521.602,-487.984,45.0627,38.7351,24.5178,37.288,-591.182,-564.008,27.1749
9.61557,0.949859,0.285566,3,15,0,-6.53917,-532.135,-492.53,37.314,32.1214,19.5381,32.2338,-588.987,-556.885,32.1022
8.87228,0.998907,0.285566,4,15,0,-7.92929,-515.896,-491.085,38.2049,36.0204,18.5895,26.9743,-572.69,-554.079,18.611
9.64035,0.999806,0.285566,3,15,0,-7.12699,-526.928,-496.479,36.4576,28.3456,20.8993,29.4172,-584.284,-554.242,30.0425
9.80599,0.953033,0.285566,3,15,0,-5.18447,-525.32,-492.349,37.4878,29.9549,20.4564,27.2953,-583.265,-549.6,33.6651
9.49258,0.902683,0.285566,4,15,0,-2.88437,-525.054,-498.12,42.6404,29.1834,17.321,37.5933,-585.016,-564.897,20.1185
6.0616,0.915261,0.285566,3,15,0,-4.90335,-529.881,-497.522,51.6035,47.0998,27.1717,32.2631,-608.657,-576.884,31.7721
8.79147,0.992176,0.285566,4,15,0,-3.09468,-529.232,-485.674,39.3719,33.3169,18.0604,45.7818,-586.664,-564.772,21.8918
8.79147,1.02264e-07,0.285566,2,3,0,-5.34031,-529.232,-485.674,39.3719,33.3169,18.0604,45.7818,-586.664,-564.772,21.8918
7.93534,0.809997,0.285566,3,15,0,-0.235216,-523.429,-487.94,33.7047,26.8658,22.5323,31.5519,-579.666,-546.357,33.309
8.07623,0.99619,0.285566,4,15,0,-4.89137,-526.867,-503.611,51.1182,37.8271,18.1132,27.5834,-596.098,-569.021,27.0772
9.09896,0.993111,0.285566,4,15,0,-6.0659,-520.96,-484.81,38.1957,38.5929,19.3056,30.3064,-578.462,-553.709,24.7523
7.22905,0.97481,0.285566,3,15,0,-5.67404,-533.149,-504.256,32.2371,30.7725,22.5328,30.2836,-587.919,-565.312,22.6061
9.43583,0.952478,0.285566,3,7,0,-5.16461,-525.42,-496.085,42.6804,28.6832,20.9878,26.5027,-589.088,-551.27,37.8179
9.34577,0.947004,0.285566,3,7,0,-4.87549,-524.545,-491.482,47.7298,37.7929,25.0937,35.6097,-597.368,-564.885,32.4836
9.49455,0.951192,0.285566,4,15,0,-6.82899,-520.929,-497.823,36.3431,29.2965,19.1297,27.199,-576.402,-554.318,22.0832
9.1026,0.320246,0.285566,3,7,0,-7.0715,-523.787,-497.967,41.7866,28.3121,19.3238,23.2708,-584.898,-549.55,35.348
9.59671,0.996802,0.285566,4,15,0,-7.84936,-524.069,-493.091,37.4878,43.0634,20.0104,24.9597,-581.568,-561.115,20.4532
8.30354,0.881197,0.285566,3,7,0,-7.80801,-526.41,-492.965,41.5538,31.0405,18.7957,19.6437,-586.76,-543.649,43.1105
7.93572,1,0.285566,3,7,0,-7.38854,-524.904,-502.357,38.0786,40.0449,17.7261,21.3537,-580.709,-563.756,16.9533
7.55123,1,0.285566,4,15,0,-6.21233,-521.804,-495.09,52.031,33.3898,18.3543,22.8203,-592.189,-551.3,40.8887
7.80828,0.833042,0.285566,2,6,1,-6.5489,-522.607,-495.72,50.102,32.3242,20.4214,21.6426,-593.131,-549.687,43.4442
9.86765,0.736261,0.285566,2,4,1,-3.36788,-523.515,-500.607,41.706,32.4346,17.6457,28.3059,-582.867,-561.348,21.5194
6.84164,0.957124,0.285566,4,15,0,-5.55614,-527.517,-490.181,36.4768,39.0979,19.2005,16.6804,-583.195,-545.959,37.2351
7.46651,0.993974,0.285566,3,7,0,-5.96512,-527.452,-488.885,34.638,40.7159,18.4928,18.4142,-580.583,-548.015,32.568
7.3466,0.985912,0.285566,4,15,0,-4.31597,-529.616,-504.62,38.6777,39.41,17.3272,19.3036,-585.62,-563.334,22.2868
7.97044,0.90808,0.285566,3,13,1,-5.05614,-522.977,-499.417,40.741,29.4813,21.292,18.8141,-585.01,-547.712,37.2972
8.56669,1,0.285566,2,3,0,-5.95733,-517.992,-501.419,42.084,35.2102,18.726,20.6416,-578.801,-557.271,21.5304
7.24341,0.970449,0.285566,3,7,0,-5.1356,-519.393,-501.63,40.0128,39.8848,24.5437,17.7844,-583.95,-559.299,24.6506
7.09792,0.43771,0.285566,4,15,0,-1.51226,-519.067,-491.432,45.3988,27.7364,24.7346,52.725,-589.2,-571.893,17.3069
3.53638,0.0447942,0.285566,4,15,0,-0.585838,-519.253,-482.364,50.4208,28.5683,19.8206,22.236,-589.494,-533.168,56.326
1.09933,0.833981,0.285566,2,7,1,2.36236,-516.8,-483.742,50.8911,25.3894,28.9866,25.8702,-596.677,-535.002,61.6754
4.39817,0.857143,0.285566,2,7,1,1.00124,-519.465,-483.639,47.6254,24.6255,25.7449,38.8039,-592.835,-547.068,45.7672
5.07505,1,0.285566,3,7,0,-2.73472,-516.416,-485.554,46.0741,23.9706,22.6754,31.1606,-585.165,-540.685,44.4799
5.65129,0.893423,0.285566,3,7,0,-3.66141,-518.532,-484.822,48.5374,25.7175,22.8596,39.1953,-589.929,-549.735,40.1935
0.273028,0.822937,0.285566,4,15,0,1.47622,-536.098,-500.424,36.1628,41.0808,14.7438,15.9159,-587.004,-557.42,29.5837
5.88498,0.90477,0.285566,3,12,1,1.28268,-521.485,-493.853,36.2299,37.736,16.9876,15.6876,-574.702,-547.277,27.4253
5.85132,0.931615,0.285566,4,15,0,-4.97693,-521.28,-492.167,36.0742,37.3748,16.7271,15.8556,-574.081,-545.398,28.6837
5.41279,0.894528,0.285566,3,11,1,-3.04889,-522.456,-488.266,41.1147,39.6007,16.2234,16.2543,-579.794,-544.121,35.6737
8.40837,0.999356,0.285566,4,15,0,-3.34555,-526.978,-500.528,39.137,36.0513,29.496,40.4737,-595.611,-577.053,18.5582
9.51909,0.296264,0.285566,1,2,1,-5.36008,-527.044,-499.167,41.9293,35.493,27.6682,32.3206,-596.642,-566.98,29.6614
8.42942,0.714936,0.285566,3,15,0,-7.23308,-525.157,-491.149,45.0286,40.8175,15.6529,27.7181,-585.839,-559.685,26.1539
5.43813,0.810395,0.285566,4,23,0,-1.31584,-521.601,-479.969,39.4159,39.3069,29.2409,31.7876,-590.258,-551.063,39.1946
8.7511,0.983582,0.285566,3,7,0,-4.38908,-518.891,-484.255,40.3744,38.4665,21.4232,31.9681,-580.689,-554.689,25.9999
9.42462,0.963882,0.285566,3,15,0,-4.55654,-527.067,-491.647,33.9749,29.3329,19.3004,31.7476,-580.342,-552.728,27.6141
8.73805,0.954173,0.285566,4,15,0,-7.02006,-526.683,-500.94,43.4745,25.749,21.2405,39.6371,-591.398,-566.326,25.0714
9.68742,1,0.285566,4,15,0,-6.36845,-522.025,-489.292,38.2939,36.2271,18.0876,24.1229,-578.407,-549.642,28.7649
9.43981,0.989798,0.285566,4,15,0,-7.09716,-522.676,-499.897,45.0724,28.2694,20.5913,36.9306,-588.34,-565.097,23.2435
9.43981,0,0.285566,0,1,1,-7.71054,-522.676,-499.897,45.0724,28.2694,20.5913,36.9306,-588.34,-565.097,23.2435
8.96173,0.987144,0.285566,4,15,0,-7.16629,-536.005,-494.976,36.3022,37.6677,21.0614,34.2491,-593.369,-566.893,26.4755
9.0937,0.456246,0.285566,1,2,1,-3.32464,-533.134,-494,35.5291,35.9309,21.7988,26.4052,-590.462,-556.336,34.1262
9.96406,0.984948,0.285566,3,7,0,-8.74121,-528.485,-498.424,36.5304,36.1841,20.2488,32.2222,-585.264,-566.83,18.434
9.96406,0,0.285566,0,1,1,-6.30516,-528.485,-498.424,36.5304,36.1841,20.2488,32.2222,-585.264,-566.83,18.434
8.41588,0.941739,0.285566,3,15,0,-5.68115,-520.371,-502.506,37.1368,32.1678,23.4851,21.357,-580.993,-556.031,24.9619
8.41588,0,0.285566,0,1,1,-1.04394,-520.371,-502.506,37.1368,32.1678,23.4851,21.357,-580.993,-556.031,24.9619
8.66333,0.936802,0.285566,3,15,0,-5.25679,-528.711,-497.559,43.6348,33.7297,15.6039,28.3978,-587.95,-559.687,28.2635
8.5862,0.984549,0.285566,4,15,0,-5.73037,-515.675,-499.367,44.3023,30.1967,18.7478,26.3641,-578.725,-555.927,22.7977
9.32618,0.969106,0.285566,3,7,0,-6.83164,-519.079,-494.256,47.23,31.5491,19.5885,27.7262,-585.898,-553.532,32.366
9.33087,0.995738,0.285566,4,15,0,-7.73697,-531.762,-492.421,36.5353,40.3175,22.2409,26.9582,-590.538,-559.696,30.8414
8.15668,0.983744,0.285566,4,15,0,-6.11839,-531.495,-502.544,36.7166,38.2995,22.4676,20.851,-590.679,-561.695,28.9843
9.59843,0.99379,0.285566,3,7,0,-6.93269,-527.964,-497.845,36.8673,40.7233,21.4091,22.6908,-586.24,-561.259,24.9811
8.43352,0.966257,0.285566,3,11,0,-6.40578,-525.425,-488.538,48.0902,30.6924,18.0641,32.709,-591.579,-551.939,39.6398
9.83771,0.856295,0.285566,2,7,0,-7.39391,-523.849,-490.946,43.3326,32.5835,17.2028,29.5157,-584.385,-553.046,31.3388
10.2274,0.996503,0.285566,3,15,0,-6.97652,-523.978,-489.647,41.8768,32.7935,18.0709,35.7359,-583.926,-558.176,25.7496
9.6857,0.442631,0.285566,1,2,1,-7.22873,-523.786,-489.46,43.3017,32.0359,18.4552,28.7105,-585.543,-550.206,35.3364
10.1317,0.999338,0.285566,4,15,0,-8.10078,-524.771,-500.526,38.6245,33.0681,19.303,26.1782,-582.698,-559.772,22.9262
10.1488,0.995198,0.285566,4,15,0,-8.49092,-525.879,-488.784,43.1528,39.2653,20.9277,38.1884,-589.959,-566.238,23.7217
8.26452,0.775497,0.285566,4,15,0,-6.22923,-532.08,-486.045,41.0079,35.9718,16.5862,38.8093,-589.674,-560.826,28.8484
7.9152,0.971342,0.285566,4,15,0,-6.37954,-521.241,-501.149,43.2962,31.6537,26.4566,21.731,-590.994,-554.534,36.4596
7.40744,0.969666,0.285566,4,15,0,-4.57975,-530.987,-486.665,40.5654,37.0368,15.4207,34.181,-586.973,-557.882,29.0906
7.0393,0.981463,0.285566,4,15,0,-4.20884,-514.84,-492.418,42.4094,33.1699,32.2829,36.9479,-589.532,-562.536,26.9963
7.0393,0,0.285566,0,1,1,2.2538,-514.84,-492.418,42.4094,33.1699,32.2829,36.9479,-589.532,-562.536,26.9963
9.51889,0.987756,0.285566,3,7,0,-5.40623,-527.173,-497.026,48.0258,37.1902,16.9343,35.1151,-592.133,-569.331,22.8018
8.26523,0.985457,0.285566,3,7,0,-6.72445,-520.144,-499.027,44.3979,35.2569,31.2425,33.1539,-595.784,-567.438,28.3463
7.0395,0.999256,0.285566,4,15,0,-4.79263,-513.928,-486.421,43.4688,33.1272,16.2926,29.9335,-573.69,-549.482,24.2074
7.42803,0.965697,0.285566,4,15,0,-4.12012,-532.171,-505.389,42.2454,40.9295,22.4831,21.5998,-596.9,-567.918,28.9813
9.47124,0.993661,0.285566,3,7,0,-6.4378,-526.701,-503.571,43.3115,36.3568,18.3662,27.6307,-588.379,-567.558,20.8203
9.32755,0.984533,0.285566,4,15,0,-5.96638,-528.305,-489.902,33.7784,33.8503,18.5101,37.0267,-580.593,-560.779,19.814
10.4473,1,0.285566,3,15,0,-9.02959,-522.367,-497.773,43.6638,32.8359,21.7251,30.3199,-587.756,-560.929,26.8278
8.45592,0.97917,0.285566,3,7,0,-7.96457,-528.147,-505.047,40.6945,39.4248,19.6004,21.5129,-588.442,-565.985,22.4572
4.61103,0.935747,0.285566,3,7,0,-2.23208,-536.723,-504.95,34.0748,30.6433,16.2101,21.2006,-587.008,-556.794,30.2146
6.83922,0.887509,0.285566,3,9,1,-0.534683,-520.151,-492.937,36.4215,30.311,33.8,31.8441,-590.373,-555.092,35.2805
8.10589,0.99142,0.285566,3,15,0,-4.08136,-524.376,-488.09,38.13,30.0599,28.452,39.8043,-590.958,-557.954,33.0039
8.45363,0.666877,0.285566,1,3,0,-6.98562,-524.412,-489.594,38.1522,29.2182,27.166,35.1645,-589.73,-553.977,35.7535
7.20619,0.728463,0.285566,2,4,1,-4.04984,-527.79,-486.658,38.6131,28.5843,26.6053,33.3567,-593.008,-548.599,44.409
9.98609,0.8,0.285566,2,5,1,-5.8003,-528.086,-492.773,36.8513,32.3829,23.5057,32.7528,-588.443,-557.909,30.5338
9.9703,0.996013,0.285566,4,15,0,-9.62894,-524.133,-495.01,46.5529,35.2609,18.2145,26.3792,-588.901,-556.65,32.251
10.2917,0.996911,0.285566,4,15,0,-9.05755,-527.414,-493.008,37.4736,33.0138,19.2795,38.0319,-584.167,-564.054,20.1135
10.2917,0,0.285566,0,1,1,-3.96899,-527.414,-493.008,37.4736,33.0138,19.2795,38.0319,-584.167,-564.054,20.1135
7.72729,0.632254,0.285566,3,15,0,-6.95007,-530.421,-499.016,43.2968,44.1817,16.9671,20.5001,-590.685,-563.697,26.9877
7.82903,0.990752,0.285566,4,15,0,-5.3762,-522.88,-491.992,31.7404,31.2994,22.2394,20.211,-576.859,-543.503,33.3568
8.00368,0.899509,0.285566,3,10,1,-5.58432,-523.346,-490.179,37.2205,30.1313,21.2535,20.0955,-581.82,-540.406,41.4145
7.3686,0.995396,0.285566,4,15,0,-5.89625,-515.715,-499.968,39.5355,34.6571,17.4543,20.374,-572.705,-554.999,17.7063
6.96155,0.733334,0.285566,3,15,0,-5.19359,-522.93,-504.89,44.3152,28.6516,19.4639,19.3003,-586.709,-552.842,33.867
8.18513,0.999459,0.285566,4,15,0,-6.09189,-522.767,-487.897,38.0852,44.1423,18.3154,30.0744,-579.167,-562.113,17.0539
1.44837,0.306132,0.285566,3,7,0,1.02868,-536.563,-484.304,47.8461,48.0493,17.5701,18.9991,-601.98,-551.353,50.627
8.08524,1,0.285566,3,7,0,0.949304,-528.704,-498.144,40.5032,33.3079,28.406,24.1238,-597.613,-555.576,42.0372
8.84069,0.329022,0.285566,4,15,0,-3.60645,-530.774,-502.819,46.4502,33.9848,20.2185,27.6484,-597.443,-564.452,32.9904
7.25308,0.984629,0.285566,4,15,0,-4.78916,-521.911,-484.45,35.493,29.6105,18.4366,23.9412,-575.841,-538.002,37.8388
7.30595,0.799146,0.285566,2,5,1,-5.36241,-523.853,-484.785,39.4693,30.5479,20.6059,22.5014,-583.928,-537.834,46.0939
8.9003,0.879889,0.285566,3,10,1,-1.99997,-529.035,-499.177,37.6092,42.096,24.2748,22.9767,-590.919,-564.25,26.6691
6.65751,0.947094,0.285566,3,15,0,-4.08807,-538.648,-498.247,41.3692,45.6524,22.9825,36.7984,-603,-580.698,22.3022
7.81441,0.855582,0.285566,3,15,0,-4.02751,-535.899,-492.33,44.3195,30.4225,19.2394,35.2212,-599.457,-557.973,41.484
8.5914,0.288362,0.285566,3,7,0,-4.60016,-535.143,-491.316,44.9767,40.5527,18.3606,40.1545,-598.48,-572.023,26.4573
9.20692,0.989303,0.285566,4,15,0,-6.66064,-531.269,-495.602,42.5201,41.8252,17.2904,34.3354,-591.079,-571.762,19.3166
9.15732,0.996209,0.285566,4,15,0,-6.99323,-525.767,-502.084,37.541,32.2194,23.9286,24.2904,-587.237,-558.594,28.6426
7.2868,0.976921,0.285566,3,7,0,-5.19252,-520.503,-504.352,35.127,27.2221,24.0333,25.788,-579.664,-557.362,22.3013
9.91973,0.478442,0.285566,4,15,0,-5.61225,-528.899,-495.194,44.247,30.1355,21.2515,39.9536,-594.397,-565.283,29.1136
10.5651,0.993736,0.285566,3,15,0,-8.7857,-527.338,-497.229,41.0692,34.1904,17.9295,30.1501,-586.337,-561.569,24.7674
8.50261,0.976314,0.285566,4,15,0,-7.53232,-524.63,-491.355,30.2637,33.5876,18.0086,23.9413,-572.902,-548.884,24.0178
8.09748,0.98592,0.285566,4,15,0,-5.99261,-524.517,-492.152,30.2898,30.5132,17.2838,24.695,-572.091,-547.36,24.7311
10.4484,0.994839,0.285566,4,15,0,-6.10633,-526.512,-493.528,37.1589,37.131,19.6594,25.5198,-583.33,-556.179,27.1512
7.60506,0.965997,0.285566,3,15,0,-7.01114,-529.824,-491.964,38.9324,33.1857,28.8287,54.5038,-597.586,-579.653,17.932
7.60506,0,0.285566,0,1,1,-3.50489,-529.824,-491.964,38.9324,33.1857,28.8287,54.5038,-597.586,-579.653,17.932
8.87859,0.912338,0.285566,3,7,0,-7.26171,-532.5,-492.591,40.8448,32.1874,25.7215,43.1585,-599.066,-567.937,31.1293
8.58468,0.995592,0.285566,4,15,0,-5.98054,-532.503,-494.83,46.9843,43.532,20.4173,40.953,-599.905,-579.315,20.59
8.90944,0.988487,0.285566,4,15,0,-6.76165,-520.961,-496.42,40.2648,25.7241,21.3263,39.9306,-582.552,-562.074,20.4777
9.00616,0.401386,0.285566,1,2,1,-3.90771,-521.199,-492.587,39.664,25.4578,19.5515,32.5505,-580.415,-550.596,29.819
8.83282,0.970778,0.285566,3,11,0,-5.96138,-531.718,-495.537,39.0361,39.0102,18.4871,20.7758,-589.241,-555.323,33.9178
6.5571,0.842043,0.285566,2,7,1,-3.01916,-529.825,-498.679,46.1248,45.178,17.1991,18.3912,-593.149,-562.248,30.9007
8.75227,0.99096,0.285566,3,7,0,-5.63654,-526.432,-497.339,42.8727,38.9275,17.6487,19.0056,-586.953,-555.272,31.6811
9.75353,0.382732,0.285566,3,14,1,-7.68839,-520.23,-496.643,43.8022,35.6927,17.1745,29.1392,-581.207,-561.475,19.7321
9.94082,0.808641,0.285566,3,15,0,-7.52393,-521.397,-491.973,39.9511,39.1508,19.4478,22.7598,-580.796,-553.884,26.9126
8.93241,0.980367,0.285566,4,15,0,-7.52342,-521.406,-492.984,39.7052,30.12,16.31,35.2176,-577.421,-558.322,19.0995
8.31168,0.539866,0.285566,4,15,0,-6.43977,-522.92,-491.853,50.0058,41.3216,23.0703,25.9633,-595.997,-559.137,36.8591
10.2422,0.976315,0.285566,3,7,0,-6.50346,-529.531,-497.717,37.0367,37.2626,19.4056,29.3494,-585.973,-564.329,21.6448
7.68704,0.846645,0.285566,3,7,0,-3.44539,-520.629,-487.517,32.073,39.7645,23.0738,21.8006,-575.776,-549.082,26.6933
5.94813,0.963872,0.285566,4,15,0,-3.87293,-532.533,-506.926,37.6079,35.9367,18.8439,17.8112,-588.984,-560.674,28.3104
5.37655,0.42298,0.285566,3,13,1,-2.33504,-533.273,-504.95,37.241,32.6682,18.7248,17.0125,-589.239,-554.631,34.6075
8.31609,0.621168,0.285566,4,15,0,-4.82155,-515.171,-491.106,43.1902,42.4918,21.0419,25.2894,-579.403,-558.887,20.5159
8.82311,0.999578,0.285566,4,15,0,-6.60527,-528.436,-490.52,36.4312,28.704,16.8482,33.4545,-581.716,-552.678,29.0371
8.68843,0.999501,0.285566,4,15,0,-7.07478,-520.281,-485.662,40.2084,33.1895,17.1223,37.7862,-577.611,-556.638,20.9735
8.77649,1,0.285566,3,7,0,-7.8617,-524.189,-484.943,44.0363,32.703,17.4701,39.609,-585.695,-557.255,28.4402
8.81071,0.98993,0.285566,4,15,0,-6.79982,-528.372,-488.754,46.1005,30.5539,20.6095,51.5894,-595.082,-570.898,24.1847
8.506,0.392496,0.285566,1,2,1,-6.65661,-528.809,-488.294,46.2846,30.1587,22.0088,41.0083,-597.102,-559.461,37.6413
8.08251,0.998004,0.285566,3,15,0,-7.19716,-527.401,-498.601,36.6564,42.8891,18.6676,25.2544,-582.725,-566.744,15.9806
5.64578,1,0.285566,3,7,0,-4.00441,-528.747,-490.279,44.2221,39.152,28.0787,18.6445,-601.047,-548.075,52.9721
6.71192,0.833333,0.285566,2,6,1,-3.61592,-530.6,-487.688,45.0766,42.0775,21.2833,20.2895,-596.96,-550.055,46.905
5.12843,0.805926,0.285566,2,6,1,-0.646019,-542.013,-491.594,44.2756,35.9026,20.0177,28.945,-606.306,-556.442,49.8646
6.26609,0.833059,0.285566,2,6,1,-3.55022,-539.746,-493.693,44.6236,34.9083,19.7502,27.2361,-604.119,-555.838,48.2818
9.5423,0.996043,0.285566,3,7,0,-5.11007,-523.715,-496.874,39.2501,42.2793,23.6934,28.9287,-586.658,-568.082,18.5765
8.34814,0.998421,0.285566,3,15,0,-7.15577,-530.189,-494.308,46.9805,28.5118,16.808,38.79,-593.977,-561.61,32.3674
9.09703,0.942115,0.285566,4,15,0,-3.55102,-519.147,-495.885,37.0121,35.4984,18.3714,20.4381,-574.531,-551.821,22.7091
9.11167,0.9969,0.285566,4,15,0,-7.41753,-531.493,-492.794,45.331,32.4739,23.2077,37.5291,-600.031,-562.797,37.2341
9.11617,0.705129,0.285566,3,15,0,-7.81789,-525.23,-501.854,38.241,36.7321,18.1231,25.5531,-581.594,-564.139,17.4551
9.43143,1,0.285566,4,15,0,-7.72881,-523.041,-488.008,42.9874,34.3003,23.4602,30.685,-589.489,-552.993,36.4957
6.99648,0.753868,0.285566,2,5,1,-6.43999,-526.263,-486.272,45.4035,31.1184,25.0014,27.4938,-596.668,-544.884,51.7838
6.30183,0.700312,0.285566,2,4,1,-2.42384,-518.609,-486.68,47.1837,29.8796,29.3568,46.7261,-595.15,-563.285,31.8641
7.67381,0.521705,0.285566,4,15,0,-5.32446,-517.669,-489.066,44.9678,31.0145,28.1078,36.8305,-590.744,-556.911,33.8333
6.86023,0.285683,0.285566,4,15,0,-4.21622,-517.685,-489.045,47.5447,28.3034,27.2533,41.8656,-592.483,-559.214,33.2686
7.88342,0.932457,0.285566,4,15,0,-4.9811,-532.818,-491.386,32.5683,35.9761,16.2737,28.1491,-581.66,-555.511,26.1489
8.97552,0.996189,0.285566,4,15,0,-5.77853,-518.861,-497.08,48.6357,33.2696,23.5172,29.3765,-591.014,-559.726,31.2882
8.17018,0.87065,0.285566,3,9,1,-5.82316,-522.346,-490.469,36.0197,41.286,17.7047,19.1475,-576.07,-550.902,25.1678
7.37848,0.734814,0.285566,4,15,0,-5.9451,-521.927,-498.328,37.3088,35.9813,27.1275,18.0551,-586.363,-552.364,33.9992
7.24822,0.840537,0.285566,4,15,0,-5.20795,-523.663,-499.052,30.2888,37.4751,21.159,18.6588,-575.111,-555.186,19.925
4.88078,0.589658,0.285566,3,15,1,-1.30752,-525.984,-484.004,32.7273,40.8983,22.5716,17.2654,-581.283,-542.168,39.1147
8.56252,0.999913,0.285566,3,7,0,-4.21281,-524.743,-500.686,37.0398,38.0262,18.037,19.0674,-579.82,-557.779,22.0406
8.56252,0,0.285566,0,1,1,-3.19247,-524.743,-500.686,37.0398,38.0262,18.037,19.0674,-579.82,-557.779,22.0406
7.48328,0.991917,0.285566,3,7,0,-6.26744,-528.874,-505.3,37.8757,37.1798,22.7738,19.0436,-589.524,-561.523,28.0004
5.63297,0.978802,0.285566,3,7,0,-4.49409,-530.955,-509.794,34.6747,35.9567,21.7983,20.0914,-587.428,-565.842,21.5858
7.82162,0.988534,0.285566,3,7,0,-4.42895,-531.095,-502.168,42.2687,31.6957,19.4045,20.3595,-592.768,-554.223,38.5444
8.93199,0.994367,0.285566,4,15,0,-5.98368,-523.64,-495.004,33.1288,39.943,19.6999,22.1382,-576.469,-557.086,19.3835
9.48763,0.996325,0.285566,4,15,0,-7.57263,-531.376,-492.921,42.1022,33.0264,16.8146,34.5787,-590.293,-560.526,29.7669
7.99529,0.85017,0.285566,3,8,1,-5.39505,-524.417,-485.712,40.4973,38.8463,25.3843,24.7548,-590.298,-549.314,40.9846
