# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_avuncular_model
# start_datetime = 2023-05-12 13:15:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_avuncular_input.json
# random
#   seed = 390320259 (Default)
# output
#   file = model_avuncular_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,age_m_a,birth_date_grandmother,birth_date_sister,age_m_s
# Adaptation terminated
# Step size = 0.285566
# Diagonal elements of inverse mass matrix:
# 35.1691, 33.9261, 0.0197128, 0.0360047, 0.523319, 0.427349
6.73903,0.142857,0.285566,3,7,0,-1.71136,-518.954,-497.354,48.936,30.4918,15.3726,35.124,-583.263,-562.97,20.2932
6.73903,0,0.285566,0,1,1,-4.00409,-518.954,-497.354,48.936,30.4918,15.3726,35.124,-583.263,-562.97,20.2932
6.73903,0,0.285566,0,1,1,-4.03502,-518.954,-497.354,48.936,30.4918,15.3726,35.124,-583.263,-562.97,20.2932
9.12837,0.997751,0.285566,3,15,0,-6.00177,-520.196,-493.373,39.8397,29.9086,16.6929,25.9201,-576.728,-549.202,27.5266
7.29912,0.991162,0.285566,3,7,0,-6.08703,-517.904,-489.448,39.3432,45.1424,23.1938,20.1311,-580.441,-554.722,25.7191
6.21452,0.769773,0.285566,4,15,0,-2.53335,-522.304,-480.832,36.5899,45.3795,21.9627,25.7997,-580.857,-552.011,28.8461
10.1039,0.974887,0.285566,2,7,0,-3.32505,-524.977,-489.225,36.3519,38.5109,19.8353,28.9109,-581.165,-556.647,24.5173
7.11105,0.926631,0.285566,4,15,0,-5.98766,-525.662,-503.171,38.4609,31.1138,26.4122,19.6294,-590.535,-553.914,36.6213
3.84338,0.501528,0.285566,3,15,0,-0.941059,-526.391,-501.983,37.5558,21.9904,29.5091,22.0944,-593.456,-546.068,47.3884
5.54406,0.666667,0.285566,1,3,1,0.424519,-524.599,-502.496,36.15,20.9255,23.734,24.7564,-584.483,-548.178,36.3054
7.45524,0.994747,0.285566,3,7,0,-3.16747,-524.299,-497.086,38.8648,24.5054,25.936,27.4793,-589.1,-549.07,40.0299
8.39878,0.666667,0.285566,1,3,1,-4.05349,-526.079,-499.29,36.7558,25.0724,22.938,30.2842,-585.773,-554.646,31.1268
6.42871,0.951543,0.285566,3,15,0,-5.04677,-521.361,-489.02,51.4882,43.994,17.1058,39.7573,-589.955,-572.771,17.1834
8.22851,0.748074,0.285566,3,15,0,-4.84293,-522.368,-490.271,50.392,42.8709,17.3102,31.5875,-590.07,-564.729,25.341
9.80882,0.943491,0.285566,4,15,0,-5.70457,-524.437,-489.539,45.5681,41.4019,21.5201,34.5541,-591.525,-565.495,26.0309
9.54621,0.984127,0.285566,4,15,0,-8.60687,-522.802,-501.624,41.9809,31.6808,18.7771,31.7035,-583.56,-565.008,18.5519
9.05196,0.994764,0.285566,3,15,0,-5.37582,-530.062,-499.851,37.5621,27.9018,18.1055,32.9811,-585.73,-560.733,24.9963
6.50723,0.891273,0.285566,3,14,1,-4.04191,-528.167,-491.324,29.6514,32.0753,15.46,27.2945,-573.278,-550.694,22.5844
9.05846,0.996126,0.285566,4,15,0,-4.53624,-525.261,-487.3,36.6324,37.9955,26.1575,34.02,-588.051,-559.315,28.7355
8.63082,0.982139,0.285566,4,15,0,-5.99845,-525.041,-501.585,43.3112,29.5905,16.6042,25.3375,-584.956,-556.513,28.4435
6.97556,0.993256,0.285566,4,15,0,-5.98756,-523.344,-505.444,37.6198,32.5574,16.5518,20.8068,-577.515,-558.808,18.707
8.52949,0.998318,0.285566,3,15,0,-4.05113,-528.572,-485.925,35.5272,30.4539,19.1508,43.6161,-583.25,-559.995,23.2546
9.59696,0.985279,0.285566,4,15,0,-5.59587,-523.078,-500.522,46.5834,40.2664,20.9715,29.0782,-590.633,-569.867,20.7661
8.80402,0.972531,0.285566,4,15,0,-6.94992,-527.44,-488.953,35.8893,30.4548,16.594,32.4221,-579.923,-551.83,28.0929
8.8252,0.5,0.285566,1,2,1,-2.82155,-524.792,-491.041,37.8288,27.7666,16.9818,40.3078,-579.603,-559.116,20.4873
9.11678,0.990558,0.285566,4,15,0,-6.31016,-521.205,-500.513,43.1785,38.3784,23.6986,32.0802,-588.082,-570.971,17.1109
6.62747,0.767459,0.285566,3,11,0,-5.1356,-533.704,-486.628,45.7362,30.8917,16.6161,36.2717,-596.057,-553.792,42.2652
7.55415,0.875,0.285566,3,8,1,-3.90509,-533.303,-488.628,47.6438,30.9159,20.0742,39.9129,-601.021,-559.457,41.5637
8.18097,0.892753,0.285566,3,7,0,-5.39183,-530.164,-491.494,46.6816,36.0705,18.6258,51.3725,-595.471,-578.937,16.5343
8.18097,0.0715747,0.285566,3,7,0,-5.52251,-530.164,-491.494,46.6816,36.0705,18.6258,51.3725,-595.471,-578.937,16.5343
6.32726,0.328221,0.285566,3,7,0,-4.97028,-535.967,-490.139,48.2696,36.887,18.0382,25.6889,-602.274,-552.714,49.5599
8.00419,0.857143,0.285566,2,7,1,-4.73506,-531.139,-489.966,41.5284,37.8419,17.8372,20.6686,-590.505,-548.476,42.0287
9.84846,1,0.285566,4,15,0,-5.68605,-522.894,-499.086,40.3267,28.4562,20.7981,33.9837,-584.018,-561.526,22.4925
8.63345,0.978739,0.285566,4,15,0,-8.16989,-527.158,-489.808,37.9801,43.5846,20.0793,21.1651,-585.217,-554.558,30.6593
8.48775,0.997257,0.285566,4,15,0,-6.20629,-530.752,-501.595,34.4561,32.7795,17.8725,23.4282,-583.081,-557.803,25.2781
8.9544,0.994631,0.285566,4,15,0,-6.00026,-520.438,-489.386,46.5513,29.9883,17.7831,36.9528,-584.772,-556.327,28.4449
7.35097,0.921683,0.285566,4,15,0,-5.2848,-529.157,-492.725,39.1277,44.5081,26.595,20.796,-594.88,-558.029,36.8508
8.35065,0.463868,0.285566,4,15,0,-5.50827,-524.95,-496.71,39.0615,46.7111,21.9562,24.1099,-585.967,-567.531,18.4363
4.11291,0.385591,0.285566,2,4,1,-2.16015,-534.238,-494.275,44.3122,40.1613,31.6319,19.8459,-610.182,-554.282,55.9002
6.71789,0.822704,0.285566,2,6,1,-2.66116,-532.839,-493.504,44.3046,39.097,26.3164,21.2201,-603.46,-553.821,49.639
4.4757,0.818355,0.285566,2,6,1,-1.17038,-533.68,-485.945,48.4516,38.7403,21.1103,20.0479,-603.242,-544.733,58.5094
8.04267,0.75,0.285566,2,4,1,-3.08437,-531.67,-489.609,44.5559,40.768,18.2243,23.1957,-594.45,-553.573,40.8778
8.96528,0.97898,0.285566,4,15,0,-4.7967,-526.642,-503.707,43.2119,31.5298,24.814,30.371,-594.668,-565.608,29.0605
8.52787,0.990303,0.285566,3,15,0,-6.14726,-527.529,-495.434,30.5731,36.2293,18.1397,22.3477,-576.242,-554.011,22.2313
7.1228,0.920873,0.285566,3,15,1,-4.5353,-527.322,-498.412,32.9211,39.3517,16.215,20.7821,-576.458,-558.546,17.9119
7.19016,0.803651,0.285566,4,15,0,-5.01909,-530.467,-496.533,47.5282,34.1435,25.2283,22.4539,-603.223,-553.13,50.0931
8.14613,0.987626,0.285566,3,7,0,-6.12388,-523.889,-502.846,39.3934,36.4941,16.9428,24.2197,-580.225,-563.56,16.6653
8.92254,0.457159,0.285566,2,3,0,-6.18111,-525.112,-498.219,44.6499,32.2439,16.9559,22.2467,-586.718,-552.709,34.0091
7.01692,0.995633,0.285566,4,15,0,-6.11119,-525.635,-494.707,30.0164,42.4385,24.3782,19.623,-580.029,-556.769,23.2605
9.52452,0.946198,0.285566,3,15,0,-3.02324,-522.654,-488.866,39.9754,41.1494,24.8573,32.4816,-587.487,-562.497,24.9896
9.61016,0.993372,0.285566,4,15,0,-7.98583,-527.448,-500.797,40.8732,31.6416,17.1337,28.3678,-585.455,-560.807,24.6487
10.2778,0.989125,0.285566,4,15,0,-7.47823,-524.918,-490.374,40.5066,36.5909,24.1497,37.5041,-589.574,-564.469,25.1049
8.52055,0.944833,0.285566,3,15,0,-5.70008,-532.33,-501.442,42.4057,36.0364,27.1662,40.9384,-601.902,-578.417,23.4854
8.52055,0,0.285566,0,1,1,-0.110545,-532.33,-501.442,42.4057,36.0364,27.1662,40.9384,-601.902,-578.417,23.4854
8.38272,0.859515,0.285566,4,15,0,-6.32061,-521.325,-487.413,35.558,29.9885,16.6979,31.4833,-573.58,-548.885,24.6957
9.24487,0.979523,0.285566,4,15,0,-6.83441,-532.574,-498.094,46.2077,40.7851,19.0485,36.3796,-597.83,-575.259,22.5711
8.90431,0.962621,0.285566,4,15,0,-6.44032,-529.568,-502.767,35.1801,30.733,20.8922,30.5872,-585.64,-564.087,21.5533
7.65197,0.969296,0.285566,4,15,0,-5.38913,-519.262,-486.996,45.1813,37.3213,16.6358,22.3486,-581.079,-546.666,34.4134
6.84165,0.943655,0.285566,4,15,0,-4.70647,-535.308,-503.24,31.2945,31.526,21.4196,27.7931,-588.022,-562.559,25.4629
4.74453,0.982656,0.285566,3,15,0,-3.01629,-535.872,-497.096,27.7522,32.8896,28.875,43.4863,-592.499,-573.472,19.0271
4.74453,0,0.285566,0,1,1,0.365909,-535.872,-497.096,27.7522,32.8896,28.875,43.4863,-592.499,-573.472,19.0271
7.34044,0.647802,0.285566,4,15,0,0.58217,-524.173,-492.89,47.4254,34.927,16.3506,19.5737,-587.949,-547.391,40.5584
9.20607,0.748021,0.285566,2,4,1,-4.25592,-527.045,-491.069,47.3685,36.9669,16.4832,38.2617,-590.897,-566.297,24.5993
7.65588,0.938126,0.285566,3,7,0,-3.93511,-529.635,-490.774,51.1806,40.0907,16.5571,43.2668,-597.373,-574.132,23.2414
7.70951,0.998757,0.285566,4,15,0,-5.38555,-522.229,-494.934,35.6563,31.6845,15.3618,26.0494,-573.248,-552.668,20.5798
7.70951,0,0.285566,0,1,1,2.14375,-522.229,-494.934,35.6563,31.6845,15.3618,26.0494,-573.248,-552.668,20.5798
3.88736,0.371959,0.285566,3,7,0,-1.6404,-532.738,-498.876,32.1727,26.7083,15.3213,19.9405,-580.232,-545.525,34.7071
5.43453,0.971447,0.285566,3,7,0,-3.04694,-527.413,-501.907,32.915,27.7605,15.2423,23.2598,-575.57,-552.927,22.6428
7.901,1,0.285566,3,7,0,-4.65997,-525.804,-502.088,39.2866,29.5244,15.8761,24.3763,-580.967,-555.988,24.9787
8.56901,0.997456,0.285566,4,15,0,-6.17787,-531.894,-488.041,34.6602,36.0133,24.3877,37.2302,-590.942,-561.285,29.6569
9.60193,0.992304,0.285566,4,15,0,-7.22522,-522.957,-491.914,38.9173,34.9979,16.6217,32.8184,-578.496,-559.73,18.7657
9.90549,0.934182,0.285566,3,15,0,-6.80675,-524.627,-489.497,39.9423,37.8848,16.9351,30.8729,-581.505,-558.255,23.2499
8.77488,0.988251,0.285566,4,15,0,-7.96086,-524.341,-487.326,38.5643,37.2855,28.044,35.8349,-590.95,-560.447,30.5028
7.74877,1,0.285566,4,15,0,-6.4253,-529.499,-500.113,34.0336,31.2511,18.5952,19.3594,-582.128,-550.724,31.404
9.38521,0.833333,0.285566,2,6,1,-5.56415,-526.22,-492.565,38.1922,32.6786,16.7848,24.0707,-581.197,-549.314,31.8822
9.02587,0.991211,0.285566,3,15,0,-7.93937,-518.425,-500.141,39.9533,34.0987,26.4449,28.178,-584.824,-562.417,22.4062
8.43126,0.955521,0.285566,4,15,0,-6.14669,-531.467,-488.373,41.9961,35.9078,16.017,34.8985,-589.48,-559.179,30.301
5.18188,0.977979,0.285566,3,7,0,-3.98292,-531.011,-489.675,51.2924,40.4586,15.1473,45.9887,-597.451,-576.122,21.3285
8.38243,0.979045,0.285566,3,15,0,-2.38284,-528.148,-498.639,47.2759,41.8312,16.1535,27.8805,-591.578,-568.351,23.2271
10.7683,0.991367,0.285566,3,7,0,-7.48514,-526.151,-492.594,39.8655,34.0617,18.8731,31.6098,-584.89,-558.266,26.6238
8.75469,0.973508,0.285566,3,15,0,-7.15394,-527.035,-497.083,44.421,30.599,15.959,39.0112,-587.415,-566.693,20.7217
9.86909,0.978945,0.285566,4,15,0,-6.02351,-522.752,-495.037,34.4678,31.299,22.1672,29.3097,-579.387,-555.646,23.7408
6.2913,0.790578,0.285566,3,14,1,-4.91678,-525.363,-500.329,42.8481,20.3096,21.7754,30.389,-589.987,-551.028,38.959
3.82711,0.673376,0.285566,3,15,0,3.20421,-526.134,-494.578,47.3349,21.6845,15.1341,52.2956,-588.603,-568.559,20.044
3.82711,0,0.285566,0,1,1,-0.152462,-526.134,-494.578,47.3349,21.6845,15.1341,52.2956,-588.603,-568.559,20.044
2.65228,0.806973,0.285566,4,15,0,1.40115,-536.538,-503.152,39.6932,49.8781,15.9872,22.3441,-592.219,-575.374,16.8444
9.25024,0.970074,0.285566,3,7,0,-1.42308,-525.285,-497.473,44.2052,32.4624,21.2253,22.0074,-590.716,-551.943,38.7726
10.3068,0.874259,0.285566,3,15,0,-8.94156,-525.741,-490.447,42.9846,37.3635,18.1719,29.3485,-586.898,-557.159,29.7386
7.57625,0.495442,0.285566,4,15,0,-5.72328,-536.443,-493.584,47.8696,38.0217,17.101,35.5357,-601.414,-567.141,34.2731
6.78217,0.81038,0.285566,3,9,0,-4.21452,-538.884,-494.333,48.1062,35.107,20.8156,37.8573,-607.806,-567.298,40.508
6.8906,0.505551,0.285566,4,15,0,-4.01074,-516.384,-500.541,38.3066,35.144,22.7483,17.2428,-577.439,-552.927,24.5112
3.59131,0.968546,0.285566,4,15,0,-1.35373,-518.718,-483.927,40.9695,46.7535,20.1817,16.2119,-579.869,-546.893,32.9765
8.73027,1,0.285566,3,7,0,-3.0375,-521.696,-495.101,40.6908,35.5888,16.8135,19.2677,-579.201,-549.957,29.2433
7.53095,0.984445,0.285566,3,15,0,-5.16516,-524.149,-481.342,38.6829,33.8013,16.7696,37.0686,-579.601,-552.212,27.3893
7.29794,0.997759,0.285566,4,15,0,-5.02309,-525.211,-480.071,44.6289,35.2416,20.1919,43.6759,-590.031,-558.988,31.0433
6.58385,0.472523,0.285566,3,15,0,-2.39257,-517.015,-482.643,33.5187,37.8006,25.3412,31.2362,-575.875,-551.68,24.1947
9.70566,0.874744,0.285566,3,15,0,-4.43567,-524.656,-496.336,40.9532,41.9142,21.5422,21.9712,-587.152,-560.221,26.9303
9.99798,0.98554,0.285566,3,15,0,-8.48118,-527.371,-496.216,40.899,42.303,23.5933,30.7771,-591.864,-569.297,22.5672
8.36105,0.962574,0.285566,3,7,0,-7.60957,-531.029,-492.108,46.079,45.392,21.9642,28.8238,-599.072,-566.324,32.7483
9.49399,0.912662,0.285566,3,11,0,-3.66051,-531.182,-494.237,40.728,34.5256,19.0938,24.4009,-591.004,-553.163,37.8405
9.88251,0.826156,0.285566,3,7,0,-9.10692,-530.139,-496.456,38.8134,34.9697,17.9565,24.9923,-586.909,-556.418,30.4904
10.2538,0.993572,0.285566,4,15,0,-8.05815,-522.472,-494.027,44.5528,31.8252,22.6266,36.537,-589.651,-562.39,27.2617
10.4211,0.995958,0.285566,4,15,0,-9.15907,-526.023,-494.322,38.6511,39.2854,18.6074,25.7279,-583.281,-559.336,23.9459
10.1787,0.963035,0.285566,4,15,0,-9.04039,-524.05,-493.46,42.0773,37.4231,20.0369,23.0576,-586.164,-553.941,32.2232
9.44269,0.510851,0.285566,3,7,0,-6.76263,-526.352,-495.854,40.946,42.9717,22.8259,33.7178,-590.124,-572.543,17.5804
7.7205,0.679187,0.285566,4,15,0,-4.86041,-527.599,-500.267,44.0318,30.8901,16.4792,40.853,-588.11,-572.01,16.0997
9.01537,0.756845,0.285566,4,15,0,-6.3905,-518.175,-498.099,41.7834,30.7608,20.495,21.936,-580.453,-550.796,29.6573
5.77874,0.961049,0.285566,3,15,0,-2.5401,-535.097,-509.654,35.8198,32.6336,21.6187,25.667,-592.535,-567.954,24.5811
8.455,1,0.285566,4,15,0,-3.56071,-522.623,-495.129,30.1697,30.0144,21.9022,25.8365,-574.695,-550.98,23.715
6.47238,0.714961,0.285566,3,13,1,-3.38635,-521.96,-497.155,28.9961,33.0494,19.2154,24.5096,-570.172,-554.714,15.4573
8.63579,0.673704,0.285566,2,3,0,-6.05195,-524.371,-495.02,30.1505,34.0959,21.5824,22.4986,-576.104,-551.614,24.4901
7.83211,0.968604,0.285566,4,15,0,-4.64499,-525.245,-499.27,41.8491,44.5775,28.2513,22.7209,-595.345,-566.568,28.7769
8.5818,1,0.285566,3,15,0,-6.57542,-525.342,-501.862,44.7338,42.1685,22.9461,21.5459,-593.022,-565.576,27.4461
8.28787,0.695643,0.285566,2,7,0,-5.45949,-534.78,-500.671,44.8714,36.0715,22.0621,27.6714,-601.714,-564.414,37.2992
6.31384,0.654035,0.285566,4,15,0,-4.19481,-541.806,-495.68,38.9939,35.1042,18.7986,30.0223,-599.598,-560.807,38.7915
8.63532,0.96088,0.285566,3,7,0,-2.46157,-531.57,-491.964,36.886,40.9309,18.9121,37.7557,-587.368,-570.651,16.7175
5.23374,0.0994713,0.285566,3,15,0,-2.02644,-521.855,-492.775,42.452,37.39,20.6866,15.2647,-584.993,-545.43,39.5634
9.84385,0.992404,0.285566,4,15,0,-5.19498,-529.709,-497.672,39.8229,29.7426,18.1682,35.5172,-587.7,-562.932,24.7684
9.94571,0.999412,0.285566,4,15,0,-8.65707,-520.091,-494.874,46.9335,38.8502,21.7938,31.9295,-588.818,-565.654,23.1648
10.5194,0.943482,0.285566,2,7,0,-6.72083,-524.165,-492.855,42.3793,35.8077,17.923,35.1101,-584.467,-563.773,20.6948
7.51528,0.871985,0.285566,3,7,0,-6.30817,-523.145,-485.736,43.1592,34.9636,15.63,27.1366,-581.935,-547.837,34.0982
8.10668,0.875347,0.285566,3,9,0,-5.25325,-523.84,-498.109,42.1434,42.8394,16.3375,20.8947,-582.321,-561.843,20.4784
8.57038,0.956745,0.285566,4,15,0,-6.65275,-524.659,-493.02,40.8633,42.2957,16.6476,20.361,-582.17,-555.677,26.4925
8.75368,0.859743,0.285566,3,15,0,-6.83055,-520.152,-501.934,40.1757,29.2531,24.2379,26.4428,-584.565,-557.629,26.9357
8.78649,0.939408,0.285566,4,15,0,-7.11641,-521.757,-499.634,46.93,28.8053,17.8498,27.3635,-586.537,-555.803,30.7339
9.01372,0.997554,0.285566,4,15,0,-6.7517,-521.83,-489.574,33.7563,37.1801,23.901,24.8064,-579.487,-551.561,27.9262
8.76264,0.734921,0.285566,2,4,1,-6.76026,-524.071,-488.813,34.6572,35.944,23.202,22.7023,-581.93,-547.459,34.4711
8.74666,0.704993,0.285566,2,7,0,-7.46738,-524.877,-490.091,37.6918,34.265,25.8918,24.3791,-588.46,-548.736,39.7249
8.90449,0.784993,0.285566,2,7,1,-1.7635,-526.831,-495.426,33.9553,29.2751,17.7882,24.3537,-578.575,-549.055,29.5193
8.89156,0.852706,0.285566,3,9,1,-4.32691,-521.292,-490.228,49.9764,37.2624,23.4033,37.0177,-594.672,-564.508,30.1646
5.30972,0.862805,0.285566,3,15,0,-1.1829,-531.995,-489.821,31.2461,33.374,14.9593,30.8269,-578.2,-554.022,24.178
8.80701,0.812161,0.285566,4,15,0,-1.45676,-522.124,-493.68,52.4572,37.6956,21.4977,38.3997,-596.079,-569.776,26.3035
10.6246,0.99415,0.285566,3,7,0,-8.32211,-523.246,-492.774,42.1979,32.7446,21.854,35.2477,-587.298,-560.767,26.5309
10.0859,0.983984,0.285566,4,15,0,-8.94925,-528.063,-494.601,40.9361,38.0677,16.8111,28.5069,-585.81,-561.176,24.6341
10.0707,0.260111,0.285566,3,15,0,-6.40264,-527.188,-495.61,39.8571,34.5588,17.0674,34.5935,-584.112,-564.763,19.3497
10.084,0.366147,0.285566,1,2,1,-5.46509,-528.25,-493.458,43.0108,36.8515,17.0347,28.9844,-588.295,-559.294,29.0017
10.3655,0.993988,0.285566,4,15,0,-8.26391,-522.356,-495.412,37.309,33.1159,22.6918,32.066,-582.357,-560.594,21.7626
7.43422,0.932507,0.285566,3,15,0,-6.06763,-528.373,-489.884,28.1574,35.0404,24.6757,26.7463,-581.206,-551.67,29.5353
9.89942,0.997011,0.285566,3,15,0,-6.03657,-522.334,-493.067,47.4733,37.6902,17.6908,33.4269,-587.498,-564.184,23.3139
9.59959,0.446382,0.285566,1,2,1,-7.49697,-522.855,-491.884,47.3677,34.4868,17.4898,29.5782,-587.713,-555.949,31.7638
10.6024,0.99365,0.285566,4,15,0,-7.58008,-525.551,-493.789,37.3368,35.9241,22.9236,32.3559,-585.812,-562.069,23.7426
6.57652,0.881848,0.285566,3,7,0,-3.81999,-524.319,-486.203,49.6755,46.8989,19.9385,25.9857,-593.933,-559.087,34.8451
7.70822,0.994566,0.285566,4,15,0,-2.76567,-533.038,-505.789,39.6973,36.3435,20.4029,22.0324,-593.138,-564.165,28.973
8.52217,0.570674,0.285566,4,15,0,-4.92721,-535.113,-499.842,37.7298,33.7886,18.5541,25.8327,-591.397,-559.463,31.934
5.94124,0.972811,0.285566,3,7,0,-4.95524,-539.702,-500.648,40.9453,41.1316,16.6744,24.4389,-597.322,-566.219,31.1032
6.8904,0.871455,0.285566,3,9,1,-3.10707,-536.731,-494.35,40.2746,30.7126,20.2322,23.7326,-597.238,-548.795,48.4428
7.14464,0.66617,0.285566,1,3,1,-0.879242,-538.254,-494.539,36.082,31.8469,19.2813,27.2836,-593.618,-553.67,39.948
5.41095,0.788602,0.285566,2,5,1,-4.26578,-539.495,-492.175,35.5497,33.1617,22.7945,23.5519,-597.839,-548.888,48.9507
6.96532,0.794364,0.285566,2,5,1,6.45903,-533.799,-494.658,35.6563,35.5096,23.4755,19.3814,-592.931,-549.549,43.3825
8.21143,0.186255,0.285566,3,14,1,-1.91656,-530.637,-497.405,35.3868,36.8211,20.1645,18.7587,-586.189,-552.985,33.2034
8.31847,0.912045,0.285566,3,15,0,-5.04613,-530.475,-491.285,34.921,41.2336,16.3685,25.8353,-581.765,-558.354,23.4105
8.26596,0.97387,0.285566,4,15,0,-5.05151,-525.365,-501.433,52.7613,35.4229,20.3918,30.6004,-598.518,-567.456,31.0619
8.59383,0.999429,0.285566,4,15,0,-5.40715,-525.432,-492.098,49.2334,33.0689,21.9366,52.4835,-596.602,-577.651,18.9518
10.1194,0.997166,0.285566,3,7,0,-8.30779,-526.65,-490.003,43.8462,33.284,20.0091,33.501,-590.505,-556.788,33.7176
7.63135,0.972511,0.285566,3,7,0,-6.28685,-522.474,-508.214,45.848,32.0376,22.3873,27.3668,-590.709,-567.619,23.0903
9.0149,0.996477,0.285566,3,15,0,-6.27767,-524.564,-488.043,36.8614,39.8688,18.2882,22.3602,-579.714,-550.272,29.4421
6.0596,0.458476,0.285566,4,15,0,-4.64389,-517.655,-493.313,47.8776,42.4795,24.4904,17.8889,-590.022,-553.681,36.3412
8.59027,0.99947,0.285566,3,7,0,-5.13457,-521.743,-492.392,40.0833,43.7571,21.0004,19.6231,-582.827,-555.772,27.0542
9.72484,0.995807,0.285566,3,7,0,-7.65907,-524.249,-494.712,39.6454,36.6767,25.4673,24.4883,-589.362,-555.877,33.485
8.78526,0.984671,0.285566,4,15,0,-7.55602,-515.676,-489.601,41.5278,36.158,17.4411,26.4945,-574.645,-552.253,22.3917
8.96418,0.98483,0.285566,4,15,0,-6.5718,-529.719,-496.787,41.2347,26.8086,17.7886,42.0048,-588.742,-565.6,23.142
8.41723,0.95937,0.285566,4,15,0,-5.38937,-531.344,-501.397,33.1174,34.1459,19.1746,23.0963,-583.636,-558.64,24.9967
8.41064,0.659666,0.285566,1,3,1,-4.57601,-528.873,-500.237,33.9388,32.0617,19.6495,20.5775,-582.461,-552.876,29.585
8.15575,0.999304,0.285566,3,7,0,-7.77939,-528.966,-501.182,34.4221,31.9608,19.1522,20.0065,-582.54,-553.15,29.3905
7.46306,0.955511,0.285566,4,15,0,-5.75768,-525.703,-500.442,29.306,29.6054,19.6399,25.868,-574.649,-555.916,18.7329
7.46306,0,0.285566,0,1,1,-0.995936,-525.703,-500.442,29.306,29.6054,19.6399,25.868,-574.649,-555.916,18.7329
6.25628,0.792278,0.285566,4,15,0,-3.20707,-526.453,-501.014,33.4984,28.7394,16.4556,18.3402,-576.407,-548.093,28.3133
8.03947,1,0.285566,4,15,0,-5.1223,-524.522,-498.356,39.8583,35.4941,15.6024,20.4519,-579.982,-554.302,25.68
9.75488,0.996088,0.285566,4,15,0,-6.89524,-530.175,-494.061,44.4773,32.6355,17.3122,35.7121,-591.964,-562.409,29.555
10.1787,0.995003,0.285566,4,15,0,-8.35936,-523.67,-493.531,38.0107,39.2077,22.7381,24.8408,-584.419,-557.58,26.8387
9.87844,0.986389,0.285566,4,15,0,-8.37751,-525.135,-497.479,41.9288,34.711,16.8622,32.9527,-583.926,-565.143,18.7836
10.1354,0.999698,0.285566,4,15,0,-8.60336,-521.695,-495.088,37.6014,36.7693,20.6446,29.999,-579.941,-561.856,18.0852
10.1354,0.08494,0.285566,3,7,0,-8.00768,-521.695,-495.088,37.6014,36.7693,20.6446,29.999,-579.941,-561.856,18.0852
9.68375,0.745363,0.285566,3,7,0,-7.81201,-520.716,-492.71,39.8899,36.8931,22.3751,22.1395,-582.981,-551.742,31.2385
8.02614,0.975293,0.285566,3,7,0,-7.1216,-523.828,-490.471,41.8418,48.1284,22.112,23.5148,-587.782,-562.115,25.6676
8.22369,1,0.285566,4,15,0,-6.2355,-519.707,-487.122,41.1849,39.1583,20.4734,20.3992,-581.365,-546.679,34.6862
10.2219,0.99783,0.285566,3,7,0,-7.72744,-519.333,-493.133,41.2997,37.7313,22.0437,27.0392,-582.676,-557.904,24.773
8.80956,0.975383,0.285566,3,7,0,-8.1342,-520.258,-497.922,42.5151,39.1567,29.6234,29.6091,-592.396,-566.688,25.7085
8.20534,0.973462,0.285566,4,15,0,-5.66189,-530.208,-492.091,38.7667,33.4598,15.3769,31.6714,-584.352,-557.222,27.1293
5.58319,0.414479,0.285566,4,29,1,-2.56225,-512.748,-503.341,40.8743,29.9192,29.959,29.9892,-583.581,-563.249,20.3316
6.49635,0.753389,0.285566,4,15,0,-2.97259,-531.066,-483.553,35.2076,36.1558,16.6289,24.4416,-582.903,-544.15,38.7528
8.07838,0.90751,0.285566,3,7,0,-2.22206,-532.37,-495.105,39.1198,45.6346,17.417,23.8446,-588.906,-564.584,24.322
8.17531,0.888997,0.285566,3,15,1,-4.06021,-530.217,-489.24,32.8436,39.0127,23.7866,24.75,-586.847,-553.003,33.8446
6.95379,0.769149,0.285566,2,5,0,-3.33013,-534.608,-491.846,37.4002,42.1883,29.2277,30.6899,-601.236,-564.724,36.5117
5.45615,0.995993,0.285566,4,15,0,-3.49353,-514.411,-496.894,44.5866,24.637,15.5461,29.8452,-574.543,-551.376,23.167
