# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_siblings_model
# start_datetime = 2023-05-12 13:17:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_siblings_input.json
# random
#   seed = 390458552 (Default)
# output
#   file = model_siblings_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,birth_date_mother,age_m_a
# Adaptation terminated
# Step size = 0.635902
# Diagonal elements of inverse mass matrix:
# 31.846, 36.5465, 0.0227193, 0.0246548, 0.540728
1.21382,0.866183,0.635902,3,7,0,11.8845,-526.182,-495.783,41.6416,30.408,22.0579,-589.881,63.6901
0.448488,0.896323,0.635902,2,7,0,1.14679,-525.503,-506.059,35.0914,29.9146,22.485,-583.079,47.1057
1.18772,0.983011,0.635902,3,7,0,1.45679,-524.203,-488.859,43.1128,34.5337,19.2424,-586.558,63.1649
1.63027,0.970817,0.635902,2,7,0,0.410093,-523.196,-496.645,31.7318,33.0641,22.8699,-577.798,48.0886
0.663638,0.741829,0.635902,3,7,0,2.58752,-522.42,-500.255,45.9486,37.9507,15.532,-583.9,45.695
1.25544,0.871882,0.635902,2,7,0,4.05127,-531.072,-496.149,43.4274,40.529,17.2757,-591.776,55.0975
0.823806,0.941308,0.635902,3,7,0,1.08367,-512.266,-496.622,31.4977,37.7535,18.5902,-562.354,27.9786
1.38543,0.948768,0.635902,3,7,0,0.718817,-530.578,-500.22,42.1551,34.4778,20.7911,-593.524,58.8268
1.90362,0.9927,0.635902,3,7,0,-0.355819,-521.56,-505.574,39.3724,36.085,17.261,-578.193,36.5344
1.99127,0.879495,0.635902,3,7,0,1.38192,-520.441,-501.834,42.5475,45.0631,19.7901,-582.778,35.8808
-0.634256,0.790634,0.635902,3,7,0,2.70725,-529.622,-507.894,41.8062,31.7658,16.3136,-587.742,48.0816
-3.00664,0.899482,0.635902,2,3,0,4.55876,-528.422,-508.234,33.6305,26.0927,15.5284,-577.581,43.2544
-2.05389,0.977749,0.635902,2,3,0,4.51461,-523.398,-506.078,31.1717,28.1439,15.3253,-569.895,35.6727
2.08708,0.949808,0.635902,2,7,0,3.77162,-518.753,-494.967,42.4185,34.52,21.6973,-582.869,53.3824
0.982221,0.691997,0.635902,3,7,0,2.99161,-521.824,-494.637,29.497,41.8497,16.3796,-567.701,31.2138
-2.24056,0.883157,0.635902,2,7,0,3.07368,-531.083,-502.384,47.9212,32.068,27.4241,-606.428,71.9761
0.466498,1,0.635902,3,7,0,2.72957,-527.6,-499.125,47.9273,32.1001,20.2625,-595.79,64.5645
0.954623,1,0.635902,3,7,0,0.834633,-528.088,-497.808,36.0193,28.35,18.5271,-582.634,56.4764
1.27144,0.997367,0.635902,3,7,0,-0.0669364,-516.686,-497.719,38.8244,47.9862,20.408,-575.918,30.2134
1.08204,0.989095,0.635902,3,7,0,-0.0799448,-524.902,-499.247,36.4083,27.786,17.6489,-578.959,51.9268
0.394945,0.931698,0.635902,3,7,0,1.81029,-518.532,-494.606,28.3608,39.032,25.4112,-572.304,38.6652
1.28661,1,0.635902,3,7,0,0.57772,-526.947,-492.89,32.082,39.0668,16.3353,-575.364,43.4071
0.669512,0.955319,0.635902,3,7,0,0.693913,-517.729,-502.487,45.0908,33.6946,24.5351,-587.355,51.174
-1.22675,0.672012,0.635902,3,7,0,4.50438,-512.351,-505.961,46.3337,30.2033,17.7651,-576.45,40.2852
-1.22603,1,0.635902,3,7,0,2.55577,-532.373,-489.508,29.6796,46.2395,21.2922,-583.345,47.5974
-0.667402,0.991399,0.635902,2,7,0,2.38533,-532.118,-490.863,27.61,39.8555,21.271,-580.999,50.2804
0.48191,0.916227,0.635902,3,7,0,3.71714,-524.526,-489.714,28.3184,34.7222,17.9804,-570.825,46.3888
1.35381,0.995955,0.635902,3,7,0,0.929239,-524.739,-492.36,30.5734,40.5056,16.8036,-572.116,39.25
1.57395,0.765795,0.635902,3,7,0,3.149,-526.591,-500.57,46.0415,34.9075,18.3882,-591.02,55.5431
1.8523,0.993935,0.635902,3,7,0,-0.427233,-522.864,-494.664,29.2354,39.5194,19.2704,-571.37,37.186
2.37945,0.910042,0.635902,3,7,0,-0.372321,-523.406,-498.423,44.8027,36.3445,19.1207,-587.329,52.5622
1.34426,0.634343,0.635902,2,3,0,2.33903,-523.234,-508.254,38.5152,41.6705,19.1091,-580.858,30.933
1.85869,0.981883,0.635902,3,7,0,0.234611,-524.765,-489.515,37.6508,37.0782,17.6248,-580.04,53.4469
2.21814,0.985484,0.635902,3,7,0,-0.751043,-520.672,-504.913,36.3114,39.8383,19.8756,-576.859,32.1072
2.61426,0.930004,0.635902,2,3,0,-0.966893,-522.906,-498.218,32.7053,37.58,20.7878,-576.399,40.6008
2.75883,0.969929,0.635902,3,7,0,-1.92869,-519.346,-496.202,41.3063,40.1441,17.9593,-578.611,42.265
2.38806,0.919267,0.635902,2,3,0,-1.52263,-517.958,-502.199,41.1123,39.3537,18.0569,-577.127,35.5741
1.047,0.766608,0.635902,3,7,0,3.18971,-520.901,-503.869,35.6366,28.8669,17.8735,-574.412,41.6753
0.623665,0.98785,0.635902,3,7,0,-0.214871,-526.019,-491.392,39.9331,49.7777,19.2748,-585.227,44.0574
-0.457084,0.845001,0.635902,3,7,0,4.51064,-517.485,-492.766,27.2916,30.145,21.694,-566.471,43.5598
-2.45289,0.970106,0.635902,2,3,0,3.28071,-517.309,-491.533,23.5293,28.0145,20.1184,-560.957,41.4087
-1.42834,0.916906,0.635902,3,7,0,5.71735,-523.387,-490.469,25.0582,30.9542,16.6537,-565.099,43.6758
2.26199,0.992371,0.635902,3,7,0,3.20261,-521.456,-503.961,35.5886,38.2325,17.641,-574.686,32.4929
1.86477,0.94515,0.635902,3,7,0,-0.553871,-524.858,-489.213,40.0958,40.6538,19.2996,-584.253,54.3863
-5.12549,0.483465,0.635902,2,5,0,9.68849,-520.786,-474.272,36.3845,44.0796,19.2876,-576.458,58.1067
0.19154,1,0.635902,3,7,0,6.11441,-522.635,-493.157,45.7421,28.9952,21.491,-589.868,67.7159
-1.14987,0.963336,0.635902,3,7,0,1.71391,-536.891,-493.534,38.2641,32.5976,21.3157,-596.471,70.3399
2.07651,1,0.635902,2,3,0,1.24836,-520.914,-499.266,34.6718,42.5943,16.7378,-572.324,30.464
2.45489,0.994615,0.635902,3,7,0,-1.42992,-519.701,-494.54,35.4664,41.0054,17.2333,-572.401,36.8558
2.76528,0.986524,0.635902,2,7,0,-1.87552,-520.415,-499.23,35.6944,40.6622,17.8593,-573.969,34.0763
2.6729,0.959178,0.635902,3,7,0,-1.79548,-525.594,-496.521,41.974,37.4153,19.8178,-587.385,53.4487
-0.233827,0.783621,0.635902,2,3,0,1.05903,-516.666,-508.175,47.5311,38.1789,21.6249,-585.822,39.4673
2.77799,1,0.635902,2,3,0,0.444204,-526.174,-498.055,34.841,39.5262,18.7954,-579.81,42.229
2.38621,0.969836,0.635902,3,7,0,-2.01195,-527.578,-498.804,34.557,35.9432,18.0935,-580.229,45.4813
0.2078,0.856968,0.635902,2,3,0,0.164624,-530.022,-498.041,33.103,36.8437,15.4363,-578.562,43.6768
1.05994,0.949214,0.635902,3,7,0,2.39094,-514.61,-498.794,40.9459,41.4571,25.4714,-581.027,40.7759
-1.0556,0.658003,0.635902,2,7,0,4.50499,-518.086,-502.154,39.3694,23.725,16.7626,-574.218,48.3389
1.06718,0.958333,0.635902,3,7,0,2.6552,-526.422,-492.571,37.6957,47.8879,21.9974,-586.115,45.6564
0.900894,1,0.635902,3,7,0,0.0631095,-517.562,-504.865,37.67,30.6755,17.1124,-572.344,36.8037
0.603594,0.949692,0.635902,3,7,0,2.38716,-528.414,-487.901,38.9615,41.6154,16.7585,-584.134,54.618
2.57874,0.940605,0.635902,2,3,0,0.80779,-527.637,-497.59,38.9136,42.1272,18.8768,-585.427,45.7095
2.05874,0.890123,0.635902,2,3,0,-0.942677,-527.017,-498.31,40.7826,33.2594,21.1108,-588.91,57.3413
1.33482,0.984744,0.635902,3,7,0,-0.684775,-524.941,-501.979,35.45,29.3234,20.7146,-581.105,49.803
-0.792046,0.8479,0.635902,2,3,0,1.71245,-533.585,-502.114,35.2229,30.2438,23.544,-592.352,59.9939
-0.574392,0.973708,0.635902,3,7,0,2.5576,-515.41,-485.931,46.4248,37.928,18.1399,-579.975,56.1161
1.22536,0.754513,0.635902,3,7,0,5.30871,-523.536,-506.803,39.2914,32.626,21.7751,-584.602,45.173
0.00799192,0.888801,0.635902,3,7,0,0.96403,-523.224,-486.512,34.9934,45.6194,16.5664,-574.784,42.6527
2.04362,0.997934,0.635902,2,3,0,0.960804,-519.404,-496.666,37.9641,34.2338,16.3328,-573.701,42.8006
-0.414398,0.888301,0.635902,2,3,0,0.775946,-517.812,-499.002,49.1156,37.8231,15.5126,-582.44,45.6149
0.472013,0.873574,0.635902,3,7,0,3.92432,-515.044,-504.997,37.3022,38.0442,25.8863,-578.233,35.1917
2.70082,0.993287,0.635902,2,3,0,0.12251,-517.55,-499.441,38.9016,39.5961,20.6958,-577.148,38.1109
2.36682,0.857049,0.635902,3,7,0,-0.350277,-526.758,-495.918,35.5159,37.1673,17.0684,-579.342,46.2568
2.18229,0.995204,0.635902,3,7,0,-1.78346,-515.597,-497.943,38.8574,38.5888,22.4768,-576.931,40.3992
1.74456,0.878948,0.635902,3,7,0,-0.540551,-528.862,-497.617,37.8064,37.705,16.241,-582.91,47.5879
2.35822,1,0.635902,2,3,0,-1.4345,-527.786,-496.101,37.7606,40.0515,17.1281,-582.675,46.5219
1.24565,0.924995,0.635902,3,7,0,-0.152479,-527.591,-491.404,42.1567,35.2304,16.9153,-586.663,60.0282
0.432772,0.951486,0.635902,3,7,0,0.97938,-519.016,-490.556,32.1488,32.1838,23.9598,-575.124,52.3849
0.812834,0.530001,0.635902,2,3,0,3.60534,-524.449,-495.746,30.1526,30.3249,21.9545,-576.556,50.4846
-1.95259,0.96423,0.635902,3,7,0,2.64111,-529.04,-488.428,50.5446,33.8953,17.1863,-596.771,74.4478
-0.0846225,1,0.635902,3,7,0,3.84961,-522.417,-504.65,27.9484,43.6041,20.4525,-570.818,22.5639
-0.0846225,0,0.635902,0,1,1,4.91859,-522.417,-504.65,27.9484,43.6041,20.4525,-570.818,22.5639
-0.205926,0.911557,0.635902,3,7,0,2.45804,-522.13,-499.217,31.4554,42.9233,15.2329,-568.818,26.6773
-2.65639,0.836892,0.635902,3,7,0,5.64001,-522.844,-495.739,32.6833,24.8012,29.579,-585.107,64.5663
-0.175821,0.996777,0.635902,3,7,0,4.03019,-518.392,-489.871,36.5762,44.6213,15.4397,-570.408,35.9149
1.43264,1,0.635902,3,7,0,1.06249,-514.049,-497.024,39.0937,35.5679,16.4779,-569.621,37.0291
0.660943,0.768984,0.635902,3,7,0,4.32162,-531.89,-494.827,34.5939,39.6758,24.3577,-590.842,56.3394
1.6161,1,0.635902,3,7,0,-0.110108,-516.979,-499.473,34.8642,37.6949,16.2175,-568.061,30.8926
2.87579,1,0.635902,2,3,0,-1.46882,-523.988,-494.846,37.0428,37.8259,17.9494,-578.981,46.3088
-0.219522,0.861628,0.635902,2,7,0,0.697787,-518.751,-494.305,34.3986,29.1334,15.5377,-568.687,45.2483
2.27643,0.946688,0.635902,3,7,0,3.97897,-519.414,-503.47,42.3276,40.5434,19.8076,-581.549,37.5357
2.41142,0.843662,0.635902,2,3,0,0.162493,-525.15,-498.77,43.2602,36.2206,17.7964,-586.206,51.2157
2.33933,0.998555,0.635902,3,7,0,-1.7145,-518.225,-497.729,33.2321,35.6958,20.9538,-572.411,38.9857
-1.39137,0.723261,0.635902,2,3,0,2.36149,-528.84,-483.47,31.0751,37.0187,21.305,-581.22,60.7317
-2.01172,0.945257,0.635902,3,7,0,5.48143,-522.642,-508.684,28.3193,36.8887,15.7843,-566.746,21.1726
-2.01172,0.0815137,0.635902,2,3,0,5.64597,-522.642,-508.684,28.3193,36.8887,15.7843,-566.746,21.1726
0.515874,1,0.635902,3,7,0,4.47476,-523.999,-485.648,42.3687,39.4401,20.793,-587.161,62.0726
1.82554,0.958315,0.635902,3,7,0,1.73465,-518.304,-505.597,36.3216,38.1676,20.677,-575.302,31.5375
1.58619,0.855641,0.635902,3,7,0,1.22248,-524.882,-494.584,29.5749,41.4851,17.7285,-572.186,36.1168
2.43447,1,0.635902,3,7,0,-1.54536,-519.758,-499.608,42.7912,34.9655,20.6007,-583.15,48.5757
1.82041,0.97996,0.635902,3,7,0,-1.16312,-528.123,-502.076,35.1631,33.8753,17.6867,-580.973,45.0216
2.60303,0.853627,0.635902,2,7,0,1.54083,-524.559,-494.616,41.2794,36.2333,20.1027,-585.941,55.0916
0.467398,0.737683,0.635902,3,7,0,3.32911,-530.486,-496.826,29.3701,33.2516,21.2958,-581.152,51.074
1.04828,0.986997,0.635902,3,7,0,0.258859,-528.178,-496.39,29.3836,33.3141,18.0464,-575.608,45.9034
2.18232,0.953441,0.635902,2,3,0,0.155868,-523.169,-496.429,30.263,37.4527,20.0071,-573.439,39.5572
1.57313,0.952334,0.635902,3,7,0,-0.961216,-523.668,-503.758,32.2289,43.2608,19.2723,-575.17,28.1503
1.88075,0.306459,0.635902,1,2,1,5.23357,-520.701,-500.344,36.8671,30.2128,20.7436,-578.312,47.7547
1.33266,0.964439,0.635902,3,7,0,-0.40904,-519.247,-499.796,38.269,48.5305,18.8047,-576.321,27.9945
0.974807,0.927995,0.635902,3,7,0,1.38368,-527.393,-494.076,34.4833,30.7435,16.7681,-578.644,53.8243
1.18316,0.996448,0.635902,2,7,0,0.104806,-525.333,-491.334,37.6528,30.2467,17.9803,-580.966,59.3853
2.16409,0.988253,0.635902,3,7,0,-0.437674,-518.153,-501.385,42.8125,34.6285,20.2834,-581.249,45.2357
2.37619,0.990693,0.635902,3,7,0,-1.58606,-523.917,-501.731,43.1425,35.4625,18.6974,-585.757,48.5638
2.43027,0.987099,0.635902,3,7,0,-1.41853,-521.615,-492.913,33.6447,36.5253,20.1891,-575.449,46.0102
0.578074,0.936482,0.635902,3,7,0,0.198235,-515.901,-493.022,46.7961,45.3028,18.2639,-580.961,42.6359
1.98952,0.957783,0.635902,2,3,0,0.34735,-515.399,-494.821,39.0727,43.0114,18.0925,-572.564,34.7312
1.63393,0.931307,0.635902,3,7,0,-0.523522,-522.509,-492.119,42.5046,33.4681,17.0979,-582.111,56.5236
1.39773,0.90819,0.635902,2,7,0,2.07837,-528.748,-497.738,38.2685,30.1883,18.766,-585.782,57.8563
0.0622879,0.914335,0.635902,3,7,0,1.30804,-516.159,-485.053,33.302,39.5754,19.3725,-568.833,44.2047
1.56911,0.751363,0.635902,3,7,0,7.29744,-523.836,-503.808,38.6718,35.0822,16.1403,-578.649,39.7583
1.43529,0.925871,0.635902,3,7,0,0.704104,-519.816,-493.439,31.4163,43.6848,22.4078,-573.64,36.5165
0.503372,0.902299,0.635902,3,7,0,1.05315,-524.724,-503.242,44.4945,29.3787,17.2133,-586.432,53.811
-2.01264,0.880972,0.635902,3,7,0,3.89391,-523.033,-493.94,33.0714,26.8687,15.0528,-571.157,50.3483
0.622285,0.942967,0.635902,3,7,0,3.9236,-519.328,-495.641,26.6614,33.7997,18.157,-564.147,34.7063
-2.51062,0.882585,0.635902,3,7,0,4.38545,-535.789,-508.146,45.0025,45.7448,17.2473,-598.039,44.1487
1.00589,1,0.635902,3,7,0,3.55802,-524.678,-487.83,32.5493,35.5295,18.2123,-575.44,52.08
1.40961,0.998942,0.635902,3,7,0,0.182608,-519.953,-506.975,43.5122,39.404,20.5864,-584.052,37.6726
2.2874,0.938479,0.635902,3,7,0,0.427586,-522.242,-492.839,39.8324,44.5404,19.9044,-581.979,44.5997
1.93694,0.914476,0.635902,3,7,0,-0.262944,-522.864,-498.502,30.6165,34.0729,17.9963,-571.477,38.9021
2.5247,0.959716,0.635902,3,7,0,0.23289,-521.343,-498.309,40.4399,44.5885,20.3705,-582.154,39.256
2.33369,0.976001,0.635902,3,7,0,-1.62438,-523.079,-498.243,34.6577,33.6301,17.1982,-574.935,43.0623
1.71279,0.965514,0.635902,3,7,0,-0.878627,-516.942,-491.642,42.3721,34.6129,19.2158,-578.53,52.2751
1.37968,0.909307,0.635902,3,7,0,1.08188,-528.799,-502.53,33.4215,34.5632,17.1142,-579.334,42.2407
1.89699,0.944823,0.635902,3,7,0,1.52027,-517.098,-491.6,36.6062,42.4527,21.1208,-574.825,40.7719
-2.53444,0.520701,0.635902,2,3,0,7.19854,-534.952,-483.658,35.0889,43.655,19.018,-589.059,61.746
1.74,0.810218,0.635902,2,3,0,6.5119,-530.54,-493.297,38.5043,41.3049,19.7372,-588.782,54.1795
0.542093,0.865382,0.635902,3,7,0,1.54304,-514.22,-502.186,34.8117,35.9083,16.1365,-565.169,27.0742
2.08524,0.983402,0.635902,3,7,0,0.167881,-515.65,-502.323,40.8871,37.5954,18.6094,-575.146,35.2275
1.72818,0.858702,0.635902,3,7,0,2.10275,-528.571,-492.037,34.6615,35.6479,18.3764,-581.609,53.924
2.25536,0.933221,0.635902,3,7,0,1.33156,-519.316,-500.961,42.531,40.005,17.0358,-578.883,37.9167
2.21071,0.867601,0.635902,2,3,0,-0.0999742,-517.201,-501.828,42.6083,38.0901,18.0773,-577.886,37.9678
0.0223054,0.779565,0.635902,3,7,0,1.63199,-528.551,-503.3,27.745,34.948,17.005,-573.301,35.0536
-4.03065,0.860218,0.635902,2,7,0,5.02708,-528.444,-509.464,25.3199,25.8341,18.9959,-572.76,37.4618
-3.79545,1,0.635902,3,7,0,5.10314,-528.827,-509.536,23.8584,28.7978,18.9413,-571.627,33.2935
-6.21258,0.729549,0.635902,3,7,0,12.8476,-509.496,-485.004,25.4217,32.8211,28.7477,-563.666,45.8403
-4.41449,0.598649,0.635902,3,7,0,11.4863,-533.838,-500.461,37.7112,47.4407,14.6423,-586.191,38.2895
-3.93385,0.746124,0.635902,3,7,0,9.45459,-512.791,-492.103,39.45,22.2002,15.6276,-567.868,53.5655
-1.95997,0.883576,0.635902,3,7,0,8.65201,-512.279,-492.008,35.3539,37.1245,14.9049,-562.538,33.4057
1.63663,0.906124,0.635902,3,7,0,4.61926,-527.02,-501.38,42.3237,35.266,23.1968,-592.54,55.8942
1.96032,0.950582,0.635902,3,7,0,0.585692,-518.529,-500.164,35.4882,34.224,16.6616,-570.679,36.2915
1.75551,0.903976,0.635902,3,7,0,0.661241,-527.588,-493.104,41.7907,41.3506,16.959,-586.338,51.8832
1.58077,0.988686,0.635902,3,7,0,-0.497191,-514.777,-502.659,36.4145,37.0307,22.2252,-573.417,33.7275
1.85392,0.974864,0.635902,2,3,0,-0.790562,-517.564,-505.322,37.4274,35.9795,19.9511,-574.943,33.6414
1.86496,0.903736,0.635902,3,7,0,0.340276,-523.507,-502.703,40.7624,32.7318,22.0994,-586.369,50.9335
1.1169,0.95844,0.635902,3,7,0,-0.124123,-517.296,-490.743,31.8767,33.1902,18.4524,-567.625,43.6921
1.69941,0.997614,0.635902,3,7,0,0.0902984,-523.421,-489.933,39.5471,36.3941,22.334,-585.302,58.9747
2.7039,0.953344,0.635902,3,7,0,-0.760341,-524.534,-501.591,40.8227,40.2724,18.2242,-583.581,41.7168
-0.983892,0.80534,0.635902,2,3,0,1.75293,-519.606,-494.16,35.6138,51.7628,26.3719,-581.592,35.6693
-0.53879,0.978914,0.635902,3,7,0,3.6331,-531.483,-504.708,44.029,33.3604,16.1168,-591.629,53.5599
0.839671,0.984387,0.635902,3,7,0,2.67958,-532.675,-497.861,42.7492,34.3768,18.2577,-593.682,61.4439
-0.533012,0.936289,0.635902,3,7,0,2.11465,-533.481,-496.286,31.1135,30.2219,18.1615,-582.756,56.2478
-1.5784,0.590115,0.635902,2,7,0,3.94733,-523.959,-510.59,30.5418,38.3846,16.224,-570.724,21.7499
-1.20414,0.995647,0.635902,3,7,0,4.43039,-515.169,-489.316,43.3546,43.0287,15.2585,-573.782,41.438
-1.8223,0.909128,0.635902,2,7,0,3.60483,-521.724,-490.954,40.4815,43.5648,14.724,-576.93,42.4112
-3.17721,0.883304,0.635902,3,7,0,4.87463,-524.677,-493.099,39.5882,41.4534,14.5225,-578.788,44.2357
-2.90712,0.976618,0.635902,2,3,0,4.04418,-523.973,-491.162,39.2934,37.2472,14.5575,-577.824,49.4154
0.99324,0.992033,0.635902,2,3,0,3.33687,-521.786,-500.339,40.6255,38.8071,15.2868,-577.698,38.5515
0.802578,0.939133,0.635902,3,7,0,0.759791,-520.883,-496.849,38.3372,36.5982,29.1728,-588.393,54.9457
0.724944,1,0.635902,3,7,0,1.29336,-523.055,-506.79,30.5005,34.836,18.1582,-571.714,30.0879
1.29018,0.943233,0.635902,2,7,0,2.71393,-525.901,-501.363,34.3648,35.7171,15.8231,-576.089,39.009
1.33467,0.949641,0.635902,3,7,0,1.61547,-518.393,-492.91,39.4788,40.2183,25.9586,-583.83,50.7016
2.29683,0.980775,0.635902,3,7,0,0.729779,-520.529,-496.092,37.4838,35.4649,16.4455,-574.458,42.9012
2.10633,0.909321,0.635902,3,7,0,0.66159,-516.057,-496.348,40.5443,37.6519,22.6861,-579.288,45.2876
2.13333,1,0.635902,3,7,0,-1.53289,-528.609,-498.329,35.2582,38.4356,17.0265,-580.894,44.129
0.372662,0.851852,0.635902,3,7,0,2.52413,-514.074,-489.397,34.3357,41.6127,16.6982,-565.108,34.0981
-1.19882,0.958633,0.635902,3,7,0,2.71934,-531.55,-510.46,44.2892,33.8621,18.5212,-594.36,50.0382
0.192383,0.956816,0.635902,3,7,0,5.51701,-511.567,-491.629,31.9416,37.1834,21.848,-565.357,36.5438
-0.136138,0.977423,0.635902,3,7,0,2.25972,-522.042,-508.942,45.5602,31.5159,18.2087,-585.811,45.3534
-0.0735985,1,0.635902,3,7,0,1.64907,-523.549,-485.892,30.8345,44.1716,20.4545,-574.838,44.7742
0.290813,0.993982,0.635902,3,7,0,1.28612,-522.089,-508.694,42.3139,31.2932,17.4833,-581.886,41.8985
0.84792,0.990618,0.635902,3,7,0,1.06748,-521.292,-487.469,32.0607,43.1868,19.8729,-573.226,42.5697
0.811349,0.975162,0.635902,2,3,0,0.482382,-517.837,-492.692,29.0482,43.0331,18.1981,-565.084,29.3583
-1.16215,0.917547,0.635902,2,3,0,1.90767,-520.241,-491.992,25.5297,46.7195,17.7641,-563.535,24.8235
1.81771,0.897142,0.635902,3,7,0,4.31952,-519.158,-498.435,40.2265,30.8818,21.7032,-581.088,51.7708
1.29709,0.885279,0.635902,2,7,0,0.758315,-531.107,-497.934,40.2206,39.6282,16.4002,-587.728,50.1657
-1.39069,0.893747,0.635902,3,7,0,2.2446,-517.464,-504.433,41.0353,34.5341,32.2606,-590.759,51.7925
-1.39069,0.000384144,0.635902,1,1,0,7.70978,-517.464,-504.433,41.0353,34.5341,32.2606,-590.759,51.7925
-1.15672,1,0.635902,3,7,0,4.2168,-527.385,-488.534,36.5359,38.5568,15.0121,-578.933,51.842
-1.49933,0.632416,0.635902,3,7,0,9.07851,-515.696,-506.945,31.3683,37.6099,16.142,-563.206,18.6511
-1.01773,0.981804,0.635902,3,7,0,2.77176,-530.827,-486.899,46.9768,38.6763,18.5063,-596.31,70.7349
2.14163,1,0.635902,2,3,0,1.5724,-527.722,-500.049,43.6282,40.926,19.6652,-591.015,50.0405
1.94293,0.891296,0.635902,3,7,0,0.687425,-523.329,-499.612,29.4811,37.5703,19.7722,-572.583,35.4
2.50407,0.961555,0.635902,2,7,0,-0.750917,-521.726,-495.852,43.293,35.2688,19.3487,-584.368,53.2468
0.89331,0.798679,0.635902,2,3,0,1.16488,-519.402,-502.797,45.0633,30.2685,20.5141,-584.979,51.9133
0.0135568,0.837826,0.635902,3,7,0,2.9691,-533.316,-499.703,34.6182,32.5428,23.234,-591.168,58.9223
-0.727765,0.825181,0.635902,2,3,0,3.25399,-528.961,-507.454,31.2683,30.7309,22.5344,-582.764,44.579
2.04422,1,0.635902,2,7,0,1.39093,-525.541,-493.269,36.9551,32.4603,19.4965,-581.992,56.2625
1.27329,0.788604,0.635902,2,3,0,3.24538,-519.991,-488.823,37.1439,42.2949,23.0836,-580.218,49.1006
0.500057,0.910252,0.635902,3,7,0,0.929626,-529.462,-498.552,38.2962,30.3056,16.1767,-583.935,55.0772
1.65482,1,0.635902,2,3,0,-0.0242834,-527.695,-498.498,36.8516,34.6442,16.1952,-580.741,47.5989
0.431322,0.937881,0.635902,2,7,0,0.633999,-528.049,-503.747,36.3324,37.0127,15.4539,-579.835,39.0758
2.9118,0.978235,0.635902,2,3,0,0.0783948,-522.882,-500.924,37.0642,39.3078,18.1079,-578.054,37.8231
1.26569,0.875724,0.635902,2,3,0,-0.751565,-521.314,-492.208,31.1532,32.3579,17.5388,-570.006,45.4402
1.77168,0.965859,0.635902,3,7,0,1.27605,-524.401,-503.247,41.5058,44.5561,21.9323,-587.839,40.0356
1.08535,0.77796,0.635902,3,7,0,2.92737,-520.786,-493.187,32.6113,32.8074,16.1822,-569.579,43.5851
-0.23092,0.901834,0.635902,2,3,0,1.85953,-517.571,-495.58,31.3898,43.7311,15.5227,-564.483,25.1718
1.4685,0.977021,0.635902,3,7,0,2.42995,-525.844,-501.388,37.6559,34.2348,25.1404,-588.641,53.0181
-0.297485,0.818945,0.635902,3,7,0,4.7178,-520.644,-483.292,41.2064,40.9373,17.3802,-579.231,55.0016
0.301337,0.995235,0.635902,3,7,0,2.29066,-530.959,-506.158,38.3658,33.9409,16.6797,-586.005,45.906
1.23141,0.996537,0.635902,3,7,0,0.668783,-533.374,-498.598,36.5721,37.83,17.8824,-587.829,51.4013
0.0469559,0.890255,0.635902,2,7,0,2.69917,-515.915,-493.882,27.2553,42.8618,19.3995,-562.57,25.8261
0.731847,0.792514,0.635902,3,7,0,3.51505,-530.766,-498.18,35.0548,47.9109,18.1684,-583.99,37.8992
0.243871,0.977468,0.635902,3,7,0,1.70096,-514.68,-495.62,36.186,27.2736,20.9536,-571.82,48.9267
2.84464,0.998084,0.635902,2,3,0,-0.00138949,-523.894,-496.611,37.9142,35.0467,20.1662,-581.974,50.3168
2.55789,0.892973,0.635902,3,7,0,0.268252,-518.463,-497.981,37.9225,43.508,18.9074,-575.293,33.8045
0.315469,0.872964,0.635902,2,7,0,0.893865,-534.63,-498.034,34.8461,43.2773,21.7029,-591.179,49.8679
1.1751,0.988855,0.635902,3,7,0,1.63062,-524.856,-491.547,42.653,32.7339,22.0816,-589.591,65.3103
1.27962,0.976606,0.635902,3,7,0,0.664358,-530.273,-498.326,34.0367,45.6475,18.3094,-582.619,38.646
1.09762,0.973025,0.635902,3,7,0,0.806478,-514.091,-497.213,42.6718,31.0082,19.1902,-575.953,47.7314
0.375253,0.932229,0.635902,3,7,0,1.4109,-529.721,-500.117,30.1427,46.1176,17.9322,-577.796,31.5607
