# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_siblings_model
# start_datetime = 2023-05-12 13:17:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_siblings_input.json
# random
#   seed = 390458552 (Default)
# output
#   file = model_siblings_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,birth_date_mother,age_m_a
# Adaptation terminated
# Step size = 0.635902
# Diagonal elements of inverse mass matrix:
# 31.846, 36.5465, 0.0227193, 0.0246548, 0.540728
-1.40167,0.831058,0.635902,3,7,0,4.70784,-516.515,-502.369,48.5031,26.3586,18.3521,-583.37,54.6433
-1.56847,0.900277,0.635902,3,7,0,5.52386,-523.752,-503.77,28.2148,48.3504,18.5287,-570.496,18.3754
1.48855,1,0.635902,2,3,0,2.16692,-528.464,-498.081,31.6492,44.1129,18.0824,-578.195,36.0015
1.15888,0.869543,0.635902,3,7,0,2.27141,-517.832,-493.594,42.2437,29.7187,18.7476,-578.823,55.5106
1.16682,0.963801,0.635902,3,7,0,0.98457,-524.9,-505.474,33.3388,31.5138,19.6626,-577.901,40.9136
0.722334,0.887046,0.635902,3,7,0,2.49068,-522.566,-485.557,40.5387,42.563,18.9349,-582.04,53.9198
1.96683,0.860511,0.635902,3,7,0,2.96673,-521.325,-503.348,45.1526,36.997,19.8988,-586.376,46.0313
1.67163,0.943783,0.635902,3,7,0,-0.277646,-517.475,-490.955,43.1497,39.439,21.0422,-581.667,51.2722
0.296225,0.754671,0.635902,3,7,0,2.2657,-523.049,-504.155,36.1872,38.1697,15.2247,-574.461,32.1359
1.11059,0.902685,0.635902,3,7,0,3.08784,-525.657,-495.24,41.4402,28.8333,18.1132,-585.211,61.1369
2.27269,0.963671,0.635902,2,7,0,0.937084,-524.961,-491.665,38.8942,35.407,19.4516,-583.307,56.2345
2.00182,0.956986,0.635902,3,7,0,-0.794844,-527.844,-497.495,32.279,36.1488,17.7127,-577.836,44.1922
2.46748,1,0.635902,3,7,0,-1.36868,-520.915,-493.991,36.4368,43.5608,18.0364,-575.388,37.8364
2.70601,0.968303,0.635902,3,7,0,-1.30269,-523.422,-501.033,38.3032,34.1961,19.411,-581.137,45.9076
1.16885,0.910928,0.635902,2,3,0,-0.553316,-520.537,-496.844,32.3859,47.7892,19.2785,-572.201,27.5683
1.07845,0.837293,0.635902,3,7,0,1.45347,-520.641,-502.168,44.186,29.841,17.86,-582.687,50.6782
2.91985,0.881386,0.635902,2,3,0,1.2292,-521.719,-497.195,38.2418,35.1433,20.2328,-580.194,47.8553
2.27433,0.936084,0.635902,3,7,0,-1.34433,-519.892,-497.766,36.5902,33.6063,16.8607,-573.343,41.9701
-1.30578,0.873321,0.635902,2,7,0,1.67293,-520.86,-489.216,30.0869,26.8816,16.7907,-567.738,51.6397
1.46505,0.995466,0.635902,3,7,0,1.97274,-518.962,-507.554,36.9656,37.2938,19.9399,-575.867,31.0199
0.814893,0.899762,0.635902,2,3,0,0.894359,-526.631,-507.919,34.1865,42.6675,19.4567,-580.274,29.6874
1.68126,0.93847,0.635902,2,7,0,2.19939,-524.581,-500.542,30.4919,39.1203,17.0247,-572.097,32.4348
1.06546,0.973427,0.635902,3,7,0,-0.583319,-522.75,-501.856,30.9826,43.5752,17.0133,-570.746,25.3143
1.26926,0.909506,0.635902,2,7,0,2.37471,-521.543,-506.835,34.7757,41.5315,22.0187,-578.337,29.9706
1.55475,0.977263,0.635902,2,7,0,-0.0310666,-526.719,-505.038,37.5346,32.68,20.4837,-584.737,47.0195
-1.60996,0.815549,0.635902,2,7,0,2.7302,-533.935,-507.086,46.9314,39.4213,22.8864,-603.753,57.2464
-0.702506,0.594815,0.635902,2,3,0,7.53397,-527.403,-499.935,38.4757,53.1734,22.7437,-588.623,35.5142
-1.46732,1,0.635902,3,7,0,2.6515,-516.255,-495.088,37.5435,24.4733,15.8891,-569.688,50.1269
-0.481678,0.965334,0.635902,3,7,0,4.08093,-533.445,-503.483,39.7484,43.1079,25.5184,-598.711,52.1207
-0.660648,1,0.635902,3,7,0,2.21462,-510.56,-493.856,35.749,34.5552,15.7029,-562.012,33.6009
0.738156,0.916194,0.635902,3,7,0,3.35079,-533.41,-500.698,41.171,42.3257,17.3393,-591.92,48.8961
1.17884,0.988521,0.635902,3,7,0,0.451866,-515.451,-494.722,34.4826,31.1128,21.5417,-571.475,45.6406
1.94865,0.834537,0.635902,3,7,0,3.5258,-521.93,-496.566,32.3757,37.1605,16.4184,-570.724,36.9976
1.67968,0.899762,0.635902,2,3,0,-0.0154057,-523.106,-501.597,32.5778,38.7717,16.3629,-572.047,31.6782
2.60341,0.91112,0.635902,3,7,0,2.50968,-521.281,-496.015,32.7611,39.1032,18.1671,-572.209,37.0909
2.35996,0.948331,0.635902,3,7,0,-1.06204,-525.669,-497.355,44.3416,39.9724,19.8519,-589.863,52.5347
0.907898,0.84792,0.635902,2,3,0,0.161771,-518.554,-503.15,45.1921,39.8414,25.0151,-588.761,45.7697
2.39479,0.93422,0.635902,2,3,0,0.0478599,-523.37,-492.428,36.7334,38.6461,17.081,-577.185,46.1107
1.98171,0.943727,0.635902,3,7,0,-0.428651,-517.338,-498.495,37.9202,32.0741,21.6064,-576.864,46.2949
0.741391,0.830964,0.635902,2,7,0,2.53017,-524.119,-506.635,34.6969,31.1308,22.114,-580.93,43.1637
2.32765,0.988617,0.635902,3,7,0,0.251408,-516.466,-495.433,40.998,35.3526,19.9333,-577.397,46.6116
1.40538,0.910156,0.635902,3,7,0,-0.151098,-528.125,-501.539,37.5608,32.6065,16.6311,-582.317,48.1712
0.913925,0.984806,0.635902,3,7,0,0.30167,-526.933,-506.376,35.1238,35.537,23.7858,-585.843,43.9295
2.60661,0.651554,0.635902,3,7,0,2.59462,-524.402,-497.066,34.359,39.9963,17.2998,-576.061,38.9982
1.89839,0.898349,0.635902,2,3,0,-1.06443,-524.512,-489.544,38.9562,36.111,18.3203,-581.789,56.1339
-0.877077,0.862645,0.635902,2,7,0,2.24006,-517.068,-494.518,42.5154,26.6592,15.8848,-575.468,54.2903
-0.55282,0.960907,0.635902,3,7,0,3.23402,-525.946,-502.057,33.245,50.6623,24.157,-583.348,30.6288
0.588105,0.968227,0.635902,3,7,0,3.19579,-517.407,-495.116,27.5246,35.3434,17.3108,-562.242,31.7833
1.77323,1,0.635902,3,7,0,-0.258354,-523.312,-498.146,29.3369,35.9004,21.1395,-573.789,39.7421
1.70273,0.911386,0.635902,3,7,0,-0.295784,-521.94,-496.664,32.6954,41.4483,24.879,-579.514,41.4016
0.458238,0.990739,0.635902,3,7,0,0.391038,-531.901,-498.418,30.4282,35.5607,16.8809,-579.21,45.2316
1.01295,0.992229,0.635902,3,7,0,1.04458,-515.062,-496.055,46.8436,36.8684,21.8022,-583.708,50.7847
-0.235715,0.865816,0.635902,3,7,0,1.46073,-528.631,-501.155,31.2072,33.8297,15.4723,-575.311,40.3258
2.32958,0.97218,0.635902,2,7,0,0.811831,-520.687,-503.757,36.453,37.9814,17.6229,-574.763,33.0243
1.27736,0.945919,0.635902,2,3,0,-0.645804,-522.835,-490.928,41.608,43.3211,23.9482,-588.392,54.1428
0.896484,0.993167,0.635902,3,7,0,0.0648496,-523.095,-489.563,38.6574,48.0176,20.7143,-582.467,44.8866
1.82154,0.998293,0.635902,3,7,0,0.0482087,-524.234,-492.332,43.6887,37.9663,17.0074,-584.93,54.6314
1.32179,0.951202,0.635902,3,7,0,0.329003,-519.244,-495.411,32.4041,30.3359,21.2525,-572.901,47.1542
1.39579,0.986982,0.635902,3,7,0,-0.419396,-525.233,-499.445,42.9804,46.4332,16.842,-585.056,39.1776
1.46077,0.918748,0.635902,3,7,0,1.81168,-519.338,-498.396,31.7336,32.2131,22.6331,-573.705,43.0961
-1.32586,0.932126,0.635902,2,3,0,2.12097,-527.734,-496.269,25.2213,48.1504,18.3968,-571.352,26.9325
0.758819,1,0.635902,2,3,0,1.92087,-528.553,-495.378,28.2122,41.6352,17.4408,-574.206,37.1925
-0.124973,0.849655,0.635902,3,7,0,3.13874,-529.515,-503.669,27.8938,34.8064,17.1328,-574.541,36.0658
0.320641,0.995274,0.635902,3,7,0,1.20211,-520.231,-491.511,49.2525,41.8665,21.7108,-591.195,57.8172
-0.609745,0.934848,0.635902,3,7,0,3.6563,-525.742,-504.016,25.2722,33.9413,17.5161,-568.53,30.5727
1.72292,0.998319,0.635902,3,7,0,1.3923,-526.368,-495.679,43.1201,36.0136,23.1672,-592.655,60.9627
-0.139649,0.966153,0.635902,3,7,0,0.731759,-512.95,-507.131,39.1127,37.4687,17.0062,-569.069,24.4692
0.528484,1,0.635902,3,7,0,1.16077,-531.808,-488.839,35.677,40.1576,19.4417,-586.927,57.9308
-0.533288,0.868801,0.635902,3,7,0,3.78912,-523.42,-501.052,27.6433,36.8872,28.3123,-579.375,41.436
0.226787,1,0.635902,3,7,0,1.37378,-525.126,-496.94,50.0337,37.1439,16.4189,-591.579,57.4948
2.35739,1,0.635902,3,7,0,0.0819906,-522.993,-494.154,31.9967,38.1323,18.0973,-573.087,40.8001
2.88848,0.963709,0.635902,3,7,0,-1.23947,-525.372,-499.351,39.7132,40.6142,19.9178,-585.003,45.038
2.33375,0.908775,0.635902,2,3,0,-1.5906,-527.335,-495.849,42.4025,38.0564,18.0193,-587.756,53.8509
1.91659,0.910676,0.635902,3,7,0,-0.379423,-516.119,-491.928,41.1162,41.6818,18.707,-575.942,42.3327
2.70951,0.998106,0.635902,3,7,0,-1.61678,-524.288,-502.843,38.8303,39.5436,19.993,-583.112,40.725
2.60061,0.967449,0.635902,3,7,0,-1.84736,-524.916,-493.094,37.429,37.7537,17.8369,-580.181,49.3334
2.62159,0.942232,0.635902,3,7,0,-0.864182,-521.184,-495.726,41.2283,36.0434,17.3851,-579.797,48.0274
0.0625264,0.838101,0.635902,2,3,0,0.401393,-514.237,-499.852,29.9843,30.0872,20.6318,-564.853,34.914
0.926888,0.985739,0.635902,3,7,0,1.63951,-526.68,-495.301,45.6791,36.1734,16.1332,-588.492,57.0176
1.46736,0.937994,0.635902,3,7,0,1.74056,-519.443,-498.964,29.366,34.3404,21.2732,-570.082,36.7776
-0.441585,0.907306,0.635902,2,7,0,1.45687,-519.384,-489.291,47.3198,32.3763,16.6131,-583.317,61.6499
-2.4248,0.962335,0.635902,3,7,0,4.69461,-529.881,-507.955,32.1865,43.0193,15.193,-577.261,26.2867
-0.35846,0.951119,0.635902,3,7,0,4.09269,-529.997,-504.657,36.4744,43.2893,15.4898,-581.961,34.014
-1.49938,0.757756,0.635902,3,7,0,4.32558,-522.173,-497.28,36.8287,23.2481,15.8603,-574.862,54.3342
-0.376627,0.968455,0.635902,3,7,0,3.58084,-521.885,-499.452,35.0639,51.6595,24.4657,-581.415,30.3029
2.67772,1,0.635902,2,3,0,0.539937,-520.539,-501.984,35.2758,37.4545,18.7874,-574.602,35.1636
2.28285,0.954324,0.635902,3,7,0,-1.50527,-519.563,-502.484,37.9347,33.2488,18.2655,-575.763,40.03
1.76496,0.816532,0.635902,3,7,0,3.77475,-523.759,-495.357,31.6309,31.8651,19.2746,-574.664,47.4424
-0.249489,0.892277,0.635902,3,7,0,3.08293,-523.732,-501.398,26.4391,40.3812,16.3459,-566.517,24.7378
-1.24089,0.889096,0.635902,3,7,0,3.69307,-510.226,-493.473,45.8266,33.1934,24.4701,-580.523,53.8564
-0.238463,1,0.635902,2,3,0,2.20653,-512.928,-491.19,40.6498,33.7943,25.5533,-579.131,54.1466
0.887531,0.925148,0.635902,3,7,0,1.82276,-527.651,-500.387,37.5839,37.5075,15.4059,-580.641,42.7462
1.69104,0.962871,0.635902,2,7,0,0.256883,-527.146,-497.145,34.3373,40.2802,16.1096,-577.593,40.1682
-2.45894,0.739478,0.635902,2,3,0,4.05633,-532.74,-501.034,49.2916,35.1815,15.3686,-597.4,61.1847
-0.61651,1,0.635902,3,7,0,3.54649,-511.496,-494.167,28.959,37.8268,17.0137,-557.469,25.4749
1.18237,1,0.635902,3,7,0,1.65148,-524.677,-499.095,33.8311,33.5726,25.8852,-584.394,51.7264
1.47591,0.990846,0.635902,3,7,0,0.150852,-523.248,-498.732,45.5693,33.6984,16.7581,-585.575,53.1447
0.90018,0.949769,0.635902,3,7,0,0.654881,-522.967,-491.957,28.9503,43.1271,22.0447,-573.961,38.8778
0.216082,0.871789,0.635902,3,7,0,2.42504,-533.472,-494.691,35.4668,40.2212,16.1043,-585.043,50.1308
2.66897,0.950776,0.635902,3,7,0,3.30381,-517.433,-496.867,35.2069,39.0753,19.5109,-572.151,36.2091
-0.226095,0.736227,0.635902,3,7,0,1.67192,-519.409,-506.817,38.08,41.7781,15.5622,-573.051,24.4557
0.142889,0.889987,0.635902,3,7,0,2.83444,-524.108,-491.861,50.2219,41.5304,17.5705,-591.9,58.5082
0.132808,0.939993,0.635902,3,7,0,2.48719,-522.61,-492.514,43.9579,50.9055,18.1434,-584.711,41.2924
-0.796247,0.997081,0.635902,3,7,0,1.58783,-522.588,-502.971,33.6286,27.7937,15.5043,-571.721,40.9557
-0.115803,0.932378,0.635902,3,7,0,3.7229,-535.306,-491.971,38.0601,38.8345,17.2234,-590.589,59.7838
0.5935,0.955244,0.635902,3,7,0,3.36505,-510.594,-502.628,38.1755,35.3442,18.8907,-567.661,29.6885
0.403451,0.694589,0.635902,2,7,0,7.8966,-518.827,-493.47,31.8754,40.2785,27.811,-578.514,44.7649
1.47579,0.786586,0.635902,3,7,0,2.31605,-528.098,-490.947,41.1526,43.5282,19.9259,-589.176,54.7011
-0.843015,0.726851,0.635902,3,7,0,3.28695,-533.29,-498.356,31.0467,28.726,18.1792,-582.516,55.4338
-1.66506,0.969933,0.635902,3,7,0,3.03491,-534.531,-498.27,30.7135,29.0184,22.7001,-587.944,60.6559
2.17641,1,0.635902,2,3,0,1.97885,-521.413,-502.088,38.7647,36.0546,16.4986,-576.676,38.5338
2.08595,0.9216,0.635902,3,7,0,0.566381,-515.727,-493.098,38.2945,35.1868,19.768,-573.789,45.5042
0.643829,0.843648,0.635902,3,7,0,2.15128,-531.041,-498.057,35.7685,32.3407,16.3223,-583.131,52.734
0.300871,0.964318,0.635902,3,7,0,1.32103,-511.474,-498.508,46.6758,40.4881,21.3972,-579.547,40.5512
0.412722,0.934465,0.635902,3,7,0,2.19973,-513.533,-502.456,34.6583,30.8802,17.3527,-565.544,32.2084
0.369743,0.989476,0.635902,3,7,0,0.732734,-531.685,-491.779,42.4748,44.9037,20.8383,-594.998,58.3156
2.67359,0.975841,0.635902,2,3,0,0.380571,-517.488,-499.934,40.4463,39.1348,18.6117,-576.546,37.4766
-0.0364552,0.697144,0.635902,2,3,0,2.37635,-516.368,-494.097,49.7384,45.2032,18.3348,-584.441,45.1412
0.471121,0.951868,0.635902,3,7,0,2.07687,-511.941,-495.436,44.615,44.0678,21.0844,-577.64,38.1363
-0.488493,0.886805,0.635902,3,7,0,3.04245,-534.846,-507.818,37.8699,40.0025,18.5735,-591.289,43.4691
1.47167,0.998125,0.635902,2,7,0,1.01976,-529.295,-504.086,40.4468,35.925,17.2781,-587.02,47.0085
2.31912,0.973649,0.635902,3,7,0,0.55288,-518.371,-495.945,32.2096,37.2503,20.141,-570.722,37.5257
1.63816,0.825792,0.635902,3,7,0,1.54394,-528.222,-492.609,32.5023,36.2845,20.432,-581.156,52.2627
1.30358,0.886918,0.635902,3,7,0,1.15551,-517.731,-506.391,39.3737,32.7816,19.709,-576.813,37.6403
1.51707,0.993107,0.635902,3,7,0,-0.092934,-529.456,-492.332,38.3852,42.5836,17.2492,-585.091,50.1747
1.26637,0.981244,0.635902,3,7,0,2.7858e-06,-520.088,-497.835,28.4275,38.5626,22.7508,-571.267,34.8693
1.94042,0.967831,0.635902,3,7,0,0.160383,-526.519,-498.84,36.6718,33.5831,16.6153,-579.806,47.3826
1.92319,0.910186,0.635902,3,7,0,1.38657,-517.886,-496.702,34.3109,42.852,17.1171,-569.314,29.7591
1.52816,0.946325,0.635902,3,7,0,0.903227,-521.089,-496.603,43.1423,33.7633,16.1299,-580.361,49.9949
2.61114,0.938906,0.635902,3,7,0,0.113696,-521.899,-499.125,41.7109,40.063,17.0712,-580.681,41.4934
2.3928,0.942856,0.635902,3,7,0,-1.48784,-520.111,-495.151,39.121,32.4119,19.1272,-578.359,50.796
0.311786,0.821064,0.635902,3,7,0,1.17431,-527.103,-494.65,29.7091,41.1902,26.1896,-583.002,47.1611
-0.338958,0.815132,0.635902,3,7,0,3.73936,-520.646,-487.85,49.0701,43.0695,19.6018,-589.317,58.3981
-0.47517,1,0.635902,3,7,0,1.35279,-524.34,-507.51,27.4904,34.3333,18.0279,-569.858,28.0151
2.04292,0.45207,0.635902,2,7,0,5.29815,-524.623,-495.083,37.6886,45.8925,17.4756,-579.787,38.8119
1.14039,0.874815,0.635902,2,3,0,1.89584,-518.002,-497.74,39.2127,48.4148,22.325,-579.54,33.3854
1.23001,0.941051,0.635902,3,7,0,1.09037,-525.221,-507.208,39.3765,40.8367,23.0696,-587.667,39.6229
2.49982,0.971152,0.635902,2,3,0,-0.255258,-524.747,-499.093,32.7467,36.5058,18.1531,-575.647,40.0488
2.50891,0.845628,0.635902,2,3,0,0.956077,-521.128,-493.581,40.5009,37.3635,17.2039,-578.833,47.889
2.15749,0.963729,0.635902,2,7,0,-1.24486,-524.845,-501.938,34.7887,35.9351,22.6668,-582.3,44.4273
-1.53154,0.818639,0.635902,3,7,0,2.58019,-520.275,-496.597,38.7067,22.8333,16.0878,-575.069,55.6387
-0.356838,0.971667,0.635902,3,7,0,3.54628,-518.753,-495.471,38.9075,53.2748,19.228,-576.889,28.143
-0.854549,1,0.635902,3,7,0,3.10899,-530.942,-504.903,31.8405,28.557,21.3768,-584.159,50.6989
0.43532,0.992791,0.635902,3,7,0,2.3718,-511.358,-498.934,40.1208,44.9968,18.2644,-569.743,25.813
1.75589,0.83068,0.635902,3,7,0,3.69237,-528.517,-499.035,34.85,32.0283,18.9715,-582.339,51.2752
1.55087,0.934535,0.635902,3,7,0,1.45833,-521.636,-493.415,30.4222,41.4019,22.5624,-574.621,39.804
2.09684,0.968586,0.635902,3,7,0,0.00808814,-523.76,-490.408,35.9735,41.1015,17.761,-577.495,45.9851
1.1872,0.900828,0.635902,3,7,0,0.842156,-520.266,-493.843,44.0156,31.5719,22.1891,-586.47,61.0558
-1.78723,0.686528,0.635902,3,7,0,3.83243,-522.655,-492.491,36.4677,30.5312,32.3208,-591.444,68.4217
-0.470292,0.992495,0.635902,3,7,0,2.88091,-521.708,-490.784,40.0786,33.5355,29.3198,-591.106,66.7862
-2.46342,0.973255,0.635902,3,7,0,3.80143,-518.358,-508.72,44.2076,48.3386,15.9018,-578.468,21.4095
0.600296,0.33683,0.635902,3,7,0,4.62759,-522.335,-495.758,47.4993,30.2127,18.4054,-588.24,62.2691
-3.19155,0.573346,0.635902,2,7,1,7.38834,-514.992,-501.666,55.5357,33.801,16.2637,-586.792,51.3244
2.29967,1,0.635902,2,7,0,3.19225,-520.173,-501.416,33.8633,39.5879,17.5433,-571.579,30.5751
2.33453,0.85023,0.635902,2,3,0,-0.0662824,-522.754,-493.458,34.2697,36.1231,17.2644,-574.288,44.7071
2.46872,0.990413,0.635902,3,7,0,-1.68007,-524.743,-497.477,39.1828,33.9787,21.5174,-585.443,53.9872
-0.718238,0.761521,0.635902,2,3,0,1.81162,-526.678,-489.072,43.8797,47.9514,16.1504,-586.708,49.6853
-1.33394,0.777528,0.635902,2,3,0,5.15587,-524.637,-501.125,49.1806,49.043,15.9594,-589.777,39.6094
-0.407585,1,0.635902,3,7,0,1.83488,-519.615,-494.381,27.5382,27.8089,19.6159,-566.769,44.5787
-3.23169,0.884717,0.635902,3,7,0,7.06328,-528.369,-499.748,23.186,25.2461,19.2347,-570.79,45.7953
1.28548,0.927966,0.635902,3,7,0,5.78631,-519.208,-493.21,36.4802,46.2674,16.6621,-572.35,32.8733
0.483851,0.889564,0.635902,3,7,0,2.74602,-518.115,-497.502,34.012,27.9439,23.1999,-575.327,49.8813
0.602233,0.866811,0.635902,3,7,0,3.19424,-519.914,-492.107,43.8531,44.2871,15.8421,-579.609,43.215
1.50834,0.851645,0.635902,3,7,0,2.10563,-523.339,-507.841,36.5771,37.1521,20.9641,-580.881,35.8876
0.032733,0.905655,0.635902,3,7,0,0.958511,-530.159,-491.002,39.3586,31.9188,16.32,-585.837,62.9164
2.07933,1,0.635902,3,7,0,0.718797,-525.344,-490.807,36.738,39.7924,21.3237,-583.406,52.8069
1.56472,0.949105,0.635902,3,7,0,-0.670507,-519.486,-489.551,36.1747,39.8153,16.7068,-572.368,43.0012
-1.18083,0.846183,0.635902,2,3,0,2.2878,-509.489,-491.384,31.4429,39.3286,24.4849,-565.417,34.7044
-0.389414,0.75644,0.635902,2,3,0,4.97959,-519.265,-490.395,28.1291,46.0517,22.569,-569.964,33.5169
0.508953,0.950515,0.635902,3,7,0,2.91742,-515.586,-501.606,49.3698,36.7145,18.8542,-583.81,45.4892
0.671182,1,0.635902,3,7,0,0.0242774,-528.82,-494.723,27.2204,39.9501,20.0086,-576.049,41.3765
1.6471,0.963091,0.635902,3,7,0,1.08957,-515.659,-499.936,45.7425,37.5062,18.5126,-579.914,42.4715
1.80196,0.994062,0.635902,3,7,0,-0.717992,-517.739,-499.383,41.1282,32.9993,16.7543,-575.622,43.24
0.558087,0.961163,0.635902,3,7,0,0.534958,-516.282,-493.559,36.0407,48.0345,23.1028,-575.425,33.8323
0.69403,0.826026,0.635902,3,7,0,3.02773,-532.771,-500.253,35.0666,33.7911,21.9011,-589.738,55.6936
2.02332,0.95962,0.635902,2,3,0,0.0336184,-528.404,-499.935,33.6355,34.7112,18.517,-580.556,45.9099
1.10733,0.760788,0.635902,3,7,0,2.95569,-523.824,-496.381,38.7886,38.5197,28.2657,-590.878,55.9772
0.991929,0.628796,0.635902,2,3,0,2.44741,-522.5,-502.748,49.3807,39.0307,19.8224,-591.703,49.9251
2.661,1,0.635902,2,3,0,-0.699189,-524.031,-500.007,33.4065,39.9768,19.93,-577.368,37.3844
1.1033,0.860774,0.635902,2,7,0,1.43903,-518.031,-497.725,28.5345,35.969,22.2909,-568.857,35.163
1.36915,0.906655,0.635902,2,3,0,1.06922,-516.48,-498.544,30.2309,34.0152,18.6669,-565.378,32.819
-5.17885,0.68346,0.635902,2,3,0,6.02075,-518.025,-488.511,49.5769,22.2793,16.2889,-583.891,73.1012
-3.17744,0.799553,0.635902,2,5,1,9.10972,-519.96,-483.972,33.1274,30.4861,15.1772,-568.264,53.8065
-3.9376,0.981314,0.635902,2,3,0,4.35236,-518.813,-482.598,32.8246,31.7653,15.0401,-566.678,52.3144
-0.590405,1,0.635902,3,7,0,5.35695,-519.203,-496.73,40.2151,44.3783,14.9173,-574.336,33.2277
-1.53026,0.920709,0.635902,3,7,0,2.61,-521.19,-496.351,37.5696,33.0587,14.6835,-573.443,44.0332
1.74973,0.97976,0.635902,3,7,0,2.82591,-522.713,-502.523,44.3926,32.8671,19.8492,-586.955,51.5648
-0.564584,0.901356,0.635902,2,7,0,1.93548,-523.126,-506.199,44.2298,27.0327,21.3006,-588.656,55.4242
2.58105,0.993186,0.635902,2,3,0,1.13147,-525.203,-501.83,35.6249,38.086,17.7822,-578.611,38.6949
2.11084,0.957256,0.635902,2,3,0,-1.43668,-521.718,-495.042,36.678,34.1063,23.39,-581.786,52.6375
1.13121,0.754794,0.635902,3,7,0,2.21169,-523.188,-501.449,37.475,37.6844,15.3888,-576.052,36.919
-0.844367,0.868065,0.635902,3,7,0,2.8209,-526.867,-499.421,44.4389,25.4609,16.9585,-588.265,63.3834
-0.337961,0.995139,0.635902,3,7,0,3.25346,-521.369,-497.041,31.2957,50.4053,17.4889,-570.153,22.7075
-1.09406,0.586809,0.635902,2,3,0,4.17996,-535.003,-488.882,42.4621,37.9866,21.5572,-599.022,72.1537
1.70707,0.544658,0.635902,2,7,0,3.51233,-518.309,-501.343,44.2516,37.5581,23.2157,-585.776,46.8747
1.07882,0.821687,0.635902,3,7,0,2.6342,-526.6,-496.149,30.2985,40.2105,16.1701,-573.068,36.709
2.38508,0.944563,0.635902,3,7,0,1.17282,-522.108,-496.698,35.3511,34.4023,22.4797,-579.939,48.8383
1.75135,0.808617,0.635902,3,7,0,1.08117,-522.654,-500.011,39.3151,38.5716,15.6987,-577.668,39.0849
0.840745,0.964479,0.635902,2,7,0,-0.497505,-526.174,-495.208,38.3768,34.2258,15.4408,-579.991,50.5577
-1.21026,0.926439,0.635902,2,7,0,1.82896,-518.502,-500.262,38.8519,29.8991,31.1896,-588.544,58.3824
1.63074,1,0.635902,2,7,0,1.92947,-529.119,-496.708,38.7157,33.5439,16.9093,-584.744,54.4921
0.530988,0.953549,0.635902,3,7,0,0.518987,-510.861,-501.459,38.9059,38.8547,23.3264,-573.093,32.7797
0.593137,0.980589,0.635902,3,7,0,1.49106,-532.432,-495.604,36.6726,34.0422,16.4818,-585.586,55.9404
-1.57522,0.931947,0.635902,3,7,0,4.15273,-517.389,-504.222,47.5615,28.3005,15.9622,-580.913,48.3909
2.36592,0.941642,0.635902,2,7,0,5.07679,-521.16,-501.46,42.5447,37.9878,17.0911,-580.796,41.3484
2.65683,0.975071,0.635902,2,7,0,-1.6091,-517.874,-499.241,37.5581,36.3382,17.8506,-573.283,37.704
1.36559,0.744669,0.635902,2,3,0,2.4664,-523.631,-496.984,31.9821,42.4979,16.0995,-571.713,32.2309
-0.726871,0.871878,0.635902,3,7,0,3.58637,-516.277,-496.573,26.8229,37.8918,15.9539,-559.054,24.589
0.670685,1,0.635902,3,7,0,1.17736,-526.46,-497.543,49.6323,35.8268,20.2204,-596.312,62.9427
0.701314,1,0.635902,3,7,0,0.976465,-518.185,-494.28,27.8782,42.7067,18.4992,-564.563,27.5758
0.651292,0.98998,0.635902,3,7,0,1.10903,-522.689,-492.786,49.991,39.8866,19.5625,-592.242,59.5699
0.319848,0.955975,0.635902,3,7,0,2.09017,-520.723,-485.411,33.0527,42.1697,21.0941,-574.87,47.2894
0.635301,0.961423,0.635902,3,7,0,1.50496,-523.797,-509.197,42.6019,33.976,17.9823,-584.381,41.2083
1.84558,0.990773,0.635902,2,7,0,0.267167,-519.593,-502.823,34.6024,36.199,16.7374,-570.933,31.9112
1.04892,0.975607,0.635902,3,7,0,-0.190224,-516.348,-495.754,38.9036,33.8354,25.902,-581.154,51.5643
1.53018,0.998777,0.635902,3,7,0,0.702845,-528.291,-503.892,39.5054,35.7355,16.773,-584.569,44.9414
1.43163,0.976305,0.635902,3,7,0,-0.00248784,-522.641,-490.715,39.0499,35.2377,16.2089,-577.9,51.9479
1.78328,0.960507,0.635902,3,7,0,0.887234,-520.867,-504.484,36.9757,41.5499,23.3325,-581.175,35.1408
