# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_cousins_model
# start_datetime = 2023-05-12 13:28:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_cousins_input.json
# random
#   seed = 391094460 (Default)
# output
#   file = model_cousins_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,age_m_a,age_m2_h,birth_date_grandmother,age_m2_a
# Adaptation terminated
# Step size = 0.358958
# Diagonal elements of inverse mass matrix:
# 36.5644, 35.1106, 0.0229314, 0.0255476, 0.481555, 0.359001, 0.48312
7.69754,0.999427,0.358958,3,7,0,-4.25177,-528.374,-506.491,39.3459,33.2847,24.3079,34.9062,20.1182,-612.146,37.4644
9.30666,0.995073,0.358958,3,7,0,-6.39049,-525.291,-491.248,36.1266,40.8142,18.816,46.2961,22.4297,-602.663,24.3041
9.99142,0.982558,0.358958,3,7,0,-7.94704,-525.206,-498.604,37.2677,37.95,18.1735,33.1939,18.7283,-599.376,29.6284
7.14819,0.913749,0.358958,3,7,0,-4.50527,-531.093,-506.47,37.6986,33.9794,17.9711,34.5977,24.3469,-611.11,36.0624
8.98662,1,0.358958,4,15,0,-5.94711,-519.853,-496.503,41.2356,36.9376,16.1512,31.7038,20.557,-597.797,32.6523
8.95289,0.978147,0.358958,4,15,0,-6.91239,-528.716,-493.899,36.4154,37.0171,23.5321,43.2592,16.9236,-605.587,31.4121
8.11211,0.972017,0.358958,3,15,0,-7.36399,-524.174,-494.4,36.0313,37.4565,28.2206,49.57,17.1602,-605.586,24.1597
5.37057,0.101348,0.358958,4,15,0,-3.27826,-522.953,-486.073,33.8046,34.8998,32.1664,45.0985,18.1107,-607.035,40.9634
7.25398,0.403998,0.358958,3,7,0,-2.64394,-523.745,-486.152,34.1703,35.719,26.5065,54.1887,20.5563,-604.978,28.9183
8.16886,0.369423,0.358958,3,7,0,-3.8078,-521.158,-484.483,36.1592,36.2281,19.7215,40.7372,19.5797,-596.618,35.17
8.16886,0,0.358958,0,1,1,3.97189,-521.158,-484.483,36.1592,36.2281,19.7215,40.7372,19.5797,-596.618,35.17
9.13203,1,0.358958,4,15,0,-6.88847,-526.558,-489.769,43.3336,34.1729,20.154,55.6872,20.2017,-610.247,30.6181
9.36735,0.99903,0.358958,3,15,0,-8.61298,-519.484,-501.977,37.6353,36.3221,18.7468,30.0404,20.1064,-595.972,27.6329
5.27648,0.922582,0.358958,3,7,0,-3.09367,-524.576,-484.811,36.0062,44.6905,20.0452,20.3221,18.4123,-599.04,49.2155
5.15287,0.994813,0.358958,3,7,0,-2.65539,-528.618,-488.262,45.4994,39.4294,22.1569,20.4743,19.9193,-616.194,68.0282
8.01482,0.992181,0.358958,3,7,0,-2.93679,-523.033,-503.101,39.4247,42.6302,23.2568,23.7178,19.7718,-605.486,36.0369
9.57847,0.970381,0.358958,2,7,0,-6.01995,-520.384,-495.53,36.0561,35.9099,17.1358,34.2562,20.4602,-594.036,28.3399
9.43417,0.918309,0.358958,3,7,0,-7.49225,-523.825,-497.539,40.2261,33.1023,22.3578,32.4915,18.2924,-604.701,41.5676
6.44969,0.773585,0.358958,2,5,1,-4.82654,-532.873,-504.015,41.3452,39.0908,19.365,22.1653,17.5541,-611.137,45.8665
7.8788,0.7993,0.358958,3,15,0,-4.76024,-528.214,-503.625,33.0092,36.4959,20.8711,30.7335,16.6542,-598.748,27.8943
7.8788,0,0.358958,0,1,1,-3.1755,-528.214,-503.625,33.0092,36.4959,20.8711,30.7335,16.6542,-598.748,27.8943
8.01777,0.708953,0.358958,3,11,0,-4.77146,-528.394,-489.709,38.7259,44.2242,18.0452,33.8238,23.1442,-608.309,40.5517
6.54447,0.703379,0.358958,3,10,1,-1.92979,-533.981,-492.118,42.2579,45.096,18.3248,31.1701,22.9375,-617.501,49.1175
7.89377,0.857143,0.358958,2,7,1,-5.03217,-533.19,-499.572,41.0379,43.0433,18.3379,29.3473,20.1343,-612.7,40.7374
3.91265,0.926345,0.358958,3,7,0,-2.24151,-538.138,-502.759,42.8987,35.7737,22.6892,25.8903,16.091,-619.817,55.3933
6.70508,0.990687,0.358958,3,15,0,-0.141304,-519.241,-491.162,36.1594,43.7322,16.5558,37.5268,28.6514,-600.608,28.1873
6.70508,0,0.358958,0,1,1,0.311573,-519.241,-491.162,36.1594,43.7322,16.5558,37.5268,28.6514,-600.608,28.1873
7.39348,0.945161,0.358958,4,15,0,-2.23938,-522.916,-493.734,41.5727,30.3213,25.3519,35.894,16.2578,-606.098,46.1496
7.60004,1,0.358958,4,15,0,-5.85595,-522.475,-495.011,43.3741,25.8588,20.2198,47.572,16.6802,-602.749,34.3068
7.03429,0.979356,0.358958,3,15,0,-4.98895,-515.756,-493.898,44.8385,28.6734,16.1947,46.8423,19.5396,-596.329,26.9147
7.43262,0.993173,0.358958,4,15,0,-3.86197,-532.265,-497.413,33.8724,44.8103,16.8432,31.8523,19.4084,-602.389,28.3135
6.40006,0.989514,0.358958,4,15,0,-3.83006,-524.977,-500.393,45.9961,28.7317,15.3572,50.5664,20.5949,-606.925,27.2342
7.83188,0.932376,0.358958,3,7,0,-3.31452,-520.281,-503.903,39.1544,27.5516,19.3782,32.9376,21.2245,-600.038,35.6451
7.99772,0.990306,0.358958,3,7,0,-6.66736,-520.112,-503.472,36.048,31.3645,19.4029,30.0107,24.1703,-599.733,34.8855
6.47872,0.981514,0.358958,4,15,0,-4.55269,-530.527,-490.124,27.577,39.7029,16.7633,37.4779,18.89,-593.757,26.4516
5.90362,0.988663,0.358958,3,7,0,-3.0404,-523.811,-502.047,54.7532,38.2762,17.3002,36.7136,22.2327,-618.097,41.0602
5.59808,0.5,0.358958,1,2,1,0.728498,-526.796,-499.587,54.634,41.2309,16.2901,52.1011,21.2331,-618.953,26.0339
6.58686,0.470556,0.358958,1,2,1,-4.43556,-525.639,-499.204,52.8612,40.4721,16.3183,41.3198,21.6761,-616.495,35.4992
6.69422,0.960234,0.358958,4,15,0,-2.28343,-520.651,-492.993,26.3528,31.5709,22.7582,35.0499,17.9914,-587.753,28.1394
4.43743,0.953655,0.358958,3,7,0,-0.583674,-531.784,-496.775,23.579,40.3061,18.8479,34.5474,26.968,-601.179,29.551
-0.224128,0.962854,0.358958,3,7,0,2.38553,-524.727,-497.315,61.5021,26.2799,17.1428,66.376,16.0346,-619.406,29.435
8.3739,0.664309,0.358958,3,7,0,1.62961,-519.456,-495.416,42.7852,33.7787,19.5023,38.9574,15.6769,-597.42,29.2686
7.88186,0.860599,0.358958,4,15,0,-4.7243,-521.821,-493.45,34.2482,27.0994,20.5112,46.5931,23.5312,-600.112,32.9687
7.28749,0.973797,0.358958,4,15,0,-4.5034,-528.742,-494.03,48.7415,35.048,22.5923,62.5402,16.6074,-616.683,25.0655
5.01907,0.912521,0.358958,4,15,0,-2.51582,-524.435,-501.432,47.4676,28.1938,21.5516,21.4928,17.2401,-610.694,59.5755
3.62539,0.984973,0.358958,3,7,0,-2.97516,-522.671,-505.223,48.1903,29.4563,21.0433,56.4605,15.4545,-607.359,16.2195
6.53085,0.285811,0.358958,3,7,0,0.83952,-522.082,-508.681,43.616,29.7495,18.4111,28.7227,17.6601,-601.769,34.6155
7.93907,0.566712,0.358958,2,7,0,0.23418,-522.621,-499.941,35.6731,38.5485,19.5063,21.7109,16.5071,-594.308,34.1073
7.19633,0.847752,0.358958,2,7,1,-4.93886,-521.49,-501.779,34.8571,41.601,20.1095,20.047,17.0614,-593.518,30.0904
7.64972,0.988691,0.358958,3,15,0,-6.0601,-524.63,-493.896,46.0805,30.508,17.7843,62.8198,17.9423,-606.437,19.2128
5.86843,0.191815,0.358958,4,15,0,-0.168103,-522.104,-493.722,51.1316,31.3283,16.441,65.4686,19.6094,-609.286,18.7665
6.53686,0.935564,0.358958,4,15,0,-3.36336,-527.047,-490.574,29.7056,43.2867,16.2629,29.5399,17.8275,-590.843,27.4432
7.99622,0.98814,0.358958,3,7,0,-4.74061,-525.825,-498.86,30.4436,39.4229,17.0582,30.5183,17.9322,-591.259,22.4576
4.59064,0.901405,0.358958,3,15,0,0.0776948,-534.664,-507.604,44.9927,26.3145,18.3882,46.7302,18.4642,-616.509,35.8596
6.98951,0.413476,0.358958,4,15,0,-0.653263,-515.367,-495.503,36.7305,28.3704,24.8286,34.4779,22.3591,-599.285,40.9344
8.20551,0.5,0.358958,1,2,1,-3.39179,-515.597,-493.867,36.9304,32.1745,23.4043,43.442,23.3026,-599.234,29.7505
8.03683,0.959129,0.358958,4,15,0,-5.60213,-532.968,-497.845,39.9344,37.2022,16.6154,41.4803,16.8242,-606.342,29.8137
8.69346,0.992642,0.358958,4,15,0,-5.38726,-517.525,-492.659,35.1439,31.6455,18.6714,31.7015,20.0404,-591.38,35.3745
2.7143,0.91278,0.358958,3,7,0,-1.35799,-520.296,-485.69,43.5263,51.6123,18.3018,22.141,15.7414,-597.866,38.423
8.26469,0.706721,0.358958,3,7,0,-0.944036,-517.114,-487.77,38.2741,41.856,18.4755,38.9125,18.5528,-592.416,23.878
8.24457,0.962116,0.358958,3,7,0,-5.79212,-528.532,-487.423,44.9456,37.2424,18.626,46.7435,20.4878,-612.592,41.1825
7.89937,0.833268,0.358958,3,10,1,-4.05573,-530.844,-491.014,34.7505,35.9994,16.5684,51.3059,18.5225,-600.686,22.3664
8.22626,0.404381,0.358958,3,7,0,-5.30705,-528.99,-490.438,37.193,36.2526,15.9932,41.6262,18.1609,-600.337,32.0207
5.45195,0.403234,0.358958,1,2,1,1.27936,-531.166,-486.5,33.2755,35.7899,15.6793,30.0106,19.0456,-599.166,46.8657
8.68851,1,0.358958,4,15,0,-4.47615,-517.257,-492.643,42.0405,34.4183,23.7865,35.0803,20.1766,-603.261,41.1198
7.71956,0.653465,0.358958,1,3,1,-3.28302,-517.497,-491.367,39.8738,29.6798,22.1994,30.2097,19.9474,-599.518,48.2618
8.50886,0.855048,0.358958,2,7,1,-5.19945,-519.461,-499.005,38.7199,32.2091,21.0541,25.4467,17.5624,-596.797,40.1362
9.13519,0.713367,0.358958,2,7,0,-7.44384,-519.77,-497.59,39.7252,32.5691,20.8287,28.0525,18.5145,-598.838,40.6269
9.03322,0.832162,0.358958,2,7,0,-6.0141,-519.951,-494.565,36.3413,38.1887,17.5376,27.5016,22.2705,-596.101,35.8451
9.17651,0.343582,0.358958,3,7,0,-2.84633,-522.078,-494.592,37.321,29.9382,20.1355,45.4105,17.3929,-596.928,26.9866
6.18035,0.921798,0.358958,3,7,0,-4.54138,-517.343,-484.041,41.8144,39.3991,26.4488,43.2182,21.9975,-607.604,40.9455
6.11004,0.996746,0.358958,4,15,0,-4.40995,-529.987,-507.844,37.4921,34.1426,15.8238,29.2974,18.2066,-601.51,30.226
5.24837,0.651207,0.358958,1,3,1,-1.0522,-527.998,-509.576,39.2255,32.2601,16.1932,23.4635,18.0662,-601.483,36.1832
4.01225,0.966728,0.358958,4,15,0,0.0960387,-520.216,-484.966,37.9444,40.5338,20.4184,29.2568,14.7842,-593.363,38.6056
1.40079,0.830463,0.358958,3,7,0,3.45598,-534.851,-499.637,45.2313,28.8161,16.5877,61.3655,36.9577,-633.628,43.8095
4.79132,0.666667,0.358958,1,3,1,0.573367,-531.708,-499.052,43.4282,26.9552,16.9698,53.1752,29.7982,-621.905,42.7226
4.92442,0.717381,0.358958,3,7,0,2.21354,-524.581,-507.395,39.7732,41.3178,25.3428,21.2119,15.8583,-605.555,35.6301
4.11049,0.958504,0.358958,3,7,0,0.100531,-533.495,-509.446,33.7271,37.2795,21.1751,32.9943,15.4714,-603.869,24.1485
3.68574,0.740717,0.358958,3,15,0,-1.55854,-532.85,-508.878,34.5615,41.5391,20.7644,32.5626,15.2677,-603.444,20.4639
6.67684,1,0.358958,3,7,0,0.425221,-530.317,-495.642,45.7126,47.9271,18.1286,28.0137,17.5279,-611.686,40.1029
4.8716,0.846238,0.358958,4,15,0,-2.0227,-526.633,-489.996,40.732,38.3765,30.4804,23.9813,16.8961,-614.741,62.3872
6.07226,0.998581,0.358958,4,15,0,-1.84613,-523.196,-481.413,43.3493,34.0282,21.9344,48.2629,17.0755,-605.555,41.8515
3.8036,0.991192,0.358958,4,15,0,-0.740199,-520.406,-512.545,42.9436,27.7777,18.4557,30.5444,16.0727,-597.878,27.0112
5.9366,0.900546,0.358958,4,15,0,-1.3597,-527.089,-482.653,35.2408,44.2246,18.2284,48.8353,17.1788,-597.737,22.0236
5.9366,0.324272,0.358958,1,2,1,-1.43622,-527.089,-482.653,35.2408,44.2246,18.2284,48.8353,17.1788,-597.737,22.0236
5.92301,0.855634,0.358958,4,15,0,-1.81074,-520.487,-503.728,47.2183,32.1235,24.2279,33.1253,26.6483,-618.582,49.605
8.26747,0.952109,0.358958,3,7,0,-3.32805,-523.006,-500.603,38.2466,34.5263,28.4779,41.6066,21.7552,-611.486,34.75
5.84133,0.983219,0.358958,3,7,0,-3.90808,-521.201,-511.338,39.9807,33.721,17.7231,24.4392,17.8566,-596.762,27.2635
7.56312,0.996981,0.358958,3,7,0,-4.04566,-527.29,-499.901,46.6108,34.2272,22.7751,27.3952,18.1492,-614.825,53.3022
7.65608,0.797565,0.358958,2,5,1,-5.91735,-524.561,-499.918,48.6463,33.5226,22.4608,30.4169,18.2723,-613.941,50.0835
6.88193,0.786046,0.358958,2,5,1,-6.14749,-526.236,-499.96,48.7995,33.2781,22.594,26.5931,19.8049,-617.435,57.6032
6.52584,0.777844,0.358958,3,15,0,-4.51388,-517.565,-499.594,36.0657,43.0949,16.2607,21.2315,17.9136,-587.805,23.8843
8.20002,0.98893,0.358958,3,7,0,-4.89017,-530.269,-492.547,38.4752,36.0521,22.0708,28.9956,17.8202,-608.635,51.0408
8.50219,0.960779,0.358958,3,7,0,-5.18491,-515.902,-493.228,40.3375,36.2375,16.9998,28.1718,20.1561,-593.396,35.7582
9.36324,0.991138,0.358958,3,15,0,-7.18019,-519.93,-493.828,39.3308,40.385,17.3638,33.7792,17.6681,-594.293,26.3013
8.67761,0.973613,0.358958,3,7,0,-7.44731,-519.3,-498.79,42.5382,45.3898,19.4486,28.7316,19.6997,-600.986,28.0746
9.01844,0.865744,0.358958,4,15,0,-5.44872,-526.434,-494.442,35.2086,29.5334,19.8509,41.0204,20.566,-602.059,37.0634
0.961505,0.808794,0.358958,3,7,0,0.268128,-539.641,-500.091,35.6022,22.6435,20.1567,56.6077,15.2869,-610.687,31.3448
5.99911,0.975832,0.358958,3,7,0,2.43841,-521.858,-490.335,38.7053,28.1885,15.3281,40.4975,16.6794,-592.571,33.5492
4.64133,0.924518,0.358958,3,15,1,-1.0937,-523.824,-504.328,53.1298,42.7777,15.9763,35.6586,16.5803,-609.51,26.7454
4.64133,0,0.358958,0,1,1,2.93235,-523.824,-504.328,53.1298,42.7777,15.9763,35.6586,16.5803,-609.51,26.7454
7.84848,1,0.358958,3,7,0,-3.13736,-530.743,-498.766,41.1453,37.4249,17.0927,29.6644,16.2702,-605.251,39.3958
6.88187,0.993258,0.358958,3,15,0,-4.34624,-528.38,-489.024,37.7327,45.342,26.7753,34.7474,19.435,-612.323,43.2099
6.61263,0.711705,0.358958,2,7,0,-3.87112,-532.457,-492.195,34.258,44.9437,19.9071,27.4598,16.6037,-603.226,38.6278
6.44605,0.961249,0.358958,3,7,0,-2.03703,-530.264,-486.395,43.7266,45.9455,17.1802,39.8897,21.5451,-612.716,40.4859
7.17272,0.999887,0.358958,3,7,0,-4.08667,-529.273,-489.64,46.5348,46.6846,18.1257,42.4771,21.084,-615.018,36.2157
8.56964,1,0.358958,3,7,0,-5.66157,-521.903,-493.348,34.1454,32.6586,24.3766,52.2409,21.5011,-601.926,23.6784
8.56964,0.344366,0.358958,1,2,1,0.624786,-521.903,-493.348,34.1454,32.6586,24.3766,52.2409,21.5011,-601.926,23.6784
7.55307,0.967126,0.358958,3,7,0,-4.86182,-524.704,-492.571,46.1945,44.057,16.9563,41.0996,16.2319,-604.087,26.3596
7.0393,0.388926,0.358958,1,2,1,-2.81155,-528.173,-490.261,47.526,39.9831,17.8523,35.1208,16.1324,-609.683,44.3182
6.60987,0.644582,0.358958,3,15,0,-3.27999,-526.413,-490.872,50.9086,36.6081,19.382,35.0321,16.45,-613.154,50.6419
7.83458,0.741367,0.358958,2,4,1,-4.8214,-525.847,-489.42,46.6283,36.4422,19.2172,41.5759,16.2008,-607.893,40.4545
7.9052,0.916284,0.358958,3,15,0,-3.66719,-525.569,-497.302,40.0142,31.8342,17.2347,34.2586,15.6431,-598.462,35.0672
5.83666,0.927016,0.358958,3,15,0,-5.43781,-523.483,-492.852,38.935,44.6728,25.3286,29.9739,29.7539,-617.501,50.0018
10.0136,0.991717,0.358958,3,7,0,-5.6996,-524.202,-496.981,37.8202,35.432,19.8856,45.5932,18.3655,-600.273,22.2665
9.69509,0.274753,0.358958,2,3,0,-5.24905,-524.024,-496.876,33.749,35.1694,19.6641,33.2869,18.3633,-595.8,30.4682
7.90236,0.609935,0.358958,3,11,1,-4.55659,-524.571,-500.517,30.978,37.314,18.2375,34.3393,17.2075,-590.994,18.8234
8.37581,0.251483,0.358958,3,7,0,-5.51284,-524.498,-498.376,29.9144,34.4428,18.72,29.1953,17.8003,-590.933,28.9187
7.65475,0.333668,0.358958,2,3,0,-6.20385,-523.737,-498.669,28.1762,33.9262,18.954,35.7576,17.7765,-588.643,20.2901
7.59015,0.123641,0.358958,3,7,0,-3.97999,-524.186,-497.703,27.3347,34.1026,17.9861,28.3403,19.4359,-588.943,28.7977
7.99422,0.98836,0.358958,4,15,0,-5.64031,-523.694,-495.457,48.5434,46.0815,21.2515,39.4174,21.2319,-614.721,33.765
8.11088,0.433001,0.358958,4,15,0,-3.72813,-524.85,-494.704,44.862,42.6116,24.8153,41.0516,24.335,-618.863,40.4954
6.60272,0.732932,0.358958,4,15,0,-4.22555,-514.84,-491.879,35.664,29.0493,17.8456,24.414,19.3127,-587.663,42.3204
7.9895,0.877604,0.358958,3,9,0,-3.57921,-525.119,-496.819,44.8737,39.4333,16.4322,27.5094,16.8169,-603.242,39.48
7.61282,0.663314,0.358958,1,3,1,-3.81143,-526.96,-495.801,42.8016,38.895,16.7402,22.4484,17.4791,-603.981,46.8365
7.74184,0.830245,0.358958,2,6,1,-2.92617,-520.338,-499.381,46.4058,40.5358,21.1145,26.9644,16.2489,-604.107,37.2267
4.46549,0.961353,0.358958,3,7,0,-3.09563,-527.572,-496.19,37.4647,37.759,16.3359,19.2836,15.1352,-596.508,43.2749
1.05891,0.857937,0.358958,3,10,1,0.616331,-532.175,-494.86,49.9,31.7463,18.2229,18.7025,15.2471,-615.545,70.2366
4.5139,0.996112,0.358958,3,7,0,0.430596,-519.598,-505.845,29.3248,36.8475,17.3008,21.5192,16.7723,-582.996,18.784
5.83027,0.908696,0.358958,3,12,1,-2.62549,-521.281,-491.479,36.1063,33.9906,18.402,17.3179,18.8522,-594.642,51.854
6.29155,0.855857,0.358958,2,7,1,-3.7727,-520.074,-491.721,37.1552,34.9295,19.4831,17.9818,17.5054,-594.217,49.5852
6.10846,0.954394,0.358958,3,7,0,-1.1469,-520.117,-493.108,36.6139,36.7135,19.163,17.065,20.5701,-596.464,49.5776
6.92428,0.854462,0.358958,2,7,1,-4.75464,-523.805,-493.81,38.9783,41.2893,17.9639,18.1399,18.646,-599.393,46.1536
7.5978,0.995195,0.358958,3,7,0,-6.03951,-521.367,-497.063,40.3792,40.1208,18.7447,19.4121,17.1818,-597.672,41.0767
6.86368,0.825425,0.358958,2,7,1,-4.87655,-520.725,-493.148,46.0403,32.5213,16.7407,23.9014,17.7218,-601.228,51.6578
6.99397,0.83231,0.358958,2,6,1,-5.58047,-522.004,-490.814,45.7455,32.9363,16.6651,26.1253,17.7364,-602.151,52.2749
5.38315,0.972915,0.358958,3,7,0,-3.14796,-521.15,-499.308,33.7835,43.7742,25.485,33.9848,15.2948,-595.713,18.6458
7.29349,0.570235,0.358958,3,7,0,-2.4834,-521.667,-490.201,43.2988,31.0081,15.9336,34.3511,21.074,-601.974,46.4132
7.84496,1,0.358958,3,7,0,-6.87495,-520.654,-490.879,41.8353,30.6748,16.2412,34.8644,20.8918,-599.623,43.2045
3.28904,0.964254,0.358958,3,7,0,-1.99758,-526.259,-512.755,36.6132,39.5804,24.4263,18.6666,17.7999,-605.098,34.0966
7.95374,0.99093,0.358958,3,7,0,-1.57694,-518.599,-492.083,36.9402,36.6433,17.7131,23.235,17.099,-590.351,38.3896
8.4806,0.342495,0.358958,4,15,0,-6.32551,-528.096,-491.062,36.1681,40.5938,18.1199,41.7998,16.368,-598.752,25.2968
8.72611,0.988608,0.358958,4,15,0,-6.96145,-519.416,-495.104,44.1518,35.9088,25.018,48.102,17.343,-605.929,26.814
8.72611,0,0.358958,0,1,1,-6.07867,-519.416,-495.104,44.1518,35.9088,25.018,48.102,17.343,-605.929,26.814
6.92507,0.910349,0.358958,2,3,0,-6.03915,-516.614,-492.677,48.0401,33.4121,26.0094,55.0976,17.6723,-608.336,27.1494
8.19402,0.671826,0.358958,2,4,1,-3.88939,-516.253,-492.778,40.7132,36.0989,25.8254,33.2132,20.0763,-602.868,40.7779
8.16297,0.798344,0.358958,2,5,1,-4.01566,-520.798,-498.632,44.678,35.8638,20.1338,23.2735,21.3127,-606.922,49.1528
5.50602,0.968073,0.358958,3,7,0,-2.48515,-526.488,-504.404,32.4694,38.3245,28.928,40.2753,27.9905,-615.876,32.8727
5.50602,0,0.358958,0,1,1,1.28353,-526.488,-504.404,32.4694,38.3245,28.928,40.2753,27.9905,-615.876,32.8727
6.55397,0.461279,0.358958,3,15,0,-0.832237,-528.703,-493.924,53.8732,40.2182,18.348,42.114,18.9541,-619.878,43.622
6.93676,0.989918,0.358958,4,15,0,-3.02897,-523.702,-487.487,36.4442,34.1264,15.3497,38.95,20.7154,-596.211,35.6473
7.68732,0.923892,0.358958,3,7,0,-1.40404,-526.65,-485.797,40.9665,41.4267,16.8269,50.8166,18.2889,-602.732,24.6918
9.07238,0.942175,0.358958,4,15,0,-2.02138,-532.212,-494.095,38.047,39.0857,18.4293,37.7762,19.7266,-608.415,37.4575
8.64367,0.948832,0.358958,4,15,0,-5.44676,-519.128,-493.956,38.3641,29.8775,22.0653,32.8432,19.811,-599.368,42.6914
8.8127,0.991659,0.358958,4,15,0,-6.24157,-527.313,-497.014,32.2193,40.179,19.5345,27.9688,21.0549,-600.122,34.96
9.8975,0.94526,0.358958,3,7,0,-5.20882,-523.311,-496.413,44.4814,38.4606,19.0932,37.4721,18.0245,-604.91,32.5639
8.34117,0.993659,0.358958,4,15,0,-6.76071,-525.589,-497.101,35.7626,26.809,20.3199,38.7493,20.7531,-602.424,39.7651
8.53141,0.990339,0.358958,3,15,0,-6.59821,-519.476,-499.619,43.3371,30.2645,16.668,39.4114,19.7722,-599.253,29.9585
8.07926,0.991013,0.358958,3,7,0,-4.26152,-521.791,-494.372,41.906,36.4552,28.2273,43.7172,16.6851,-608.61,34.0656
7.74507,0.548199,0.358958,3,7,0,-5.93866,-521.117,-489.31,43.6172,39.9093,26.348,37.8605,17.4372,-608.519,41.4392
7.96769,0.951279,0.358958,4,15,0,-5.42365,-520.623,-491.089,31.3246,41.7805,17.487,32.039,18.3266,-587.761,22.8527
9.02376,0.997163,0.358958,3,7,0,-6.82886,-524.674,-494.471,38.7084,41.7394,22.7023,28.8047,17.49,-603.574,38.559
9.09708,0.987196,0.358958,4,15,0,-6.66151,-524.347,-493.25,42.0608,30.6213,18.4074,47.9193,22.6793,-607.494,35.703
3.67322,0.90832,0.358958,3,7,0,-2.57846,-523.713,-514.511,45.6148,28.7259,23.6366,42.4864,18.1324,-611.097,25.3739
3.67322,0,0.358958,0,1,1,0.00580503,-523.713,-514.511,45.6148,28.7259,23.6366,42.4864,18.1324,-611.097,25.3739
8.06855,0.987861,0.358958,3,15,0,-1.11782,-520.626,-487.826,33.3805,31.7702,18.7203,35.0189,18.6303,-591.357,36.7417
6.57466,0.483212,0.358958,4,15,0,-4.44344,-530.769,-508.801,46.8713,33.1642,19.5181,44.1508,20.1107,-617.269,31.1532
4.83818,0.960092,0.358958,4,15,0,-1.2043,-517.216,-480.441,32.5196,40.0326,19.6441,34.3637,16.6645,-586.045,31.2073
5.05851,0.485499,0.358958,3,7,0,-1.48158,-520.108,-479.715,35.9438,37.3144,19.5021,32.4469,16.4832,-592.037,42.5602
7.95348,0.990219,0.358958,3,15,0,-4.44708,-527.404,-505.735,42.3667,39.2193,18.221,45.4959,21.1704,-609.162,18.7118
8.22475,0.191307,0.358958,4,15,0,-4.86736,-529.129,-503.167,44.6769,39.6551,17.5854,35.4275,22.9646,-614.356,36.1063
6.53468,0.982659,0.358958,3,7,0,-4.93349,-524.944,-507.152,44.219,42.0597,15.9382,30.5158,22.1275,-607.229,27.5014
4.5008,0.919947,0.358958,3,15,0,-2.59179,-523.517,-509.002,36.7612,45.4619,16.1012,26.3493,23.6249,-600.004,19.1905
5.5087,0.847089,0.358958,3,10,1,1.27921,-513.328,-491.017,47.2383,41.2868,18.3117,23.3261,23.5933,-602.472,46.8418
1.71264,0.627681,0.358958,1,3,1,4.29679,-510.894,-486.011,48.9867,39.1204,17.5878,19.4194,23.7966,-601.265,56.7141
3.4296,0.975833,0.358958,3,7,0,2.25855,-506.109,-494.779,44.0174,39.8342,18.624,34.8743,16.8454,-585.596,16.1084
8.495,0.290689,0.358958,3,13,1,-2.69667,-518.481,-496.334,39.2105,31.8923,19.2149,25.3395,21.1204,-598.027,44.4611
5.40203,0.946867,0.358958,3,7,0,-3.92993,-510.397,-499.902,39.2743,28.6084,20.738,23.4158,17.6197,-588.029,36.1026
7.65621,0.999322,0.358958,3,7,0,-3.7226,-518.637,-492.57,45.4381,36.9367,20.0988,24.2342,17.1792,-601.353,47.6121
6.92867,0.84039,0.358958,2,7,1,-1.94729,-517.201,-494.413,44.9051,41.7313,18.2576,22.8862,16.2443,-596.608,37.5776
5.80567,0.83676,0.358958,4,15,0,-3.04418,-527.698,-500.728,29.7844,31.8611,17.2679,49.9974,24.7806,-599.531,16.9448
5.22577,0.274327,0.358958,4,15,0,0.687285,-522.656,-495.738,36.848,31.3663,15.7962,29.0327,30.8431,-606.143,50.0067
6.88759,1,0.358958,3,7,0,-2.90163,-529.448,-503.011,39.9252,29.9551,16.1419,29.1191,18.2036,-603.719,41.6335
10.0843,0.996531,0.358958,4,15,0,-5.57737,-525.482,-494.623,38.9968,34.9607,20.2412,44.0634,21.8306,-606.55,32.9038
9.11597,0.942634,0.358958,3,7,0,-7.71475,-524.766,-494.582,36.0264,34.7635,19.3897,53.775,23.3916,-603.574,20.4533
7.72774,0.907689,0.358958,3,7,0,-5.17017,-527.032,-494.156,50.8424,36.7643,19.1116,50.517,23.4186,-620.405,38.9677
