# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_cousins_model
# start_datetime = 2023-05-12 13:28:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_cousins_input.json
# random
#   seed = 391094460 (Default)
# output
#   file = model_cousins_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,age_m_a,age_m2_h,birth_date_grandmother,age_m2_a
# Adaptation terminated
# Step size = 0.358958
# Diagonal elements of inverse mass matrix:
# 36.5644, 35.1106, 0.0229314, 0.0255476, 0.481555, 0.359001, 0.48312
8.43205,0.948761,0.358958,3,7,0,-0.904487,-523.199,-487.312,35.0325,41.9062,17.8318,35.7779,18.5128,-594.577,29.5801
7.82572,0.457069,0.358958,1,2,1,-3.97816,-526.621,-486.453,38.6307,42.8944,18.6374,30.1485,18.6687,-602.558,43.0621
6.19184,0.786493,0.358958,2,5,1,-3.50612,-528.947,-489.287,36.1928,42.0179,17.7817,21.3974,22.9543,-605.876,53.1733
5.18357,0.85225,0.358958,2,7,1,-0.333897,-521.694,-491.989,45.8707,45.0471,20.5738,18.5334,22.5123,-610.65,55.0813
6.12538,0.806097,0.358958,2,6,1,-2.53348,-522.318,-500.447,43.2767,44.8556,17.5723,21.2953,26.4964,-609.663,43.0655
3.3059,0.872573,0.358958,3,11,1,-1.39376,-529.585,-495.577,30.6485,33.5041,16.8315,19.1814,15.2018,-592.267,44.0044
0.626038,0.973588,0.358958,3,7,0,2.27247,-532.479,-492.84,37.0558,51.2496,16.7036,19.8248,14.9228,-601.162,37.2469
0.798311,0.888889,0.358958,3,9,1,2.92009,-535.108,-496.515,38.45,49.6723,16.6184,18.9282,15.0977,-605.274,40.158
8.55523,0.280013,0.358958,4,15,0,2.19465,-524.641,-503.692,41.3975,41.5124,21.1396,30.3467,16.9066,-604.085,28.5339
7.27626,0.970044,0.358958,3,7,0,-5.87606,-522.428,-505.814,36.923,35.7143,24.6425,28.0432,16.5326,-600.526,30.955
7.11383,0.997627,0.358958,4,15,0,-5.1846,-526.881,-487.706,43.3735,33.4096,16.4972,57.275,24.8548,-611.607,33.2161
8.00816,0.9229,0.358958,3,7,0,-4.6697,-524.176,-492.81,41.1848,29.0503,16.3858,45.9786,22.9335,-604.68,36.8409
7.31578,0.993226,0.358958,4,15,0,-5.11506,-521.565,-497.729,36.648,32.9125,25.516,22.7821,17.8874,-601.616,48.1929
9.28774,0.995581,0.358958,3,7,0,-6.80635,-523.266,-501.995,36.5063,38.5757,19.5341,27.3542,18.3711,-597.677,29.7527
3.02671,0.878943,0.358958,3,7,0,-1.5909,-523.153,-508.967,51.2374,29.9421,18.318,27.763,26.9275,-619.636,52.9639
8.82466,0.927979,0.358958,3,7,0,-0.400757,-527.025,-495.45,44.6242,30.8691,18.313,47.1314,17.3022,-607.264,33.8145
6.49875,0.895366,0.358958,3,7,0,-5.03962,-526.12,-500.194,33.0879,28.6997,15.9911,32.6932,16.4899,-591.689,30.1014
3.74319,0.975251,0.358958,3,7,0,-1.45574,-525.147,-494.75,55.4851,26.9593,23.6232,57.128,16.8882,-621.143,42.3056
6.63704,0.333333,0.358958,2,3,0,-1.43886,-522.627,-497.461,49.4636,27.4908,21.4051,59.4188,16.8824,-610.378,26.0077
7.56523,0.93642,0.358958,3,7,0,-1.0472,-529.72,-489.961,38.9813,32.9527,21.7544,56.1446,16.0018,-606.457,27.3994
7.78904,0.433155,0.358958,1,2,1,-3.86332,-527.042,-489.131,36.2393,33.713,22.1861,41.0396,16.012,-601.48,37.5965
8.5088,0.954052,0.358958,3,7,0,-4.17738,-521.947,-501.548,35.6891,37.2034,16.7678,30.1053,17.4196,-591.824,22.9672
6.48531,0.856102,0.358958,4,15,0,-5.3731,-531.163,-496.294,27.5734,36.568,18.3314,25.4738,17.5417,-594.61,36.2742
8.17391,0.998509,0.358958,4,15,0,-4.50073,-514.618,-496.804,47.9455,35.7423,20.196,45.3103,20.1861,-602.945,25.0882
9.20245,0.447796,0.358958,1,2,1,-4.36906,-518.718,-495.441,45.6915,35.624,21.5839,36.3229,18.7176,-604.711,37.3231
8.72524,0.951633,0.358958,4,15,0,-6.62898,-525.873,-489.288,39.356,35.8986,16.2729,47.461,19.3495,-600.851,28.2037
5.7938,0.930864,0.358958,3,7,0,-5.22033,-524.897,-506.175,32.0886,41.2727,27.1254,23.3027,18.9382,-603.049,32.2988
8.28692,0.972003,0.358958,3,7,0,-3.10458,-525.755,-498.126,35.0745,41.926,19.1453,22.0874,20.9205,-600.896,38.7562
6.6061,0.791054,0.358958,2,6,1,-4.0006,-533.533,-498.011,35.5148,41.7382,17.6478,28.1994,25.8425,-612.539,44.5903
8.55204,0.8,0.358958,2,5,1,-3.15957,-529.963,-496.124,33.2608,35.7231,23.5004,35.149,20.6758,-607.4,40.4038
8.39761,0.5,0.358958,1,2,1,-2.57003,-531.298,-496.606,34.7819,38.0218,21.3981,47.8904,25.1295,-612.608,30.0894
6.97095,0.945967,0.358958,4,15,0,-5.86894,-515.945,-496.207,43.5817,35.9008,15.7027,31.688,16.471,-591.7,27.9046
8.52187,0.992181,0.358958,3,7,0,-5.61671,-520.883,-489.982,42.6122,35.4764,18.358,32.924,16.6126,-598.466,40.0828
8.8304,0.797344,0.358958,3,15,0,-6.04557,-523.978,-490.761,42.9548,33.5214,18.7008,39.7623,16.6508,-602.284,38.2398
6.69311,0.987587,0.358958,3,7,0,-2.94605,-515.75,-495.307,42.4821,41.9443,21.0154,23.952,26.5994,-605.847,44.6432
6.50479,0.818182,0.358958,3,11,0,-3.86611,-515.381,-499.253,39.2109,31.2305,21.8581,20.7081,17.3602,-593.81,42.618
6.38806,0.797148,0.358958,2,7,1,0.772965,-515.959,-493.374,41.3988,30.2931,19.0345,22.3201,16.5783,-592.97,46.9828
4.97513,0.724178,0.358958,3,11,0,-3.10279,-519.545,-493.409,38.5163,24.8484,18.0521,20.9176,17.1607,-593.274,54.0985
5.98845,0.875,0.358958,3,8,1,-3.2234,-520.062,-493.831,39.9125,24.4683,17.0609,25.9252,19.8642,-596.899,52.6744
6.28065,0.999367,0.358958,3,7,0,-4.4706,-516.197,-497.825,39.1055,23.859,18.454,32.0697,17.1049,-590.861,37.1067
8.19755,0.997246,0.358958,3,7,0,-4.86511,-529.435,-499.949,32.4125,32.3233,17.4485,42.9107,22.2341,-601.53,26.347
4.40058,0.946003,0.358958,3,15,0,-2.5914,-519.458,-501.962,42.5617,50.8739,27.7636,22.3272,19.3458,-609.129,33.9662
7.26233,0.717807,0.358958,3,8,1,1.88584,-525.229,-499.468,47.9296,38.3993,27.8611,35.0902,19.4678,-620.488,47.5304
8.67241,0.590389,0.358958,4,15,0,-4.26745,-524.881,-493.314,43.7096,42.077,23.1496,42.0934,16.5153,-608.255,30.7707
7.83568,0.918775,0.358958,4,15,0,-5.49512,-512.161,-498.138,43.1294,33.6847,18.4875,34.2814,22.2728,-596.051,29.9466
9.37708,0.991275,0.358958,4,15,0,-6.29022,-527.036,-492.251,44.1493,37.0003,21.5371,41.2108,19.4517,-612.174,41.7119
8.2966,0.66953,0.358958,4,15,0,-7.19957,-521.272,-493.456,43.8753,42.9509,19.2194,48.9999,18.4012,-602.768,17.3603
8.03394,0.553665,0.358958,3,7,0,-5.68155,-523.243,-491.509,45.9661,39.7619,16.9011,37.3592,16.2942,-602.404,33.7738
7.34718,0.155368,0.358958,3,7,0,-5.32752,-524.032,-492.02,44.2279,41.2301,16.0714,43.1694,15.9855,-600.316,23.8972
7.16755,0.99701,0.358958,3,15,0,-5.65732,-519.6,-489.119,43.175,38.8655,16.8749,36.7476,15.6218,-595.272,30.5398
7.04363,0.972088,0.358958,4,15,0,-5.48842,-524.42,-495.42,45.1683,34.9371,16.3901,32.2576,15.5135,-601.492,38.8773
7.5598,0.997159,0.358958,4,15,0,-5.64222,-525.198,-495.632,34.0118,32.1633,24.4587,36.0188,25.9479,-609.616,45.8025
5.71081,0.992745,0.358958,3,7,0,-3.53561,-517.18,-499.876,49.9869,26.0048,17.923,36.2728,17.8326,-602.923,40.7692
8.8604,1,0.358958,3,7,0,-4.91927,-520.387,-498.055,36.6693,35.7127,16.5502,36.0612,17.7029,-591.309,21.4805
8.68892,0.647657,0.358958,4,15,0,-1.87953,-521.819,-496.789,35.2893,40.0889,22.9252,29.8236,16.4807,-596.514,29.8125
6.01186,0.533037,0.358958,3,15,0,-4.47857,-531.025,-498.429,35.5624,34.9859,19.4568,26.1992,15.1533,-601.198,41.5839
5.51944,0.744275,0.358958,2,4,1,-1.84609,-529.901,-495.546,35.5445,34.6888,19.3915,21.5703,15.2869,-600.124,48.319
7.22546,0.91782,0.358958,3,13,1,-4.34773,-520.018,-501.018,39.9039,40.4012,16.6488,42.1565,28.9136,-605.484,21.9085
6.98173,0.441622,0.358958,2,4,1,-3.55655,-523.658,-494.777,41.1568,40.6027,16.3135,26.7488,27.6619,-608.79,46.6619
7.62911,0.989135,0.358958,3,7,0,-4.02487,-519.308,-490.835,40.6056,39.8979,17.1472,43.6935,16.1936,-593.254,18.8277
7.12609,0.837218,0.358958,3,7,0,-4.51005,-519.825,-499.027,35.7336,30.5154,22.5666,22.6698,22.3447,-600.47,48.2585
5.19842,0.945399,0.358958,3,7,0,-1.99535,-512.482,-496.081,45.5098,39.4619,23.2644,20.0088,16.925,-598.181,42.6292
7.56459,0.854565,0.358958,4,15,0,-1.43718,-531.172,-494.991,32.1031,34.7134,16.7832,51.1844,22.0107,-602.069,21.1805
7.85433,0.735875,0.358958,3,7,0,-5.87565,-534.858,-496.819,38.5768,34.0146,18.2465,33.8007,19.663,-611.344,46.71
9.0321,0.666667,0.358958,1,3,1,-4.81472,-530.741,-500.256,37.971,32.8064,18.6617,37.1171,18.9339,-606.308,36.1284
8.00688,0.717223,0.358958,2,4,1,-6.67156,-532.958,-499.353,40.1329,32.3221,18.2863,32.1436,18.8159,-610.193,46.3742
9.06754,0.879184,0.358958,3,7,0,-6.42295,-520.706,-495.106,40.0993,36.6552,18.1517,44.7589,16.8728,-595.83,19.3093
8.35725,0.951399,0.358958,3,7,0,-6.35228,-525.128,-500.877,45.4838,35.8391,25.7477,36.2418,18.9641,-615.323,42.3658
8.00869,0.971732,0.358958,3,7,0,-5.18106,-526.274,-504.288,37.837,33.1767,18.1051,37.9743,16.284,-598.5,23.0605
8.12503,0.41287,0.358958,3,7,0,-5.62795,-519.034,-497.394,37.9384,31.9094,21.6855,24.3444,17.427,-596.085,42.4372
5.96236,0.946772,0.358958,3,7,0,-3.93959,-514.526,-504.435,40.9893,30.6369,20.1746,23.0617,16.6019,-592.292,34.1589
3.68738,0.946417,0.358958,3,7,0,-0.549377,-517.641,-514.863,41.8012,32.1435,21.3056,27.0948,23.6452,-604.393,30.2927
7.09046,0.990152,0.358958,4,15,0,-1.4522,-530.711,-508.233,41.1994,36.2684,21.9551,30.1147,18.4135,-612.279,37.6635
6.94197,0.997859,0.358958,4,15,0,-4.8279,-517.202,-483.533,39.2995,32.8192,18.1528,42.1359,21.5344,-596.188,37.7008
6.92366,0.983738,0.358958,4,15,0,-4.64393,-514.878,-490.971,44.5416,34.7342,18.6996,56.0113,26.819,-604.939,23.2218
7.38323,0.562558,0.358958,2,4,1,-1.26543,-514.895,-496.428,43.9934,32.218,16.3212,29.0117,20.3707,-595.58,37.9226
9.13847,0.991257,0.358958,4,15,0,-5.75067,-518.992,-501.615,40.0588,33.1135,17.7666,38.7849,21.0481,-597.865,24.3518
9.13847,0,0.358958,0,1,1,-4.20281,-518.992,-501.615,40.0588,33.1135,17.7666,38.7849,21.0481,-597.865,24.3518
8.79906,0.976618,0.358958,3,7,0,-7.37969,-519.946,-494.745,44.4146,30.5809,22.0666,43.197,21.1949,-607.622,39.0995
8.73757,0.978627,0.358958,4,15,0,-6.49861,-525.009,-501.53,36.1848,43.5984,18.5391,27.754,18.8255,-598.559,25.6764
10.0151,0.996704,0.358958,3,7,0,-8.34529,-524.67,-495.781,36.4094,39.3348,20.3982,33.7935,20.9408,-602.419,33.5094
5.67664,0.882833,0.358958,3,7,0,-4.81019,-512.341,-499.01,49.0953,33.3799,17.5844,25.2913,17.4833,-596.504,38.8229
5.37206,0.987302,0.358958,3,7,0,-0.547239,-511.34,-501.365,48.102,34.2854,20.5675,22.905,17.8657,-597.875,39.3193
6.7298,0.875,0.358958,3,8,1,-3.96336,-532.223,-493.242,27.9978,34.3927,17.2723,46.2125,21.2023,-598.695,24.8481
6.7298,0,0.358958,0,1,1,4.03165,-532.223,-493.242,27.9978,34.3927,17.2723,46.2125,21.2023,-598.695,24.8481
4.38132,0.971219,0.358958,3,7,0,-2.14296,-510.011,-499.725,51.9626,42.0865,22.0546,40.6422,18.1266,-602.155,19.7009
8.23826,1,0.358958,3,7,0,-2.98961,-517.166,-495.479,35.7285,36.4008,22.5502,25.6197,22.5028,-597.948,40.4485
9.18518,0.998681,0.358958,3,7,0,-6.97442,-521.36,-500.371,41.1546,32.335,17.9978,42.3573,17.5262,-598.038,22.9752
9.19637,0.96642,0.358958,3,7,0,-6.58364,-527.24,-495.512,42.4772,38.6843,18.3536,54.1932,23.9222,-611.993,23.6033
8.38379,0.974356,0.358958,4,15,0,-6.28788,-519.434,-497.726,32.8387,34.8484,21.0612,30.2879,16.5208,-589.855,26.9927
6.93525,0.973487,0.358958,3,7,0,-4.73061,-533.567,-490.795,48.4907,37.0096,19.195,52.429,17.4649,-618.718,38.4837
8.44973,1,0.358958,4,15,0,-5.86121,-528.502,-498.886,42.2959,41.8515,21.5611,27.2861,17.3834,-609.743,41.7192
6.99301,0.973839,0.358958,3,7,0,-5.34287,-534.757,-503.296,40.7148,41.2646,18.6545,27.4157,18.3456,-612.472,40.4959
7.05817,0.893556,0.358958,4,15,0,1.31595,-522.843,-495.929,31.7087,26.49,21.5852,43.7569,16.588,-592.725,26.5488
8.72218,0.992212,0.358958,3,15,0,-5.27963,-529.392,-499.925,45.9704,42.0555,19.8764,37.3607,20.959,-616.198,36.8563
8.76707,0.962981,0.358958,4,15,0,-5.96248,-525.972,-497.027,36.001,37.572,20.5868,44.7985,16.3558,-598.915,19.5181
7.69198,0.993872,0.358958,3,15,0,-6.10299,-523.497,-501.49,32.3587,35.1143,19.5705,21.1139,19.2072,-594.633,36.9147
6.9493,0.985176,0.358958,3,7,0,-5.68664,-517.351,-500.086,37.6831,30.6882,22.1212,22.0339,17.1869,-594.342,41.5333
4.77075,0.89684,0.358958,3,10,1,-3.32188,-519.634,-501.355,34.1353,33.827,20.1174,17.4052,15.7517,-589.639,37.0514
9.69199,0.980295,0.358958,4,15,0,-2.02386,-524.084,-494.329,39.4368,40.1455,16.9791,33.7083,19.1498,-599.65,31.4664
8.08327,0.910422,0.358958,4,15,0,-7.24559,-523.935,-498.624,42.6389,43.4483,26.1178,28.5851,19.0359,-611.727,41.0703
9.24486,0.718705,0.358958,4,15,0,-6.55868,-520.619,-498.492,39.8599,40.2383,16.9977,30.8735,22.2278,-599.704,30.1007
8.68212,0.976294,0.358958,4,15,0,-7.17002,-517.971,-495.501,40.9297,39.4423,18.5522,38.8715,26.8263,-604.279,30.4641
7.73315,0.981932,0.358958,3,7,0,-6.36683,-519.442,-497.248,46.6736,41.9193,16.7377,44.7416,25.0217,-607.875,23.9658
7.73315,0,0.358958,0,1,1,-2.97444,-519.442,-497.248,46.6736,41.9193,16.7377,44.7416,25.0217,-607.875,23.9658
7.22738,0.795538,0.358958,3,7,0,-4.22104,-519.503,-491.657,39.3363,36.9135,15.7698,23.7597,17.9131,-592.522,40.1923
7.87952,0.990827,0.358958,3,7,0,-6.10289,-520.842,-493.462,34.5123,40.4585,15.8932,26.7358,18.4816,-589.729,29.0725
7.19267,0.921521,0.358958,3,7,0,-2.78696,-535.512,-494.62,39.3223,45.4516,18.5802,35.6534,20.89,-614.305,38.5794
5.90597,0.5,0.358958,1,2,1,-3.81556,-535.847,-497.587,38.5358,49.5555,17.8409,41.596,20.4716,-612.695,23.9563
7.60764,0.924478,0.358958,3,7,0,-3.51147,-522.16,-493.284,33.566,27.6085,18.1397,31.8753,17.1938,-591.06,38.2924
8.70334,0.893325,0.358958,4,15,0,-5.77771,-525.65,-495.755,44.6797,44.3167,23.2149,34.7437,18.5924,-612.138,37.322
8.28032,0.99668,0.358958,3,7,0,-7.56479,-525.478,-497.704,45.9205,45.9802,22.7269,36.1014,18.168,-612.293,32.5083
9.35445,1,0.358958,3,7,0,-7.43367,-525.136,-503.91,42.4466,39.0919,19.5905,36.2848,18.7116,-605.885,26.598
8.95694,0.983142,0.358958,4,15,0,-7.78281,-519.715,-496.085,33.6153,33.7155,20.4913,29.6135,21.8908,-595.712,36.2986
6.41942,0.708722,0.358958,2,4,1,-4.36736,-521.177,-498.726,31.5503,39.8168,22.6718,36.2075,31.6945,-607.094,32.3428
2.66424,0.641025,0.358958,4,15,0,0.944841,-524.636,-492.056,43.4886,27.9208,16.0518,50.4619,14.6237,-598.8,28.3613
2.5671,0.625116,0.358958,3,15,0,3.79424,-525.657,-497.414,35.9101,23.1825,24.1538,56.2847,14.778,-600.499,23.6172
5.3936,0.565239,0.358958,2,4,1,0.0141555,-527.757,-498.766,38.903,26.1139,22.1996,33.5208,15.2686,-604.128,45.7276
9.11577,0.927662,0.358958,3,7,0,-4.29901,-527.917,-495.863,39.8218,41.7122,17.6904,42.7052,17.2043,-602.634,22.3531
9.06678,0.997325,0.358958,4,15,0,-7.84997,-519.16,-502.792,40.2325,34.034,19.9879,35.5478,22.8793,-602.26,29.8863
8.12365,0.989439,0.358958,4,15,0,-7.08122,-521.362,-493.915,49.198,32.0833,19.3629,47.8043,22.5126,-612.436,38.633
6.54084,0.997167,0.358958,4,15,0,-4.22205,-519.904,-487.334,31.1757,35.2972,22.2978,24.7233,17.882,-591.259,43.9041
5.88765,0.916667,0.358958,3,12,1,-3.9922,-520.811,-498.091,26.6856,42.692,19.9525,25.7698,17.6516,-585.101,18.5476
7.62187,0.833518,0.358958,3,7,0,-2.5333,-521.806,-501.763,33.0183,35.4582,24.4813,23.5691,19.6078,-598.914,38.1235
5.82248,0.855877,0.358958,3,12,1,-2.95292,-519.199,-493.898,29.0161,45.7069,17.0435,28.2161,24.1654,-589.424,21.603
7.26061,0.923936,0.358958,3,14,1,-3.6532,-527.95,-497.393,29.9761,31.7703,26.3035,38.0701,20.1812,-604.411,37.1771
7.50522,1,0.358958,4,15,0,-4.79324,-528.009,-493.905,31.3154,41.0857,17.7145,23.1554,18.4698,-595.509,37.3626
5.70617,0.964393,0.358958,3,7,0,-4.15386,-521.537,-493.068,32.5565,46.6143,16.608,20.9077,17.0861,-587.787,27.1973
5.79427,0.995722,0.358958,3,7,0,-4.31316,-526.382,-494.712,31.6379,46.7638,17.0551,22.013,16.5855,-591.66,28.1721
9.02034,0.980271,0.358958,3,7,0,-4.15287,-522.778,-496.602,43.2226,33.5907,22.041,32.1642,17.2091,-605.251,42.8933
8.91052,0.577334,0.358958,3,15,0,-7.66768,-520.949,-500.766,36.0209,31.0804,19.5145,29.4636,18.3496,-594.834,33.5241
8.37642,0.941183,0.358958,3,7,0,-4.68298,-518.611,-490.065,40.771,29.8388,19.3452,51.0809,17.835,-596.563,25.5777
7.11971,0.973922,0.358958,4,15,0,-5.4601,-532.57,-497.682,36.5839,48.3931,18.4605,35.0514,22.1362,-609.751,28.6245
5.98599,0.931355,0.358958,4,15,0,-3.31346,-511.316,-492.313,38.5083,28.0941,21.7233,28.3501,18.174,-589.722,40.9653
4.18641,0.845228,0.358958,4,15,0,-0.986798,-532.893,-498.612,37.4991,51.3228,16.9101,21.4108,17.5709,-604.873,33.5273
4.88477,1,0.358958,4,15,0,-1.71064,-530.843,-500.776,38.298,51.5528,17.3565,24.0925,16.9578,-603.455,27.0338
8.15421,0.857143,0.358958,2,7,1,-3.58917,-530.204,-500.807,36.5249,43.8728,20.6775,26.7404,18.6725,-606.079,34.6586
4.96933,0.923537,0.358958,3,7,0,-1.01336,-522.99,-489.95,51.6196,42.1055,17.0495,24.3921,22.3861,-614.045,57.598
6.36679,0.798418,0.358958,2,5,1,-1.41545,-516.119,-492.434,42.4358,41.8956,15.7547,27.6857,24.8925,-599.202,37.1861
10.1348,0.99313,0.358958,4,15,0,-5.16071,-522.135,-498.5,40.2575,39.1504,18.6915,33.3676,19.3101,-600.394,29.3763
7.83453,0.808154,0.358958,3,11,0,-6.23709,-529.285,-493.592,30.4366,31.9386,20.8693,32.7222,19.451,-600.042,41.7889
9.6001,0.992197,0.358958,3,7,0,-6.86566,-518.565,-495.918,43.8904,36.2372,20.027,43.6468,18.137,-600.619,24.8167
6.76614,0.937278,0.358958,3,7,0,-5.8666,-527.822,-501.449,29.7658,40.4498,21.1778,21.379,18.6359,-597.402,34.1242
6.59288,0.870625,0.358958,3,9,0,-2.87373,-532.42,-504.569,38.108,36.2203,19.5977,28.8986,15.7848,-605.91,36.2226
4.20254,0.945844,0.358958,4,15,0,1.51491,-518.211,-484.359,43.5662,35.5539,15.4359,31.4548,25.3924,-602.606,51.2384
7.43355,1,0.358958,3,7,0,-2.50545,-521.358,-493.371,40.3934,39.2992,15.4207,29.9404,23.5844,-600.757,38.1457
8.45162,0.979358,0.358958,4,15,0,-4.8127,-524.926,-495.745,31.4163,33.2468,17.3133,30.444,17.7702,-591.426,31.9903
8.32128,0.952365,0.358958,3,15,0,-5.53429,-521.557,-499.475,38.5415,32.1275,16.7118,25.5488,18.0691,-594.88,37.7278
7.02031,0.971468,0.358958,3,15,0,-3.37121,-525.912,-502.027,33.0118,31.5981,25.0974,42.8447,26.3873,-610.408,33.9382
6.47267,0.89014,0.358958,3,7,0,-1.01919,-513.991,-502.826,41.4972,35.9259,17.0443,23.3653,16.7441,-589.277,27.1597
5.84664,0.65819,0.358958,4,15,0,-3.06298,-512.686,-503.237,40.2932,40.4885,19.9551,27.4227,16.3833,-589.317,18.169
5.34475,0.444187,0.358958,4,15,0,-0.207348,-537.6,-496.616,41.6018,35.8545,27.1304,45.2215,23.0798,-629.412,51.72
6.69396,1,0.358958,4,15,0,-4.68957,-513.628,-496.333,40.0405,38.473,16.5826,20.7968,18.2644,-588.515,32.9121
4.69034,0.957104,0.358958,3,15,0,-1.21769,-526.65,-491.315,32.4,32.6601,15.7331,28.2492,15.2252,-590.009,37.7846
4.06792,0.987234,0.358958,3,15,0,0.0789036,-517.075,-491.158,32.5417,27.3435,15.0678,28.4742,18.0897,-582.774,35.7982
7.99086,0.475874,0.358958,4,15,0,-2.00079,-530.874,-504.546,42.0565,37.3903,20.3219,34.7538,23.4691,-616.722,40.0313
6.83944,0.916741,0.358958,4,15,0,-4.88199,-517.891,-496.489,35.8694,37.9644,15.5735,24.6858,16.888,-586.221,27.0827
5.31208,0.669755,0.358958,3,7,0,-3.6723,-515.142,-493.353,33.5676,40.639,15.6319,30.7118,17.3533,-581.695,16.9911
7.41107,0.988407,0.358958,3,7,0,-4.5505,-533.912,-498.494,41.8816,31.6515,18.2172,33.2146,17.7722,-611.783,48.4234
3.94705,0.781545,0.358958,2,6,1,-2.6005,-538.705,-504.021,47.9343,32.5019,19.0794,31.5426,19.4663,-625.185,57.1193
8.43281,0.526346,0.358958,4,15,0,-3.35127,-525.629,-495.157,33.4372,31.9408,19.4688,49.4085,17.314,-595.849,19.3424
9.12793,0.909858,0.358958,3,15,0,-5.97743,-520.761,-503.213,40.268,37.4589,20.2792,27.6082,18.512,-599.82,31.5398
8.00275,0.981743,0.358958,3,15,0,-7.10247,-517.757,-500.63,35.6467,32.4453,19.5542,28.0982,16.4841,-589.442,28.2686
7.45182,0.987657,0.358958,3,15,0,-6.10847,-516.546,-501.651,33.3187,32.1532,20.0831,30.6274,16.8956,-586.843,22.4115
8.46112,0.786824,0.358958,3,15,0,-4.6149,-518.189,-502.512,37.2745,33.8632,19.569,27.7328,17.2552,-592.287,28.1798
9.14881,0.954867,0.358958,4,15,0,-5.33729,-528.011,-490.59,41.173,36.5232,17.9933,49.7542,22.6663,-609.844,32.9761
6.33694,0.221823,0.358958,3,7,0,-3.60215,-528.763,-489.005,43.7762,36.2518,16.8081,69.6627,22.8233,-612.171,17.2517
8.42399,0.539152,0.358958,4,15,0,-4.72501,-525.414,-489.68,34.6394,37.6134,19.6152,33.5471,24.3314,-604,43.1596
9.55878,0.966136,0.358958,3,15,0,-4.54678,-523.694,-491.676,38.5203,37.5557,21.9452,35.6094,21.4891,-605.649,40.8079
8.71361,0.571246,0.358958,3,7,0,-6.75386,-528.482,-501.661,42.0179,31.0348,20.854,53.725,21.4048,-612.759,26.3382
8.71361,0,0.358958,0,1,1,-2.05646,-528.482,-501.661,42.0179,31.0348,20.854,53.725,21.4048,-612.759,26.3382
8.71361,0,0.358958,0,1,1,-4.96372,-528.482,-501.661,42.0179,31.0348,20.854,53.725,21.4048,-612.759,26.3382
8.44525,0.984956,0.358958,4,15,0,-6.65405,-518.647,-499.101,45.6457,29.5014,19.9508,42.5247,17.9503,-602.194,31.0666
8.43194,0.944425,0.358958,3,11,0,-4.11046,-521.859,-492.927,38.8754,39.9125,15.5676,36.5007,19.9143,-596.216,26.8763
3.72084,0.910933,0.358958,3,7,0,-2.42196,-516.447,-496.074,34.565,34.8571,31.8553,22.3951,15.7489,-598.617,45.2907
4.64024,0.956309,0.358958,3,7,0,-0.687038,-514.943,-491.522,36.0713,35.0928,31.5353,26.3428,16.581,-599.13,46.1723
7.23904,1,0.358958,3,7,0,-2.82321,-512.279,-494.087,36.9026,42.0103,22.6954,27.2891,18.0703,-589.947,26.5608
8.98368,0.999396,0.358958,3,7,0,-6.49824,-519.741,-498.632,37.7814,37.516,20.9782,24.1398,20.6802,-599.181,38.8929
4.61796,0.90485,0.358958,3,7,0,-3.02985,-524.378,-502.931,52.2124,39.3323,26.3267,26.1749,16.7586,-619.676,51.2382
2.02509,0.905986,0.358958,4,15,0,0.725993,-524.136,-483.332,27.1979,37.2286,14.7899,40.1312,21.5369,-587.66,26.9681
2.26464,0.448884,0.358958,1,2,1,2.06735,-524.32,-484.258,29.4889,36.6337,14.8802,34.0917,26.4138,-595.102,40.1194
4.13636,0.996989,0.358958,3,7,0,-0.92484,-521.554,-483.824,32.4245,35.1055,14.9329,35.5657,20.6241,-589.536,35.0408
0.484906,0.876219,0.358958,3,11,1,2.62611,-513.719,-487.881,37.7869,28.7022,14.5024,44.1972,18.8742,-584.883,24.1025
1.06191,0.900116,0.358958,3,14,1,3.52929,-518.898,-487.01,43.6631,35.8175,14.4512,47.245,19.2335,-596.245,26.173
0.742713,0.407585,0.358958,1,2,1,2.89082,-521.665,-485.254,41.499,35.81,14.451,36.7436,21.1318,-598.747,40.9393
4.97706,0.540243,0.358958,4,15,0,6.34846,-519.176,-484.056,45.0994,38.7476,15.5531,35.2037,16.4589,-596.287,38.28
