# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_full_sibs_model
# start_datetime = 2023-04-03 09:43:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = params.json
# init = 2 (Default)
# random
#   seed = 1302950853 (Default)
# output
#   file = full_sibs_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,birth_date_mother,mother_age_hochdorf,mother_age_asperg,age_hochdorf,age_asperg,burial_date_hochdorf,burial_date_asperg
# Adaptation terminated
# Step size = 0.323693
# Diagonal elements of inverse mass matrix:
# 261.07, 0.752545, 0.123158, 0.0555211, 0.0852692
11.4604,0.978616,0.323693,4,15,0,-10.216,-566.728,14.9584,29.6606,43.0021,38.371,-508.767,-498.696
6.14425,0.803584,0.323693,3,7,0,-5.71675,-580.69,5.25222,16.9504,35.5904,52.0012,-539.847,-511.738
9.41647,0.908111,0.323693,3,15,0,-1.42272,-556.054,28.4214,48.2708,35.393,25.465,-492.24,-482.318
10.6051,1,0.323693,3,7,0,-8.16175,-564.855,12.4966,33.5579,32.1987,27.3225,-520.16,-503.975
9.77689,0.992063,0.323693,3,7,0,-8.81954,-564.038,12.7165,30.5138,29.1956,25.9823,-522.126,-507.542
10.335,1,0.323693,3,7,0,-9.38122,-555.606,14.9909,40.6594,29.0056,29.5846,-511.61,-485.362
7.7107,0.788209,0.323693,3,7,0,-2.80496,-565.766,10.1484,16.2156,55.0448,39.24,-500.573,-510.31
5.67124,0.989633,0.323693,4,15,0,-4.09046,-565.263,25.3358,6.56707,23.3483,45.5503,-516.579,-513.146
8.55579,0.885973,0.323693,4,15,0,-3.63854,-543.254,20.3053,25.5446,34.2942,32.7699,-488.655,-484.94
6.59544,0.923512,0.323693,3,7,0,-4.67021,-553.482,5.50729,13.9532,29.0595,28.3426,-518.915,-511.186
8.83321,0.944371,0.323693,3,7,0,-2.87519,-557.973,9.22481,17.442,46.2543,35.5201,-502.494,-505.011
10.896,0.983596,0.323693,4,15,0,-7.05769,-604.309,42.3964,43.5342,37.5388,51.1031,-524.374,-509.671
12.4629,0.99319,0.323693,4,15,0,-9.93192,-585.45,27.3545,40.3092,37.3378,43.2923,-520.758,-501.849
12.3635,0.991243,0.323693,3,7,0,-11.8056,-585.077,21.9231,52.4213,48.7682,35.5012,-514.385,-497.154
11.0802,0.743829,0.323693,2,3,0,-8.77036,-577.473,19.4719,51.4057,52.0244,41.3711,-505.976,-484.696
12.1716,0.994279,0.323693,3,15,0,-10.3747,-588.465,29.4287,51.1436,50.4439,39.327,-508.593,-497.995
10.2996,0.953525,0.323693,3,7,0,-9.00815,-612.109,42.7475,66.889,45.2615,30.0262,-524.1,-515.194
8.36779,0.627762,0.323693,4,15,0,-6.45227,-602.623,48.9866,76.4474,47.7216,28.3577,-505.915,-497.818
10.3447,0.99663,0.323693,3,7,0,-7.09984,-597.827,10.893,42.4155,53.8292,43.8626,-533.105,-511.549
11.5453,0.997323,0.323693,3,7,0,-8.92658,-564.16,21.3064,43.9573,35.9163,36.1949,-506.937,-484.008
10.045,0.880451,0.323693,3,11,0,-9.0328,-579.198,25.5642,49.6592,56.4266,43.6221,-497.208,-485.917
10.5196,0.998651,0.323693,4,15,0,-8.85577,-581.043,15.9517,26.89,36.1543,36.9583,-528.937,-517.195
10.3906,0.945863,0.323693,3,15,0,-7.87,-560.588,28.1228,39.8541,25.4739,31.5071,-506.991,-489.227
8.98342,0.972404,0.323693,3,7,0,-8.49251,-571.862,21.5486,29.3166,19.9477,39.956,-530.365,-502.589
7.79769,0.891758,0.323693,3,7,0,-6.33137,-574.718,23.2307,20.5186,20.4879,42.865,-530.999,-511.334
8.92419,0.97997,0.323693,4,15,0,-5.9777,-567.272,37.2647,30.2187,24.2672,47.7911,-505.741,-489.263
6.815,0.414245,0.323693,3,7,0,-5.34796,-574.758,7.40056,29.4645,21.922,39.5472,-545.435,-505.746
8.74448,0.965748,0.323693,3,7,0,-4.9511,-548.05,12.8107,32.2512,32.2913,42.5054,-502.948,-473.294
8.93763,0.988178,0.323693,3,15,0,-4.68975,-599.06,9.08101,49.6685,57.5182,29.5318,-532.461,-519.859
11.2221,0.887979,0.323693,3,7,0,-6.03437,-579.207,14.7492,50.4675,34.1229,28.6434,-530.335,-500.096
11.6189,0.977074,0.323693,3,15,0,-10.6113,-563.653,20.7954,43.3278,35.1732,33.517,-507.684,-486.808
10.6563,0.955575,0.323693,3,15,0,-9.37861,-568.419,24.8345,23.1603,31.9864,36.3874,-511.598,-508.871
8.97685,0.966902,0.323693,4,15,0,-8.40941,-569.918,31.4034,64.2252,27.6803,28.8869,-510.835,-476.806
9.81017,1,0.323693,3,15,0,-5.51058,-568.577,13.6736,20.8126,37.3383,48.6879,-517.565,-499.076
11.187,0.976644,0.323693,3,15,0,-5.37407,-568.564,22.7931,35.664,48.7852,37.4513,-496.986,-495.449
11.3314,0.912859,0.323693,3,15,0,-7.87586,-579.659,12.7983,54.9721,38.016,35.1116,-528.845,-489.576
12.1795,0.892049,0.323693,2,3,0,-9.62977,-587.745,35.3727,39.5929,37.5733,36.9005,-514.799,-511.252
11.6011,0.985107,0.323693,3,7,0,-10.6266,-578.238,20.1829,29.6886,42.2169,34.5775,-515.838,-513.972
11.911,0.939832,0.323693,4,15,0,-9.17975,-586.271,26.6096,55.0041,32.5943,34.8273,-527.067,-496.44
11.5564,0.993564,0.323693,3,15,0,-9.52261,-599.423,41.2891,61.9245,40.703,33.1672,-517.431,-504.331
10.8218,0.879913,0.323693,3,15,0,-8.67691,-569.641,35.3982,33.1439,30.1198,32.7475,-504.123,-503.749
11.7443,0.972302,0.323693,3,7,0,-9.95949,-570.17,23.8983,32.8166,32.1256,35.1999,-514.147,-502.154
11.8415,0.960552,0.323693,2,7,0,-10.8046,-578.424,17.4389,40.7679,33.0182,37.6672,-527.967,-499.989
11.2263,0.993633,0.323693,4,15,0,-10.4661,-575.587,13.8177,27.373,40.7475,40.9846,-521.022,-507.229
10.6514,0.986252,0.323693,4,15,0,-9.04646,-568.714,25.4959,41.2857,26.0207,26.3081,-517.197,-501.12
11.3935,0.961407,0.323693,3,15,0,-9.06887,-581.45,15.5884,29.3061,42.6467,40.4923,-523.215,-511.652
9.81828,0.9882,0.323693,3,7,0,-9.40175,-583.502,16.3286,30.0339,50.9426,55.0893,-516.23,-498.378
12.267,1,0.323693,3,7,0,-8.60886,-587.484,28.3326,55.2714,35.5621,34.2063,-523.59,-498.007
10.9896,0.8937,0.323693,3,15,0,-9.63671,-608.002,39.238,43.3569,50.104,41.7836,-518.66,-522.862
8.74509,0.866045,0.323693,4,15,0,-7.45255,-556.524,26.8721,24.3832,24.1418,26.5271,-505.511,-505.614
7.21509,0.958937,0.323693,4,15,0,-2.94757,-599.575,51.4191,58.9395,19.06,46.026,-529.096,-494.61
5.79142,0.879623,0.323693,3,7,0,-4.97828,-600.502,32.8026,67.7975,17.3442,40.0679,-550.355,-492.636
10.8849,0.978994,0.323693,3,7,0,-4.95947,-569.735,20.9931,24.7866,31.6168,38.0951,-517.125,-506.853
11.0124,0.971196,0.323693,3,7,0,-9.81182,-563.618,13.9401,25.8065,37.8722,36.0603,-511.805,-501.751
10.0394,0.967852,0.323693,2,3,0,-9.80119,-555.994,21.8507,23.235,38.7551,33.4696,-495.389,-499.29
10.0496,0.94526,0.323693,3,7,0,-7.63224,-572.105,8.6585,25.2923,36.5822,42.8579,-526.864,-503.955
9.73574,0.917803,0.323693,4,15,0,-7.47426,-579.038,16.9979,52.078,24.7233,31.5802,-537.317,-495.38
11.8457,0.974612,0.323693,3,7,0,-8.39994,-570.447,13.835,40.0037,40.0602,30.0921,-516.552,-500.352
11.1179,0.869772,0.323693,4,15,0,-8.47227,-579.304,10.8673,49.596,49.0939,27.3778,-519.343,-502.33
10.6184,0.966898,0.323693,3,7,0,-9.59092,-574.853,28.6791,45.8045,51.0568,27.1936,-495.117,-501.855
9.28386,0.916353,0.323693,3,15,0,-8.13629,-564.555,8.65728,40.7273,27.758,24.5223,-528.14,-499.306
10.4177,0.97147,0.323693,4,15,0,-7.70351,-582.706,32.777,26.258,47.5304,38.7898,-502.398,-517.658
10.0661,0.990788,0.323693,3,7,0,-8.40084,-585.127,22.2206,44.9788,29.242,51.1913,-533.664,-488.957
10.4338,0.997968,0.323693,3,15,0,-8.58085,-587.226,45.1824,55.296,31.8329,27.5078,-510.211,-504.422
11.1602,0.860192,0.323693,3,7,0,-8.09458,-571.219,12.3211,34.2407,46.2146,29.3824,-512.683,-507.596
9.227,0.938212,0.323693,3,15,0,-6.63913,-570.318,7.08483,22.8903,36.6307,33.6457,-526.603,-513.782
12.7112,0.999973,0.323693,4,15,0,-8.98706,-589.779,29.8584,52.397,41.4657,35.4962,-518.455,-501.886
11.3174,0.806597,0.323693,3,15,0,-9.70039,-572.597,11.5179,34.143,47.9015,33.3191,-513.178,-505.135
9.40291,0.902004,0.323693,3,15,0,-8.56446,-548.365,13.7784,32.8183,41.7668,34.0885,-492.82,-481.459
9.51354,0.995744,0.323693,3,7,0,-7.76518,-569.128,9.01215,22.495,45.093,31.1976,-515.022,-515.435
9.12952,0.99843,0.323693,3,7,0,-8.45086,-569.721,11.1174,20.1251,45.0503,30.4125,-513.553,-519.183
8.45132,0.961509,0.323693,3,15,0,-5.68331,-551.163,17.8265,14.7828,29.1404,33.589,-504.196,-502.792
11.6747,0.980829,0.323693,4,15,0,-6.76187,-602.369,39.898,45.5848,44.6434,37.7516,-517.828,-519.033
12.2527,0.982691,0.323693,3,7,0,-10.8566,-587.772,18.356,45.8539,50.3423,36.7967,-519.074,-505.122
10.7244,0.94076,0.323693,4,15,0,-9.9182,-573.208,15.7855,28.1847,30.7967,39.6086,-526.626,-505.415
8.85304,0.996051,0.323693,3,7,0,-8.23554,-555.646,18.7,19.916,30.0082,47.3479,-506.938,-488.382
7.45825,0.963796,0.323693,3,15,0,-5.82036,-555.545,23.7277,16.5913,30.8138,52.433,-501.003,-486.521
9.61955,0.973157,0.323693,3,15,0,-5.36109,-573.136,9.94277,33.9129,45.0422,22.4412,-518.151,-516.781
10.2566,0.956443,0.323693,3,7,0,-6.65612,-575.154,5.07894,38.7548,38.9966,40.9964,-531.078,-495.403
12.1087,0.933515,0.323693,3,7,0,-8.81309,-576.144,19.7333,38.178,47.3445,33.9592,-509.066,-504.006
11.1518,0.94725,0.323693,4,15,0,-9.36964,-576.868,37.338,33.7336,32.1474,34.3283,-507.383,-508.806
7.19109,0.376448,0.323693,3,7,0,-5.51491,-598.139,12.415,51.6281,27.5469,44.4626,-558.177,-502.048
9.71688,0.960038,0.323693,4,15,0,-6.4317,-561.589,35.9,45.7373,34.7997,28.198,-490.889,-487.654
7.92147,1,0.323693,3,15,0,-5.77178,-578.087,12.2443,34.9538,45.2865,16.7617,-520.556,-526.372
11.8194,1,0.323693,3,7,0,-7.34973,-567.543,22.1384,41.0375,41.1623,29.1165,-504.243,-497.389
11.773,0.958815,0.323693,3,15,0,-10.8024,-573.461,25.4741,40.7185,47.2446,32.2137,-500.742,-500.529
8.63845,0.80909,0.323693,4,15,0,-3.08346,-552.823,24.2189,51.8622,32.7895,31.6298,-495.815,-469.331
8.07798,1,0.323693,3,15,0,-7.22242,-572.002,15.5067,23.0883,24.5911,30.7383,-531.904,-518.176
9.10344,0.993919,0.323693,3,7,0,-6.40789,-560.671,31.8636,37.893,19.2121,32.3026,-509.595,-490.475
10.2483,0.985684,0.323693,4,15,0,-7.21925,-584.994,43.8777,34.0348,28.9185,36.225,-512.198,-514.734
8.23776,0.174372,0.323693,3,7,0,-4.8123,-559.439,5.3688,28.7713,30.8738,47.5308,-523.196,-483.137
10.73,0.99743,0.323693,4,15,0,-6.70534,-585.341,34.6545,65.3434,44.2645,27.6085,-506.422,-492.389
8.03903,0.849565,0.323693,3,7,0,-7.18877,-599.268,9.263,32.2507,52.2805,55.4215,-537.724,-511.596
9.16916,0.98089,0.323693,3,15,0,-6.09538,-581.453,29.0104,24.9884,54.3284,49.7052,-498.114,-506.76
11.072,0.798751,0.323693,3,7,0,-4.29557,-568.852,9.20332,41.7785,35.3557,37.1018,-524.293,-489.972
12.1658,0.98374,0.323693,4,15,0,-10.101,-592.674,22.9274,57.5261,49.3673,38.9072,-520.379,-496.24
10.3489,0.893896,0.323693,3,15,0,-8.55433,-567.465,4.93531,33.9562,43.8861,32.3003,-518.644,-501.209
10.4007,0.984634,0.323693,4,15,0,-8.20851,-611.436,31.6428,53.5591,36.0383,39.6193,-543.755,-518.258
9.10384,0.947312,0.323693,1,3,0,-5.97627,-617.036,38.8204,71.0909,34.0811,38.7548,-544.135,-507.191
10.6159,0.920672,0.323693,3,7,0,-7.79545,-610.633,29.6732,67.561,40.6742,41.3895,-540.285,-501.682
11.2932,0.987703,0.323693,3,15,0,-8.36356,-590.199,25.1689,31.1247,37.3531,45.9215,-527.677,-513.153
10.2149,0.809423,0.323693,2,3,0,-8.58859,-591.571,17.4965,38.0896,34.6242,50.871,-539.45,-502.61
10.3582,0.955483,0.323693,3,7,0,-7.35154,-595.747,12.789,36.8244,54.2241,41.7671,-528.734,-517.156
11.6951,0.963219,0.323693,3,7,0,-8.31706,-579.989,22.3693,53.4219,49.2561,39.6711,-508.363,-486.896
10.8356,0.9888,0.323693,3,15,0,-10.3172,-580.899,9.49449,36.3787,44.5316,31.3438,-526.872,-513.176
11.0101,0.991396,0.323693,3,7,0,-9.44422,-564.964,30.4782,38.3011,28.2828,35.5269,-506.203,-491.136
10.5161,0.768955,0.323693,4,15,0,-6.24707,-559.31,16.0153,31.377,27.751,36.9964,-515.543,-490.936
8.54436,0.901613,0.323693,3,7,0,-6.52208,-565.477,7.47997,23.5178,34.7622,25.9559,-523.235,-516.004
8.26234,0.95288,0.323693,3,7,0,-6.0777,-549.731,26.244,24.7274,41.1126,28.9676,-482.374,-496.036
8.22499,0.959845,0.323693,3,7,0,-5.62709,-562.023,4.82565,27.372,26.5076,34.1229,-530.69,-500.528
11.0035,0.98566,0.323693,4,15,0,-6.63381,-589.419,29.6084,35.2459,40.303,29.8236,-519.508,-524.35
11.305,0.912794,0.323693,2,7,0,-8.29259,-598.794,17.0157,48.6604,43.3304,36.4,-538.448,-513.733
11.9424,0.970491,0.323693,2,7,0,-10.6926,-601.658,21.8591,54.3189,47.9872,38.7038,-531.812,-508.635
10.9617,0.971495,0.323693,3,7,0,-9.63064,-603.952,42.4709,55.3693,40.9963,51.3545,-520.485,-497.229
11.5567,1,0.323693,4,15,0,-10.1976,-583.527,21.1637,43.0929,53.3378,31.5198,-509.026,-508.915
11.2551,0.95605,0.323693,3,15,0,-9.4371,-564.668,18.0125,44.9975,39.2915,39.5282,-507.364,-480.143
9.62635,0.962386,0.323693,3,7,0,-8.46176,-566.278,26.0157,37.2206,26.4373,21.0759,-513.825,-507.981
7.30244,0.981906,0.323693,3,7,0,-6.72039,-541.681,14.3129,35.3808,24.7871,18.153,-502.581,-488.147
4.41218,0.99628,0.323693,4,15,0,-2.38935,-552.299,13.6918,32.2658,26.4316,6.91029,-512.176,-513.123
7.01241,0.993823,0.323693,4,15,0,-1.76963,-614.379,46.5242,38.058,29.332,58.4525,-538.523,-517.869
11.9388,0.718271,0.323693,4,15,0,-5.42104,-583.623,30.2375,58.6657,36.3009,32.8301,-517.085,-492.128
10.4437,0.776559,0.323693,3,15,0,-8.43848,-574.001,16.5593,27.9277,30.2792,45.0017,-527.162,-501.071
9.99419,0.981019,0.323693,3,15,0,-9.21643,-570.581,34.0635,25.1993,34.0872,48.3673,-502.43,-497.014
9.49811,0.982318,0.323693,3,7,0,-7.18004,-577.883,39.1947,20.9513,36.3762,43.7703,-502.312,-513.161
8.63982,0.509833,0.323693,3,7,0,-5.64001,-566.826,11.2708,16.9664,37.5172,51.2349,-518.038,-498.625
9.05827,0.726821,0.323693,3,7,0,-2.99743,-580.362,13.6416,18.3931,38.642,41.1146,-528.078,-520.854
10.2073,0.998103,0.323693,4,15,0,-7.87108,-574.117,15.1028,60.1426,32.0297,28.8488,-526.984,-485.126
11.2613,0.935714,0.323693,3,7,0,-8.28291,-573.612,24.5423,46.6147,50.2845,29.8984,-498.785,-497.099
12.5631,0.955257,0.323693,3,7,0,-10.1377,-576.594,20.6386,40.5754,38.6627,37.5873,-517.293,-498.432
10.2862,0.93026,0.323693,3,7,0,-9.94032,-568.119,4.54156,38.6965,46.4302,30.8943,-517.147,-498.528
10.3441,0.860396,0.323693,3,7,0,-6.60536,-596.298,32.0328,59.4841,33.3374,24.3318,-530.928,-512.482
10.8658,0.988539,0.323693,4,15,0,-9.16067,-576.747,30.602,56.0815,29.5293,26.1027,-516.616,-494.563
9.69598,0.661066,0.323693,3,7,0,-6.96017,-578.504,31.7034,65.9838,31.4538,22.9122,-515.347,-489.608
11.4332,0.731483,0.323693,3,7,0,-5.86392,-592.103,23.693,55.7418,40.8665,25.6504,-527.543,-510.711
10.2559,0.887054,0.323693,2,7,0,-8.10179,-599.871,17.6139,51.1127,44.2515,27.6426,-538.006,-521.116
8.51719,0.999968,0.323693,3,7,0,-5.64885,-622.192,23.2095,50.1367,47.3028,47.3351,-551.68,-524.72
10.6954,0.179685,0.323693,3,7,0,-5.75442,-609.869,45.782,58.7463,47.831,48.8248,-516.256,-502.298
11.874,0.812488,0.323693,4,15,0,-5.74472,-583.758,17.0546,36.1636,38.6714,37.8758,-528.032,-509.719
12.3343,0.940924,0.323693,3,7,0,-10.0179,-576.379,28.6356,46.5835,35.2483,32.9605,-512.495,-496.835
11.1144,0.923186,0.323693,4,15,0,-9.1703,-592.046,28.1783,44.2449,29.3703,44.808,-534.498,-502.993
10.4365,0.995696,0.323693,3,7,0,-9.57918,-587.623,39.9527,57.0416,26.2382,39.7452,-521.432,-490.836
10.8918,0.817763,0.323693,3,7,0,-8.98686,-586.026,33.0884,61.2886,29.2598,35.2089,-523.678,-489.529
11.499,0.985673,0.323693,3,7,0,-10.1925,-579.015,26.3179,37.2577,50.6828,33.8387,-502.014,-507.919
11.7087,0.996924,0.323693,4,15,0,-10.0754,-585.828,23.3856,39.046,31.9397,40.5502,-530.503,-506.232
11.517,0.985723,0.323693,3,7,0,-10.7267,-592.872,39.2788,47.8232,31.4165,44.6263,-522.177,-500.423
10.6639,0.963226,0.323693,3,15,0,-8.62019,-573.655,25.0969,29.7574,26.2589,36.7131,-522.299,-507.184
9.91587,0.914233,0.323693,4,15,0,-8.3965,-577.7,21.5306,23.8742,30.8668,34.5517,-525.303,-519.274
11.5968,1,0.323693,4,15,0,-9.10155,-580.135,11.0328,37.258,46.925,40.8284,-522.177,-502.048
12.121,0.997247,0.323693,3,7,0,-11.1505,-591.519,28.3199,45.0629,36.1054,33.8018,-527.094,-512.655
11.5337,0.998208,0.323693,3,7,0,-11.1858,-580.396,22.3488,43.6045,51.7779,44.5465,-506.269,-492.245
10.2365,0.961066,0.323693,3,15,0,-8.80729,-573.286,21.8337,24.1803,31.2684,32.732,-520.184,-516.374
9.09221,0.953245,0.323693,3,15,0,-7.29653,-604.802,12.1649,67.871,53.5865,43.4578,-539.051,-493.473
11.8456,1,0.323693,3,7,0,-8.21866,-578.085,16.4209,38.5635,49.4463,33.3247,-512.218,-506.197
11.5461,0.943143,0.323693,2,7,0,-10.0375,-593.994,25.6002,37.9338,45.5743,33.8889,-522.82,-522.171
11.4843,0.989624,0.323693,3,15,0,-9.8455,-562.667,19.1698,36.8148,41.4262,30.6868,-502.071,-495.166
9.71904,0.924449,0.323693,3,15,0,-6.16295,-574.045,20.464,58.5438,54.6554,27.1396,-498.926,-488.362
8.68404,0.894774,0.323693,3,15,0,-3.9337,-563.128,6.4777,21.7289,29.7043,38.8939,-526.946,-502.505
11.1776,1,0.323693,3,7,0,-8.14068,-568.839,34.4316,43.6038,32.6384,30.527,-501.769,-494.708
9.04199,0.974585,0.323693,3,7,0,-7.67892,-582.31,18.5884,44.2906,22.539,30.7172,-541.182,-507.302
7.83498,0.986967,0.323693,3,7,0,-6.16241,-571.574,20.5146,67.8331,24.6998,27.0663,-526.359,-476.674
6.59761,0.906737,0.323693,4,15,0,-3.95436,-569.1,8.00761,21.7321,42.8912,19.5169,-518.201,-527.851
6.02867,0.903336,0.323693,3,15,0,-3.41999,-559.946,7.43291,18.3793,43.9355,18.3718,-508.577,-523.195
8.72263,0.953625,0.323693,2,7,0,-2.82909,-561.958,8.67063,26.0452,31.8113,23.9446,-521.476,-511.969
9.8732,0.990185,0.323693,3,7,0,-8.08951,-551.833,11.1773,33.7915,31.2876,26.3833,-509.369,-491.659
11.5014,0.927549,0.323693,3,7,0,-7.63012,-565.784,16.7342,29.7656,35.5648,38.582,-513.486,-497.437
11.819,0.954488,0.323693,2,7,0,-10.2494,-583.893,14.8874,40.4678,37.9497,37.7022,-531.056,-505.723
5.75169,0.949762,0.323693,3,7,0,-3.59075,-565.089,1.27003,27.8017,62.0508,36.728,-501.768,-500.559
6.30528,0.988417,0.323693,3,7,0,-3.68136,-571.618,1.10027,34.4945,60.0416,46.6709,-510.476,-490.453
6.12662,0.994843,0.323693,3,7,0,-4.41369,-586.77,0.624217,30.4424,55.9232,40.6535,-530.222,-515.674
8.94552,0.989634,0.323693,3,7,0,-4.45219,-558.3,2.06516,35.5241,40.959,28.5712,-515.276,-494.204
4.70371,0.866935,0.323693,2,7,0,-0.095306,-575.585,5.48432,47.5754,23.2956,16.9609,-546.805,-511.049
6.42881,0.984918,0.323693,3,7,0,-2.99736,-546.693,22.4947,36.4865,36.2705,11.8193,-487.928,-498.387
6.73525,0.972403,0.323693,3,7,0,-4.50403,-548.917,6.79884,50.0895,31.3276,14.0402,-510.79,-484.787
8.59216,0.981534,0.323693,3,15,0,-5.43958,-570.537,7.21273,32.0565,43.2696,20.3148,-520.054,-518.166
10.5066,0.995998,0.323693,4,15,0,-7.95301,-554.451,11.6785,38.3856,38.2047,33.471,-504.568,-482.595
10.101,0.982123,0.323693,3,7,0,-8.86743,-573.27,18.7491,26.0812,36.3459,27.4583,-518.175,-519.73
10.6163,0.963295,0.323693,3,7,0,-8.70467,-560.629,10.235,36.9821,32.2151,37.4734,-518.179,-486.173
9.73914,0.962639,0.323693,4,15,0,-7.77594,-579.495,7.0323,56.0365,54.0526,39.3355,-518.41,-484.123
10.4861,0.991398,0.323693,3,7,0,-9.48183,-592.142,43.8033,35.0059,35.5782,35.2272,-512.761,-521.909
10.462,1,0.323693,3,15,0,-8.78153,-565.479,9.69907,38.4257,51.4875,37.2963,-504.292,-489.757
9.07452,0.975555,0.323693,3,15,0,-6.50961,-581.565,24.5423,48.1888,31.1523,16.7278,-525.871,-516.649
9.60228,0.982786,0.323693,3,7,0,-7.83672,-574.131,28.1712,37.2578,32.3776,19.2666,-513.582,-517.607
12.0683,0.998207,0.323693,3,15,0,-8.59658,-585.42,22.2637,59.0905,45.782,33.6153,-517.375,-492.715
12.5872,0.996643,0.323693,3,7,0,-11.5929,-585.565,28.0018,40.61,37.3722,39.7092,-520.191,-505.246
10.6477,0.90547,0.323693,3,7,0,-10.1926,-579.11,11.4818,39.2422,57.0179,38.3571,-510.611,-501.511
9.72897,0.965308,0.323693,3,7,0,-7.84942,-593.833,10.0372,58.6887,56.4005,44.8745,-527.395,-490.269
7.87067,0.924985,0.323693,4,15,0,-6.67298,-560.111,21.1809,23.037,21.8797,24.5299,-517.05,-512.544
11.2619,0.997579,0.323693,3,7,0,-7.30866,-579.492,13.0397,52.8004,35.8991,37.2134,-530.554,-489.479
9.68919,0.907186,0.323693,2,7,0,-8.07215,-563.891,18.6912,60.285,37.6072,31.1847,-507.593,-472.422
8.31154,0.982246,0.323693,4,15,0,-6.62558,-568.734,33.7418,16.445,25.0114,40.9748,-509.981,-511.314
8.4231,0.980754,0.323693,3,7,0,-7.60104,-568.006,35.1389,17.2034,26.215,37.7689,-506.652,-513.034
11.6414,1,0.323693,3,15,0,-4.92305,-593.82,23.4688,51.2816,45.7062,50.0243,-524.645,-492.514
11.4289,0.952881,0.323693,4,15,0,-9.59277,-575.628,21.6773,26.8463,36.1182,38.4951,-517.833,-510.287
10.9304,0.987072,0.323693,3,7,0,-9.97572,-572.326,17.7285,25.4348,45.8499,44.8013,-508.747,-502.09
10.6217,0.995582,0.323693,4,15,0,-10.0006,-604.221,29.9166,68.4412,38.2536,31.0265,-536.051,-504.753
11.3053,0.983782,0.323693,4,15,0,-9.26082,-575.738,11.2602,36.3762,35.6328,38.2715,-528.845,-501.09
7.23757,0.889759,0.323693,2,3,0,-6.58703,-576.026,48.2346,25.3279,36.0475,28.2456,-491.744,-522.452
8.05549,0.668162,0.323693,2,3,0,-5.65147,-569.982,45.4876,27.3327,35.7556,28.9553,-488.739,-513.694
7.18726,0.862865,0.323693,3,7,0,1.87981,-589.368,5.18483,39.3967,30.5875,42.588,-553.596,-507.384
4.76531,0.893841,0.323693,3,7,0,0.389051,-572.887,1.21775,26.6048,58.7777,23.9893,-512.892,-522.293
5.79249,0.988018,0.323693,4,15,0,-2.98973,-568.769,0.57383,44.0242,42.7018,50.607,-525.494,-474.138
7.92717,0.960352,0.323693,3,7,0,-4.36346,-572.77,0.838229,41.6897,38.1299,39.8895,-533.802,-491.19
7.78712,0.903126,0.323693,2,7,0,-5.23838,-570.192,1.65304,35.7846,46.3267,23.0134,-522.213,-511.394
7.0847,0.958736,0.323693,3,15,0,-5.60961,-577.838,1.78573,36.6561,50.6424,22.6948,-525.41,-518.487
9.80182,1,0.323693,3,7,0,-6.89312,-560.779,6.45171,43.8822,42.7704,39.7402,-511.556,-477.156
6.95919,0.594983,0.323693,3,7,0,-4.20844,-553.095,1.86482,36.9454,48.3538,42.3188,-502.876,-473.831
8.78581,0.994793,0.323693,3,7,0,-5.55811,-561.709,3.47581,30.816,45.7716,25.0444,-512.461,-505.848
11.5763,0.999232,0.323693,3,7,0,-8.24065,-581.146,38.4079,53.9819,38.7883,33.264,-503.95,-493.9
11.4536,0.738726,0.323693,3,7,0,-8.73385,-584.701,29.8918,49.1218,27.617,38.2618,-527.192,-497.318
8.84888,0.955088,0.323693,3,7,0,-8.14073,-565.012,10.347,25.8631,56.0789,33.9866,-498.586,-505.162
10.3307,1,0.323693,3,7,0,-7.89399,-586.937,15.5566,65.0611,36.788,35.5919,-534.592,-486.284
10.6681,0.994702,0.323693,3,7,0,-8.62055,-590.501,40.7102,46.3263,50.9307,32.1881,-498.86,-511.986
8.03486,0.789058,0.323693,4,15,0,-6.55757,-559.474,1.38173,29.602,36.303,41.2763,-521.79,-488.596
6.00276,0.690346,0.323693,3,7,0,0.0047946,-571.057,1.17281,23.5555,30.6301,36.8359,-539.254,-510.666
5.50675,0.971829,0.323693,3,7,0,-2.79848,-538.394,3.49138,19.902,46.8095,25.5948,-488.093,-492.897
8.75508,0.966764,0.323693,3,15,0,0.57864,-600.467,30.7463,69.2459,26.7677,32.1291,-542.953,-499.092
