# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_full_sibs_model
# start_datetime = 2023-03-21 21:31:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = params.json
# init = 2 (Default)
# random
#   seed = 222271579 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,birth_date_a,age_a,birth_date_h,age_h,birth_date_m,birth_age_mother_h,birth_age_mother_a
# Adaptation terminated
# Step size = 0.165237
# Diagonal elements of inverse mass matrix:
# 236.62, 0.0786845, 242.427, 0.055143, 242.786
2.58803,0.90189,0.165237,4,15,0,2.18105,-540.519,19.0586,-551.318,32.8937,-579.374,28.0567,38.8558
3.39024,0.988448,0.165237,4,15,0,-1.49161,-544.238,29.2409,-548.573,37.2657,-576.253,27.6805,32.0154
4.31776,0.98114,0.165237,4,23,0,-1.87028,-537.837,23.2575,-536.081,38.705,-568.36,32.2794,30.5227
4.27971,0.994089,0.165237,4,15,0,-3.62485,-533.161,19.3141,-538.622,47.5413,-567.198,28.5756,34.0368
4.15296,0.918553,0.165237,3,11,0,0.457083,-535.152,21.4186,-539.846,38.6965,-571.622,31.7753,36.4701
3.53813,0.93308,0.165237,3,15,0,-1.23825,-546.277,28.284,-541.779,43.1787,-576.78,35.0013,30.503
3.19318,0.974144,0.165237,4,15,0,-2.17505,-534.894,23.1173,-545.981,52.2296,-574.601,28.62,39.7074
3.10672,0.850329,0.165237,4,19,0,-0.54585,-552.73,24.5132,-547.883,57.0639,-584.168,36.2857,31.4385
4.34684,0.991791,0.165237,4,15,0,-2.60901,-553.001,19.7402,-553.323,44.3693,-582.075,28.7514,29.0733
3.60782,0.806308,0.165237,3,15,0,-1.83556,-545.053,18.2532,-551.233,47.1087,-575.519,24.2857,30.4664
3.66303,0.992418,0.165237,3,15,0,-0.925392,-544.842,23.0809,-552.022,40.4969,-584.155,32.1329,39.3133
3.00057,0.965813,0.165237,3,7,0,-0.506359,-556.065,23.656,-550.545,33.5976,-586.621,36.076,30.5555
2.20777,0.907247,0.165237,4,15,0,-0.817932,-547.403,18.479,-561.689,39.7953,-584.146,22.4575,36.7433
2.51073,0.919652,0.165237,3,11,0,-0.287149,-545.338,19.3565,-558.607,41.2635,-586.854,28.2475,41.5161
3.77288,1,0.165237,3,15,0,-0.907179,-550.387,23.2429,-544.411,51.6021,-578.663,34.2522,28.2767
4.01708,0.960133,0.165237,3,15,0,-1.5472,-549.169,29.1008,-551.193,49.8597,-580.968,29.7756,31.7991
0.512569,0.66976,0.165237,4,31,0,1.40232,-567.078,18.4673,-571.342,44.5467,-608.258,36.9153,41.1801
0.18984,0.997404,0.165237,4,15,0,0.708923,-567.421,25.4833,-575.718,62.6522,-596.131,20.4133,28.71
3.59267,1,0.165237,3,7,0,0.120356,-568.739,22.8465,-566.524,48.8942,-601.88,35.3562,33.1412
0.421814,0.709982,0.165237,3,15,0,3.96088,-564.011,27.5006,-572.287,42.638,-592.205,19.9171,28.1938
4.23647,1,0.165237,2,3,0,-0.513064,-563.111,25.8198,-565.972,44.4439,-597.028,31.0566,33.9173
4.53896,0.995636,0.165237,4,31,0,-3.31792,-534.721,19.885,-537.541,44.3206,-567.05,29.5091,32.3284
3.85307,0.97443,0.165237,4,15,0,-3.39681,-542.916,24.8186,-544.894,33.2197,-573.899,29.0056,30.9835
3.51215,0.867925,0.165237,4,31,0,-1.68044,-534.128,25.7667,-541.252,34.9453,-570.437,29.1852,36.3087
-1.00073,0.922912,0.165237,4,31,0,2.87728,-564.882,9.78779,-573.429,55.1418,-598.612,25.1831,33.7303
1.27951,0.911331,0.165237,5,31,0,2.6119,-536.039,33.2612,-536.671,40.2068,-571.042,34.3716,35.0036
4.54233,1,0.165237,4,15,0,-0.613679,-549.099,18.6491,-553.849,45.9232,-583.921,30.0717,34.8212
2.32722,0.983161,0.165237,3,15,0,-0.801956,-552.777,14.1657,-551.645,35.2149,-583.898,32.2532,31.1208
2.85564,0.937979,0.165237,4,15,0,-0.447638,-543.344,17.8689,-554.975,54.6584,-578.426,23.4506,35.0819
0.966321,0.968245,0.165237,5,31,0,-0.264526,-529.268,24.8503,-522.572,28.8167,-561.112,38.5405,31.8444
1.34303,0.949971,0.165237,4,31,0,3.32002,-556.825,16.5987,-555.094,65.5292,-585.98,30.8854,29.1544
4.26749,0.917103,0.165237,3,7,0,1.32016,-556.595,20.712,-560.371,55.2303,-588.794,28.4232,32.1986
4.03368,0.998599,0.165237,3,7,0,-3.646,-555.817,19.0786,-558.732,55.5583,-587.59,28.8579,31.7732
3.32776,0.88043,0.165237,4,31,0,-1.97518,-559.328,23.1366,-563.452,58.672,-596.575,33.1226,37.2471
2.44114,0.91771,0.165237,4,15,0,-1.43305,-553.977,21.5148,-555.763,58.3393,-592.093,36.3294,38.1156
2.22805,0.998582,0.165237,4,15,0,-0.966257,-546.797,23.2686,-551.822,59.7069,-586.368,34.5458,39.5715
2.8992,1,0.165237,4,31,0,-0.585303,-566.764,20.9324,-567.736,45.4128,-603.521,35.7856,36.7574
4.06155,0.998276,0.165237,4,15,0,-2.63408,-564.236,26.4087,-569.71,48.9022,-598.929,29.2191,34.6937
2.94361,0.97482,0.165237,5,31,0,-2.32494,-527.455,15.8173,-537.183,45.5131,-563.349,26.1659,35.8933
4.07546,0.924823,0.165237,5,31,0,-1.49695,-553.379,21.2699,-560.201,51.2785,-591.342,31.1418,37.9631
2.7409,0.980831,0.165237,4,31,0,0.808519,-526.055,17.9439,-530.773,51.0658,-556.827,26.0543,30.7725
2.17826,0.743354,0.165237,5,31,0,2.65008,-523.23,25.4033,-519.939,35.6047,-550.778,30.839,27.5479
3.54023,0.996521,0.165237,4,15,0,-1.87528,-522.681,22.8375,-529.545,40.6154,-557.732,28.1868,35.0514
2.31089,0.997632,0.165237,4,15,0,-1.92418,-525.374,26.7406,-522.755,33.0945,-554.997,32.2413,29.623
2.70816,0.978607,0.165237,5,31,0,0.662811,-555.321,16.465,-553.816,33.7425,-585.87,32.0546,30.5488
-0.39599,0.819757,0.165237,4,15,0,1.30096,-556.648,15.0451,-564.687,30.8211,-597.148,32.4609,40.5003
0.664008,0.988346,0.165237,4,15,0,3.29275,-555.323,15.1869,-568.652,62.0576,-592.048,23.396,36.7257
2.91208,0.947187,0.165237,3,7,0,0.351135,-562.638,16.4036,-558.735,45.1485,-590.613,31.8783,27.9755
2.84207,0.943713,0.165237,4,15,0,-1.05023,-548.309,17.6297,-544.414,52.3341,-581.584,37.1701,33.2752
3.17513,0.885109,0.165237,3,7,0,-1.35308,-548.996,16.8493,-552.584,54.1792,-578.642,26.0581,29.6465
3.74867,0.998385,0.165237,4,15,0,-2.60474,-540.576,27.9791,-544.147,42.3682,-576.755,32.6073,36.1787
4.50863,0.969181,0.165237,4,15,0,-2.02597,-540.786,22.0991,-540.329,50.045,-571.925,31.5969,31.1393
0.857958,0.928034,0.165237,4,31,0,1.32245,-522.262,28.0506,-522.503,28.1005,-550.729,28.2261,28.4668
-0.556101,0.902997,0.165237,5,31,0,2.44455,-511.025,13.0476,-515.114,42.8331,-549.666,34.5517,38.641
-1.01767,0.921801,0.165237,2,3,0,2.27059,-510.393,13.2448,-516.568,43.0581,-539.044,22.4761,28.6507
0.473977,0.99871,0.165237,5,31,0,3.1679,-579.315,22.0354,-578.453,32.2772,-610.17,31.7164,30.855
1.90553,0.893102,0.165237,5,31,0,2.31836,-560.625,29.0814,-564.644,34.8227,-598.084,33.4398,37.4596
1.71127,0.905682,0.165237,2,3,0,-1.15181,-563.614,28.2769,-565.094,35.3207,-591.008,25.9139,27.394
1.51144,0.999585,0.165237,3,7,0,-1.27798,-557.928,28.1291,-561.376,33.6673,-596.52,35.1444,38.5923
4.35436,0.993613,0.165237,5,31,0,-0.326557,-552.802,23.8041,-558.738,48.1471,-584.332,25.5944,31.5302
3.55714,0.899555,0.165237,3,7,0,-1.87241,-561.099,24.8861,-554.025,48.6971,-588.175,34.15,27.0757
2.76257,0.970513,0.165237,3,7,0,-2.2421,-549.341,22.6727,-563.093,42.0114,-590.228,27.1341,40.8866
0.967148,0.756147,0.165237,2,7,0,0.0214102,-547.962,22.7511,-559.785,43.231,-592.9,33.1143,44.938
3.17379,0.993664,0.165237,3,11,0,0.572352,-556.157,20.678,-554.582,44.0848,-581.588,27.006,25.4304
3.8644,0.997487,0.165237,5,31,0,-2.21766,-564.992,22.2036,-565.03,55.2622,-594.438,29.4084,29.4465
2.57756,0.860691,0.165237,4,15,0,-0.207061,-568.159,24.7396,-570.602,35.4268,-598.754,28.1514,30.5948
2.64795,0.977082,0.165237,4,31,0,0.510917,-555.908,20.4824,-558.801,29.607,-589.09,30.2883,33.1816
4.60368,0.94108,0.165237,4,15,0,-1.19254,-539.051,21.5975,-545.968,44.4997,-575.226,29.258,36.1748
4.66814,0.974436,0.165237,3,15,0,-3.93011,-540.082,23.5038,-545.27,42.295,-572.735,27.4649,32.6527
3.83428,0.945586,0.165237,3,15,0,-1.86768,-540.151,26.7865,-540.603,52.2241,-573.085,32.4823,32.9339
3.39664,0.924701,0.165237,4,31,0,-0.708955,-551,26.7803,-546.298,54.6682,-579.556,33.2581,28.5561
2.67451,0.684753,0.165237,4,31,0,1.29171,-547.056,18.3305,-541.998,31.4846,-574.664,32.6659,27.6079
3.07157,0.995912,0.165237,4,31,0,-1.27807,-543.647,17.7459,-542.049,32.0118,-572.424,30.375,28.7763
2.97825,0.966748,0.165237,3,7,0,-1.90182,-534.696,19.3654,-546.017,35.5026,-573.57,27.553,38.8748
2.57735,0.975554,0.165237,3,7,0,-0.827844,-542.988,21.4239,-539.069,27.9065,-574.091,35.0211,31.1024
0.919694,0.916574,0.165237,5,31,0,2.14068,-529.676,25.5687,-525.016,53.7097,-554.299,29.2831,24.6233
2.40056,0.907604,0.165237,4,31,0,0.971203,-542.91,21.6157,-538.374,32.1917,-576.589,38.2154,33.6795
-0.255254,0.888577,0.165237,4,15,0,1.15308,-531.437,18.432,-530.121,59.4609,-568.836,38.7158,37.3994
4.33422,1,0.165237,3,15,0,0.597381,-535.788,20.69,-542.637,41.405,-572.405,29.7685,36.6167
4.53553,0.93802,0.165237,4,19,0,-2.92699,-546.208,25.7333,-546.596,43.4682,-579.838,33.2417,33.6299
4.27485,0.964239,0.165237,4,23,0,-2.77269,-557.717,20.5957,-563.085,45.3531,-593.827,30.7421,36.1105
3.00415,0.903578,0.165237,4,15,0,1.3833,-565.739,27.8127,-574.765,47.3084,-600.266,25.5004,34.5266
1.08204,0.975242,0.165237,4,15,0,0.56815,-573.838,20.215,-586.73,49.1882,-610.37,23.6404,36.5317
1.74959,0.811874,0.165237,3,7,0,2.04616,-571.283,24.2973,-578.067,53.3546,-600.431,22.3635,29.1483
3.6091,0.984279,0.165237,3,11,0,-0.592623,-567.755,22.2608,-565.179,53.9381,-595.99,30.811,28.2357
4.02725,0.99644,0.165237,4,31,0,-2.88253,-554.128,24.2665,-550.032,39.5567,-581.946,31.9134,27.8175
4.26157,0.994616,0.165237,4,31,0,-3.28274,-541.557,19.2548,-549.548,50.3587,-577.427,27.8794,35.8702
2.99228,0.931057,0.165237,3,15,0,-0.817978,-547.26,22.2278,-538.157,38.0872,-574.743,36.5863,27.4835
3.71121,0.954146,0.165237,3,15,0,-1.91238,-542.655,21.0951,-538.414,39.9698,-575.057,36.643,32.4011
2.5218,0.88542,0.165237,3,7,0,-0.882856,-527.895,20.9477,-541.385,40.4274,-568.923,27.5384,41.0277
4.05788,0.957204,0.165237,4,19,0,0.695275,-556.966,23.4286,-558.83,54.34,-592.579,33.749,35.6135
4.55989,0.991647,0.165237,4,31,0,-2.88275,-539.935,19.7949,-543.035,39.1225,-572.296,29.2613,32.3614
0.949474,0.908082,0.165237,3,15,0,0.539831,-549.309,15.1882,-550.604,25.3612,-581.277,30.6729,31.968
3.32553,0.961085,0.165237,4,15,0,0.0340475,-529.61,22.8668,-537.111,53.5586,-566.347,29.2357,36.7366
3.85291,0.998143,0.165237,5,31,0,-1.72289,-555.615,24.2747,-563.9,40.753,-589.717,25.8174,34.1027
3.46884,0.992558,0.165237,3,15,0,-1.53047,-560.199,18.4897,-558.245,40.1207,-592.778,34.5324,32.5789
4.10956,1,0.165237,4,31,0,-3.08303,-543.699,23.5311,-542.266,53.8576,-575.039,32.7722,31.3393
4.38601,0.98834,0.165237,4,15,0,-3.51064,-550.827,24.1834,-546.809,43.7723,-579.426,32.6168,28.5989
3.503,0.991233,0.165237,3,15,0,-2.07397,-544.473,23.8606,-551.715,32.6591,-578.877,27.1622,34.4048
3.07391,0.88582,0.165237,4,31,0,0.0338469,-521.915,24.6281,-525.826,34.8117,-555.434,29.6072,33.5189
3.12098,0.92214,0.165237,3,15,0,-1.76818,-523.068,19.6281,-531.55,38.6603,-556.602,25.0516,33.5336
2.96262,0.819518,0.165237,4,27,0,-0.248246,-546.245,24.7918,-555.633,41.5267,-587.321,31.6883,41.0757
2.37863,0.995221,0.165237,4,31,0,-0.762256,-538.045,14.5822,-548.873,38.0958,-575.946,27.0732,37.9014
4.27131,0.983152,0.165237,3,15,0,-1.48844,-543.902,16.8886,-545.864,43.6091,-576.851,30.9873,32.9494
3.77738,0.953905,0.165237,3,15,0,-1.25897,-529.186,18.575,-528.743,39.2782,-560.696,31.9529,31.51
2.87133,0.946572,0.165237,4,23,0,-1.4793,-539.686,27.8654,-545.088,31.1593,-573.173,28.0846,33.4872
-0.456629,0.777154,0.165237,5,31,0,5.03651,-526.182,11.7489,-522.107,30.4662,-559.575,37.4679,33.3926
-1.64648,0.989136,0.165237,4,15,0,3.37648,-515.91,10.3034,-510.967,38.2695,-548.452,37.4851,32.5419
-1.4372,0.90243,0.165237,4,15,0,3.78911,-518.521,11.0652,-513.314,39.0546,-542.868,29.5531,24.3463
1.45941,0.986484,0.165237,4,31,0,4.48468,-532.359,30.3405,-529.521,53.3353,-561.968,32.4468,29.6089
3.34941,0.994614,0.165237,3,7,0,-0.167191,-528.802,25.4863,-530.169,50.437,-561.46,31.2905,32.6579
3.01647,0.896331,0.165237,4,15,0,3.73721,-521.972,17.3415,-529.435,38.7875,-555.975,26.5392,34.0023
0.916434,0.963403,0.165237,4,15,0,-0.0775453,-532.517,28.3234,-525.044,28.787,-560.866,35.8224,28.3492
2.63728,0.997827,0.165237,4,15,0,-0.459698,-530.478,17.2321,-524.777,39.1955,-558.078,33.3006,27.5999
3.87768,0.997775,0.165237,5,31,0,-1.99402,-547.449,26.161,-558.025,47.8581,-585.063,27.0378,37.6138
0.456938,0.602284,0.165237,2,3,0,0.365905,-549.753,26.4682,-564.986,45.8097,-582.458,17.4719,32.7044
-0.44519,1,0.165237,4,15,0,2.18839,-573.817,30.1959,-564.9,43.7366,-594.659,29.759,20.8418
1.83962,0.858859,0.165237,5,31,0,4.49333,-574.799,18.9341,-569.627,50.0327,-607.269,37.6424,32.4702
3.253,0.994938,0.165237,3,7,0,-1.3601,-567.517,21.4575,-573.404,47.4063,-598.791,25.3873,31.2742
0.191384,0.994072,0.165237,4,15,0,1.71765,-586.257,20.6164,-584.791,38.1084,-617.078,32.2878,30.8211
-0.204501,0.888431,0.165237,5,31,0,3.28077,-505.004,18.8681,-514.061,32.0185,-536.913,22.8519,31.9088
0.33855,0.987878,0.165237,2,3,0,0.87815,-504.027,19.1101,-515.086,33.3375,-540.609,25.5237,36.5823
0.0483572,0.869797,0.165237,4,23,0,3.64759,-533.224,26.7244,-521.907,46.1307,-555.091,33.1843,21.8667
0.610593,0.923991,0.165237,5,31,0,3.77625,-519.772,14.031,-525.84,32.2567,-549.664,23.8237,29.8918
1.60455,0.98791,0.165237,4,31,0,2.29999,-531.123,17.4266,-529.613,59.4908,-561.372,31.7589,30.249
2.11859,0.930731,0.165237,3,7,0,-0.744967,-529.473,16.7448,-536.076,58.5651,-563.919,27.8437,34.4467
4.17785,0.999022,0.165237,5,31,0,-1.5594,-551.706,19.7511,-549.436,38.5084,-582.101,32.6652,30.3954
3.80483,0.88486,0.165237,4,31,0,-0.0644379,-551.762,24.0394,-555.168,54.9359,-588.787,33.6188,37.0249
3.06747,0.941998,0.165237,4,15,0,-1.42342,-555.723,26.2016,-552.379,36.0197,-582.136,29.7575,26.4128
0.594278,0.927149,0.165237,4,23,0,4.46024,-541.739,20.5509,-536.193,25.408,-575.459,39.2666,33.72
0.562006,0.985271,0.165237,4,31,0,1.66706,-524.863,19.0561,-535.355,25.0434,-565.06,29.7052,40.1974
1.72083,0.953946,0.165237,2,3,0,-0.0946678,-527.457,18.809,-534.821,25.2603,-561.458,26.6365,34.0005
0.526062,0.826624,0.165237,4,31,0,0.962773,-537.269,24.6207,-542.774,23.1984,-566.817,24.0426,29.5485
1.49077,0.99813,0.165237,5,31,0,0.473067,-526.95,21.4048,-526.576,26.8513,-562.669,36.0925,35.7186
-0.368361,0.851621,0.165237,3,11,0,1.91079,-528.573,20.9078,-526.177,27.9486,-566.518,40.3413,37.9453
1.96831,0.990986,0.165237,4,15,0,2.37187,-533.307,29.6249,-537.763,29.5378,-566.72,28.9565,33.4129
3.20313,0.713168,0.165237,4,15,0,1.50405,-540.192,15.8866,-539.653,34.5522,-570.355,30.7015,30.163
3.68506,0.940258,0.165237,4,19,0,-1.10913,-524.921,21.2657,-532.614,43.1069,-559.084,26.4705,34.1639
3.47314,0.84566,0.165237,3,15,0,-1.57038,-537.846,18.667,-532.938,47.0915,-566.065,33.1265,28.2186
3.54501,0.933795,0.165237,5,31,0,-1.44381,-527.104,24.7866,-529.73,39.9786,-562.283,32.5532,35.179
3.04869,0.959772,0.165237,5,47,0,-1.92306,-564.802,20.2657,-573.707,49.324,-598.065,24.358,33.2626
4.25577,0.993623,0.165237,4,15,0,-2.14936,-562.411,25.9772,-567.674,50.4037,-596.761,29.0875,34.3505
3.06752,0.839284,0.165237,4,15,0,-0.272388,-559.935,20.507,-570.01,58.7334,-596.795,26.7845,36.8599
1.09227,0.764821,0.165237,5,31,0,1.63729,-533.661,19.4118,-542.654,32.2536,-563.241,20.5868,29.5803
1.39992,0.953603,0.165237,3,11,0,3.17511,-537.94,17.84,-533.819,37.8702,-573.936,40.1167,35.9959
2.17273,0.998501,0.165237,4,15,0,0.382771,-529.148,27.7689,-523.536,40.1889,-558.791,35.2551,29.6427
1.14458,0.927699,0.165237,4,31,0,0.418836,-544.555,17.079,-532.958,49.1106,-568.536,35.5778,23.981
1.21169,0.833256,0.165237,2,7,0,1.32723,-542.504,18.5495,-534.086,47.3343,-575.412,41.3264,32.9083
3.14229,0.972906,0.165237,3,15,0,0.912808,-544.771,20.4718,-547.934,39.8642,-572.194,24.2598,27.4225
1.53561,0.924127,0.165237,4,31,0,2.73278,-579.672,27.6119,-585.54,61.3856,-616.298,30.7578,36.6255
2.99022,0.917269,0.165237,4,23,0,0.914563,-564.229,17.7919,-560.53,47.0871,-596.702,36.1723,32.4736
3.284,0.967269,0.165237,4,31,0,-0.505029,-540.246,22.9536,-550.393,57.4465,-575.488,25.0953,35.2422
4.60893,0.996822,0.165237,3,15,0,-2.18721,-547.549,25.3702,-545.902,44.1288,-577.618,31.716,30.0683
4.82559,0.946374,0.165237,2,7,0,-4.03906,-544.179,23.1639,-550.022,43.6173,-579.223,29.2004,35.0435
4.1496,0.972863,0.165237,4,15,0,-2.36175,-552.274,22.827,-561.801,51.9539,-589.411,27.6101,37.1369
3.20589,0.948255,0.165237,4,31,0,-2.12116,-556.273,23.5686,-547.244,44.8465,-584.48,37.2368,28.207
0.506493,0.721538,0.165237,4,31,0,0.910909,-543.734,17.8128,-557.931,40.2336,-576.003,18.0724,32.2698
1.76007,0.999574,0.165237,3,15,0,1.76255,-552.915,27.8855,-544.029,54.4457,-577.045,33.0165,24.1304
2.85825,0.999144,0.165237,4,31,0,-0.786288,-567.998,18.2993,-563.968,41.8916,-596.694,32.7264,28.6965
3.1488,0.99723,0.165237,3,15,0,-1.09437,-576.289,24.609,-579.755,50.1691,-608.441,28.6864,32.1525
4.6047,0.984286,0.165237,5,31,0,1.99045,-535.26,20.8563,-538.712,43.4224,-567.379,28.6676,32.1191
2.42426,0.761155,0.165237,4,23,0,-0.0539982,-540.011,19.1417,-544.025,57.3863,-578.44,34.4147,38.429
1.49778,0.990099,0.165237,5,31,0,1.55957,-521.097,25.5013,-525.375,26.5782,-552.695,27.3205,31.5979
1.74143,0.977737,0.165237,5,31,0,0.067845,-537.238,16.922,-535.89,60.0108,-570.493,34.6035,33.255
1.84019,0.996565,0.165237,4,31,0,1.03698,-542.038,21.8702,-547.861,65.3427,-573.49,25.6293,31.4519
4.0031,0.981522,0.165237,3,7,0,-0.328273,-545.48,23.0542,-541.973,46.789,-578.234,36.2608,32.7534
3.51092,0.96824,0.165237,2,3,0,-3.36065,-546.205,23.0151,-541.797,46.866,-579.506,37.7093,33.3016
2.05927,0.832849,0.165237,3,7,0,-0.364167,-548.771,23.8741,-537.808,47.0756,-577.763,39.9544,28.9921
0.824926,0.915994,0.165237,5,31,0,2.36133,-517.609,22.9828,-531.951,51.1916,-559.312,27.3608,41.703
3.6039,0.998434,0.165237,3,7,0,-0.140731,-526.52,21.3042,-527.945,48.7656,-558.221,30.2758,31.7013
2.63895,0.714917,0.165237,4,23,0,0.634769,-546.172,18.9967,-541.736,29.5112,-575.003,33.2671,28.8314
3.45589,0.990707,0.165237,4,15,0,-1.50365,-541.454,17.945,-539.183,33.5627,-572.31,33.1275,30.8563
2.70096,0.970252,0.165237,3,15,0,-0.0559477,-545.917,21.5565,-539.071,31.014,-573.2,34.1295,27.2835
2.32848,0.969678,0.165237,4,23,0,-1.03071,-538.67,19.3898,-529.775,49.4229,-566.041,36.2658,27.3708
2.18351,0.502832,0.165237,4,19,0,6.68919,-542.434,29.3167,-553.653,57.2233,-580.707,27.0541,38.2736
4.38959,0.937083,0.165237,3,15,0,0.360531,-549.668,21.8872,-555.472,53.5764,-582.191,26.7192,32.523
3.58318,0.810878,0.165237,3,15,0,-2.08827,-560.472,22.2332,-559.223,45.9607,-595.774,36.5512,35.302
2.80894,1,0.165237,4,15,0,-2.36859,-569.162,18.9062,-571.009,51.0771,-597.798,26.7895,28.6361
3.93881,0.950276,0.165237,2,7,0,-2.10883,-564.66,19.5287,-568.64,49.1627,-597.247,28.6073,32.5869
2.62812,0.956211,0.165237,4,15,0,-1.18633,-563.334,17.3668,-560.848,58.6573,-595.017,34.1697,31.6834
2.6877,0.972582,0.165237,4,15,0,-1.28104,-557.918,16.3899,-567.173,56.1615,-594.725,27.5526,36.8075
2.90835,0.760086,0.165237,4,23,0,0.302217,-543.238,28.9856,-541.064,33.2023,-574.114,33.0499,30.8765
1.38387,0.525423,0.165237,3,15,0,5.77423,-549.152,23.8184,-535.35,40.459,-572.794,37.4437,23.6416
0.90328,0.64135,0.165237,4,15,0,4.37889,-540.894,18.4375,-539.927,48.4067,-563.691,23.7639,22.7967
4.02396,1,0.165237,3,11,0,-0.921476,-538.875,22.2068,-542.184,47.1072,-576.01,33.8267,37.1353
3.88454,0.892603,0.165237,4,23,0,-2.46377,-549.024,22.7931,-552.971,46.8208,-587.257,34.2851,38.2321
2.06761,0.922775,0.165237,4,15,0,0.227131,-564.145,30.1108,-571.523,39.3684,-601.693,30.1706,37.548
3.45576,0.877816,0.165237,5,31,0,-0.297046,-555.503,17.69,-559.536,54.2318,-592.084,32.5479,36.5814
4.09519,0.976171,0.165237,4,31,0,0.389196,-555.649,27.0826,-551.954,43.7816,-585.094,33.14,29.4449
2.49354,0.870211,0.165237,4,15,0,-1.12979,-544.262,15.0844,-550.934,39.549,-575.02,24.0858,30.7573
3.24982,0.992944,0.165237,3,15,0,-0.89456,-542.824,16.1876,-552.096,39.2571,-578.315,26.2191,35.4906
-0.909957,0.99661,0.165237,4,23,0,2.07508,-554.367,9.73231,-555.167,63.3132,-586.93,31.7624,32.5626
0.13293,0.952704,0.165237,2,3,0,1.3414,-554.696,10.0098,-556.258,58.8087,-586.52,30.262,31.8248
0.618952,0.959469,0.165237,4,31,0,2.16202,-548.725,10.6104,-555.854,35.9258,-583.699,27.8448,34.9742
1.86692,0.9801,0.165237,4,31,0,1.29359,-531.644,16.6664,-526.123,52.4983,-559.682,33.559,28.0379
3.01283,0.943919,0.165237,4,15,0,-0.834667,-523.758,23.2369,-535.339,43.6234,-560.662,25.3231,36.9041
2.64628,0.96786,0.165237,4,15,0,-0.305259,-525.858,13.7998,-530.729,40.5623,-560.22,29.4906,34.3616
3.72752,0.996203,0.165237,4,31,0,-2.19346,-535.836,28.5038,-539.74,41.0211,-569.708,29.9677,33.8717
2.14104,0.979429,0.165237,3,7,0,-1.59195,-539.455,33.2538,-543.297,42.9618,-572.069,28.7715,32.6132
-0.0720131,0.780839,0.165237,2,3,0,1.57786,-544.563,35.6718,-537.719,42.4082,-573.135,35.4165,28.572
3.06096,1,0.165237,4,15,0,1.29583,-543.283,16.7383,-547.693,58.3633,-575.777,28.0836,32.4931
4.20757,0.909663,0.165237,3,7,0,-1.76418,-545.339,18.5541,-550.301,53.1803,-578.394,28.0928,33.0551
4.33277,0.982278,0.165237,4,31,0,-3.24543,-534.462,22.2336,-538.218,40.6864,-565.535,27.3167,31.0732
3.99295,0.924631,0.165237,2,7,0,-3.2257,-538.76,21.9864,-534.842,41.7555,-570.134,35.2926,31.3742
3.73622,0.937552,0.165237,3,15,0,-1.03698,-530.322,21.0795,-529.173,41.5703,-558.821,29.6483,28.4985
3.88236,0.985476,0.165237,5,31,0,-0.71185,-529.858,17.5797,-532.149,42.201,-561.527,29.3778,31.6691
1.92897,0.762186,0.165237,5,31,0,0.226095,-533.915,19.3874,-537.75,55.4952,-561.643,23.893,27.728
1.25616,0.981503,0.165237,2,3,0,-0.724811,-530.15,18.8079,-537.489,58.3034,-570.484,32.9955,40.334
2.54342,0.99292,0.165237,5,31,0,0.771348,-539.188,14.8368,-540.792,32.5324,-573.569,32.7765,34.381
4.10631,0.974335,0.165237,4,15,0,-1.11745,-541.737,19.318,-547.374,54.0729,-575.062,27.6881,33.3254
4.30594,0.977351,0.165237,5,31,0,-2.96273,-541.208,18.4207,-542.22,46.0873,-575.306,33.0864,34.0982
4.25119,0.993126,0.165237,5,31,0,-2.4145,-542.868,25.7798,-540.827,40.4895,-572.22,31.3936,29.352
3.99673,0.969848,0.165237,4,19,0,-1.9378,-532.468,17.8108,-537.804,39.9913,-565.534,27.7303,33.0661
2.69383,0.994936,0.165237,5,31,0,-2.22137,-517.395,24.1059,-520.435,41.9935,-549.181,28.7453,31.7854
4.43623,0.974573,0.165237,4,31,0,-1.40026,-556.049,19.5676,-554.97,44.7312,-586.234,31.2646,30.1855
2.57254,0.986315,0.165237,4,15,0,-0.725532,-553.308,18.6824,-552.728,63.216,-585.436,32.7082,32.128
