# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_full_sibs_model
# start_datetime = 2023-03-21 21:31:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = params.json
# init = 2 (Default)
# random
#   seed = 222271579 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,birth_date_a,age_a,birth_date_h,age_h,birth_date_m,birth_age_mother_h,birth_age_mother_a
# Adaptation terminated
# Step size = 0.165237
# Diagonal elements of inverse mass matrix:
# 236.62, 0.0786845, 242.427, 0.055143, 242.786
3.97327,0.959763,0.165237,3,7,0,-1.76993,-548.539,19.0762,-555.624,49.6982,-580.616,24.9917,32.0766
3.81241,0.996103,0.165237,3,15,0,-2.88151,-560.189,25.5056,-556.585,45.2684,-586.969,30.3833,26.7797
3.64443,0.947575,0.165237,3,15,0,-0.59509,-542.617,23.9165,-540.312,55.6816,-573.312,32.9995,30.6949
3.81501,0.989915,0.165237,4,23,0,-2.2663,-531.307,25.017,-538.759,37.934,-566.082,27.3231,34.7748
3.82013,0.997747,0.165237,4,31,0,-2.65863,-549.391,24.4049,-545.808,34.9143,-578.739,32.9307,29.3478
3.17069,0.995566,0.165237,4,23,0,-1.68865,-557.378,28.2357,-564.971,38.3985,-592.581,27.6104,35.2029
1.73388,0.918695,0.165237,4,15,0,-1.02737,-566.104,25.5329,-562.63,31.9936,-592.587,29.957,26.4834
3.66273,0.932792,0.165237,4,23,0,3.37142,-545.789,17.5973,-547.24,40.0929,-574.478,27.2377,28.6887
2.23976,0.984046,0.165237,5,31,0,-0.577312,-530.365,15.4272,-530.881,34.4842,-565.945,35.0638,35.5797
-0.0783072,0.859525,0.165237,5,31,0,3.06785,-513.753,19.1628,-524.484,43.5745,-557.163,32.6787,43.4094
-0.36733,0.992282,0.165237,2,7,0,3.07849,-515.958,24.4837,-525.254,42.3507,-544.73,19.4766,28.7721
2.21972,0.875178,0.165237,2,3,0,1.98923,-515.337,24.8646,-520.239,42.5835,-551.098,30.8587,35.7611
4.33603,0.984604,0.165237,4,31,0,-0.619757,-544.249,22.3982,-541.99,42.9581,-572.107,30.1174,27.8585
1.96112,0.927741,0.165237,3,7,0,-1.53686,-547.865,21.8806,-535.341,41.338,-573.159,37.8176,25.2934
4.44294,0.986866,0.165237,3,15,0,1.20145,-544.995,18.4939,-545.999,43.0121,-578.705,32.7055,33.7102
2.09511,0.874647,0.165237,3,15,0,-0.945795,-546.72,14.8425,-552.849,53.6545,-585.931,33.0817,39.2105
2.06743,0.992335,0.165237,4,31,0,1.20881,-565.415,14.3819,-566.994,48.8324,-600.506,33.5114,35.0901
0.450636,0.963401,0.165237,5,31,0,1.67453,-521.602,29.3844,-519.964,32.9581,-548.278,28.3135,26.676
-3.05267,0.734333,0.165237,2,3,0,3.32421,-524.303,30.5196,-521.264,32.5947,-545.363,24.0991,21.0601
1.77554,1,0.165237,4,15,0,3.04946,-513.795,24.1121,-519.175,38.2255,-551.235,32.0599,37.4395
-2.11392,0.810203,0.165237,5,31,0,4.36965,-524.774,20.6211,-511.985,55.2016,-552.204,40.2185,27.4297
2.19595,0.757709,0.165237,4,15,0,5.9035,-545.373,19.7503,-544.415,32.41,-570.918,26.5038,25.5451
1.42375,1,0.165237,5,31,0,1.09934,-511.927,23.8139,-512.974,46.4641,-543.711,30.7368,31.7833
2.65928,0.99926,0.165237,4,15,0,-1.02795,-517.003,20.0691,-517.788,42.0392,-547.765,29.9768,30.7612
3.31003,0.979815,0.165237,5,31,0,-0.842145,-551.29,24.3602,-550.332,30.7714,-581.579,31.2468,30.2885
2.85169,0.897984,0.165237,4,19,0,-0.465051,-562.376,20.2479,-559.408,58.7106,-595.403,35.9955,33.0272
2.9959,0.789155,0.165237,4,19,0,1.16278,-547.903,24.5724,-558.13,37.9014,-588.001,29.8713,40.0983
-0.0400617,0.896121,0.165237,5,31,0,2.06902,-509.764,18.1771,-503.995,39.2035,-540.094,36.099,30.3304
0.753187,0.997292,0.165237,4,15,0,0.702617,-507.076,22.103,-517.801,43.2977,-546.168,28.3668,39.0919
1.96672,0.997586,0.165237,4,15,0,-0.0516347,-517.163,17.489,-529.237,40.8665,-553.306,24.0697,36.1432
3.0486,0.98657,0.165237,4,23,0,0.128888,-547.87,18.4613,-539.678,46.1419,-574.941,35.2634,27.0716
4.25647,0.97833,0.165237,3,15,0,-1.64864,-539.836,20.1543,-545.132,53.2604,-573.335,28.2026,33.4988
4.07879,0.982975,0.165237,4,15,0,-3.50007,-547.039,27.0029,-553.013,38.7478,-581.94,28.9262,34.9005
3.84542,0.958786,0.165237,3,15,0,-2.47267,-548.305,16.8423,-547.131,39.4039,-579.805,32.674,31.4998
1.94853,0.937029,0.165237,4,15,0,-0.628425,-526.23,29.4473,-532.572,43.1206,-557.382,24.8095,31.1519
0.519675,0.893301,0.165237,4,31,0,7.13578,-513.953,14.2525,-510.63,35.0402,-545.041,34.411,31.0883
3.78041,0.936241,0.165237,5,31,0,3.51442,-563.891,26.7343,-562.166,41.8587,-592.96,30.7942,29.0692
3.0254,0.862117,0.165237,4,15,0,-2.02621,-556.76,24.2546,-561.747,55.4612,-585.55,23.8032,28.7902
4.12513,0.997043,0.165237,4,31,0,-1.99662,-557.921,25.3775,-561.697,55.9774,-589.626,27.929,31.7049
4.05877,0.986611,0.165237,3,7,0,-3.53985,-555.734,26.742,-557.92,56.4033,-588.996,31.0761,33.2621
4.16837,0.878837,0.165237,4,31,0,-1.93185,-552.082,27.4891,-556.36,40.1676,-586.236,29.8756,34.1541
4.8722,0.995919,0.165237,3,15,0,-3.83381,-553.771,23.1749,-555.483,44.7136,-585.014,29.5304,31.2428
4.53405,0.868288,0.165237,4,15,0,-2.73843,-551.456,23.6791,-556.932,53.5321,-586.784,29.8522,35.3276
3.05536,0.779067,0.165237,3,11,0,-0.439372,-553.164,24.061,-562.852,42.5476,-585.161,22.3085,31.9968
4.00776,0.969481,0.165237,2,3,0,-2.39604,-553.305,25.1678,-562.538,42.8996,-588.884,26.346,35.5785
4.8,0.995453,0.165237,3,15,0,-3.60444,-554.556,22.7616,-559.129,45.5319,-589.16,30.0307,34.6043
4.01127,0.918916,0.165237,3,15,0,-2.64653,-552.252,20.7648,-559.642,49.6123,-584.26,24.6174,32.0079
-2.29524,0.89808,0.165237,4,15,0,3.82411,-553.85,8.91366,-565.408,53.1198,-596.421,31.0137,42.5712
-2.02164,0.898813,0.165237,4,15,0,5.28252,-543.292,10.1469,-558.893,48.8676,-577.263,18.3693,33.9708
0.243089,0.997723,0.165237,4,31,0,4.1214,-535.004,21.4191,-547.968,28.2984,-567.797,19.8285,32.793
-0.977793,0.932332,0.165237,3,7,0,3.33551,-543.996,25.3868,-533.265,25.4845,-575.441,42.1767,31.4459
1.43472,0.969568,0.165237,4,23,0,2.84471,-531.89,15.7773,-531.612,54.6597,-567.788,36.1763,35.8988
2.6362,0.974617,0.165237,4,15,0,1.04082,-524.289,21.326,-534.404,53.6091,-560.541,26.1371,36.252
4.12844,0.947111,0.165237,4,15,0,-1.76033,-542.196,19.1922,-548.151,36.726,-576.359,28.2077,34.1632
3.29074,0.571496,0.165237,3,15,0,1.67945,-539.74,18.8152,-552.753,44.1418,-578.414,25.6614,38.674
2.11888,0.814045,0.165237,3,15,0,-0.428901,-557.63,21.4873,-550.675,38.2278,-580.642,29.9669,23.0119
3.0966,0.99268,0.165237,4,15,0,-0.908734,-547.626,25.4556,-555.709,49.814,-578.025,22.3163,30.3987
3.14848,0.984666,0.165237,4,31,0,-1.10924,-551.886,25.1983,-556.629,55.912,-590.577,33.9474,38.6912
3.2061,0.996952,0.165237,4,15,0,-1.94516,-551.857,24.2049,-558.614,57.8966,-590.716,32.102,38.8589
3.07805,0.958887,0.165237,5,31,0,-2.41209,-538.157,20.6698,-542.758,35.5749,-567.072,24.3142,28.9155
2.00875,0.958731,0.165237,3,15,0,-0.741018,-532.879,17.2126,-539.604,33.0395,-572.649,33.0451,39.7698
1.96327,0.946298,0.165237,2,7,0,0.360123,-544.041,18.0656,-534.954,33.6726,-569.28,34.3258,25.2383
3.93766,0.97427,0.165237,5,31,0,-0.359411,-530.585,22.6658,-532.811,38.9051,-560.658,27.8469,30.0727
2.76465,0.955501,0.165237,3,15,0,-2.33376,-523.797,20.3232,-535.281,38.3788,-563.075,27.7939,39.2779
0.971552,0.656939,0.165237,2,3,0,1.20898,-524.411,20.9917,-538.122,37.3052,-568.216,30.0938,43.8044
0.897533,0.995353,0.165237,3,15,0,2.11988,-538.852,16.8431,-531.157,43.6515,-560.623,29.4663,21.7713
2.55375,0.999352,0.165237,4,23,0,2.92812,-557.551,13.9845,-562.506,47.4435,-589.357,26.8514,31.8068
1.15538,0.781517,0.165237,3,7,0,0.615685,-558.533,17.3937,-551.646,48.6317,-580.505,28.8591,21.9717
1.66054,0.949684,0.165237,4,31,0,2.82809,-556.177,17.8228,-544.979,51.4047,-582.521,37.5421,26.3445
2.37244,0.888443,0.165237,4,31,0,1.95875,-529.72,18.3816,-533.326,47.0854,-557.365,24.0384,27.6445
2.92154,0.982605,0.165237,3,15,0,-0.628249,-539.216,25.7056,-540.736,45.2741,-565.735,24.9992,26.5197
1.72455,0.979681,0.165237,5,31,0,1.06556,-574.589,27.2111,-583.823,59.2005,-613.18,29.3563,38.5902
4.03446,0.992835,0.165237,4,15,0,-0.0987845,-564.028,26.4404,-560.93,48.921,-594.333,33.4029,30.3054
3.06529,0.725888,0.165237,2,7,0,-0.0935389,-564.065,30.9473,-567.585,54.2234,-597.038,29.4529,32.9727
2.83076,0.954073,0.165237,4,15,0,-2.07475,-568.351,17.9946,-571.197,44.8639,-603.989,32.792,35.6385
2.77377,0.963508,0.165237,4,15,0,-0.435048,-565.968,30.531,-564.112,40.9168,-595.477,31.3645,29.5087
1.2073,0.958165,0.165237,3,7,0,-0.776765,-561.346,34.6124,-567.841,42.5758,-597.516,29.6749,36.1702
1.88649,0.829326,0.165237,4,15,0,0.991569,-564.917,16.9505,-575.111,59.2013,-601.104,25.9931,36.1875
-0.199007,0.680953,0.165237,2,7,0,2.84433,-571.193,16.4841,-576.74,61.5087,-599.4,22.6603,28.2071
0.774438,0.745297,0.165237,2,3,0,4.2506,-569.873,16.293,-570.202,60.0449,-606.568,36.3668,36.6955
1.89755,0.747843,0.165237,3,15,0,5.54857,-575.681,23.3876,-572.902,56.5719,-601.077,28.1751,25.3962
0.412451,0.951575,0.165237,4,31,0,3.74801,-562.952,12.4406,-568.113,47.3464,-592.179,24.0661,29.227
2.6199,0.997978,0.165237,4,15,0,1.39335,-560.267,22.0616,-562.216,64.7874,-590.407,28.1911,30.14
4.63066,0.871366,0.165237,3,7,0,-1.33162,-557.469,23.5888,-560.709,46.3525,-588.723,28.0142,31.2537
4.30383,0.968578,0.165237,3,11,0,-2.96122,-555.85,23.546,-562.938,48.8997,-588.67,25.7321,32.8199
4.27332,0.937126,0.165237,3,11,0,-2.4805,-558.054,20.8989,-564.66,52.2482,-592.079,27.4189,34.0249
4.11027,0.967559,0.165237,3,7,0,-3.09609,-557.316,18.5617,-563.261,50.5849,-591.561,28.3001,34.2453
2.47125,0.828498,0.165237,4,31,0,-1.34321,-549.1,27.2753,-554.441,33.1998,-579.186,24.7447,30.0859
0.356681,0.860302,0.165237,2,3,0,0.177788,-551.888,27.761,-554.285,33.7417,-576.729,22.4438,24.8409
3.35802,0.997156,0.165237,4,15,0,0.611992,-547.848,19.1447,-552.723,58.1097,-578.854,26.1313,31.0059
0.471636,0.943874,0.165237,4,15,0,0.086337,-539.715,21.1145,-555.405,64.1696,-581.765,26.3603,42.0496
0.0857892,0.982364,0.165237,4,19,0,2.12378,-566.711,25.5969,-579.854,34.996,-607.762,27.9084,41.0511
-0.0732415,0.965615,0.165237,2,7,0,2.98159,-573.302,26.682,-580.484,31.4007,-611.14,30.6565,37.8379
-2.03857,0.751815,0.165237,4,15,0,6.54358,-573.23,23.8651,-581.655,75.5266,-614.159,32.504,40.9293
-2.41879,0.979306,0.165237,5,31,0,5.76857,-535.352,17.3403,-522.872,22.9756,-565.442,42.5699,30.0898
-1.0091,0.573311,0.165237,4,23,0,10.1342,-520.097,16.6915,-528.113,29.9398,-563.292,35.179,43.1954
0.0733614,0.998465,0.165237,3,11,0,3.12019,-527.2,23.3944,-522.054,22.9747,-560.13,38.0755,32.9296
0.16226,0.996054,0.165237,4,31,0,1.92482,-535.163,18.1301,-532.339,64.0483,-568.786,36.4468,33.623
0.761871,1,0.165237,4,15,0,0.514777,-533.173,25.1463,-538.3,22.9717,-563.364,25.0639,30.1905
1.75206,0.950247,0.165237,4,15,0,3.42643,-537.789,14.4199,-548.649,57.3134,-573.549,24.9001,35.7599
3.73199,0.989835,0.165237,4,23,0,-0.582391,-554.939,20.7408,-550.972,37.7186,-586.246,35.2744,31.3073
1.40708,0.992222,0.165237,4,15,0,-0.142171,-571.12,14.9457,-566.147,43.4908,-599.355,33.2079,28.2349
2.6599,0.999915,0.165237,4,31,0,0.572041,-543.476,14.0355,-539.474,47.2544,-572.298,32.824,28.8218
1.95657,0.951504,0.165237,2,7,0,-0.41528,-538.381,12.1133,-538.409,51.8279,-570.244,31.8347,31.8633
2.56177,0.99416,0.165237,4,31,0,-1.38174,-556.728,32.3824,-555.381,40.3152,-586.712,31.3318,29.9842
3.36322,0.810996,0.165237,4,15,0,-0.399251,-557.441,17.4345,-552.15,43.6188,-586.81,34.6601,29.3691
-1.8619,0.962491,0.165237,4,31,0,5.76237,-526.819,13.3213,-519.073,20.5102,-553.696,34.6239,26.877
-0.331138,0.965303,0.165237,5,31,0,4.21144,-526.121,12.5616,-517.55,37.0711,-550.751,33.2006,24.6293
0.87095,0.995436,0.165237,3,7,0,0.937781,-516.792,13.5059,-527.221,42.7161,-556.472,29.2516,39.6806
-0.830068,0.985814,0.165237,5,31,0,2.28328,-513.306,18.404,-527.505,26.5063,-548.315,20.8104,35.0092
-0.571711,0.97754,0.165237,3,15,0,3.42826,-509.526,25.0216,-506.894,24.5498,-540.418,33.5237,30.8912
-4.4656,0.735845,0.165237,3,7,0,5.29872,-519.273,26.7204,-506.659,23.711,-538.501,31.842,19.228
-3.03117,0.990453,0.165237,5,31,0,6.18071,-529.426,16.2248,-518.846,21.6652,-549.859,31.0132,20.4333
-0.825236,0.958703,0.165237,2,7,0,3.98832,-524.933,16.0358,-517.852,21.0036,-553.732,35.88,28.7993
0.297025,0.99815,0.165237,5,31,0,2.70504,-516.734,17.1471,-516.407,22.1515,-548.34,31.9331,31.6058
0.522436,0.987991,0.165237,4,15,0,0.308666,-517.503,21.0599,-520.867,21.2097,-552.151,31.2843,34.6483
-0.626873,0.934832,0.165237,3,7,0,0.799965,-522.666,22.3787,-518.298,20.398,-548.131,29.8329,25.4655
3.72553,0.936515,0.165237,5,31,0,1.83885,-545.777,21.1263,-550.004,34.0074,-576.837,26.8325,31.0598
3.87848,0.94484,0.165237,2,7,0,-2.33199,-542.336,21.7118,-550.041,35.2865,-578.85,28.8088,36.5142
3.84195,0.968442,0.165237,3,7,0,-2.62776,-542.532,19.5064,-542.066,33.7938,-575.035,32.9692,32.5027
3.61778,0.937484,0.165237,4,15,0,-1.37108,-538.493,26.6971,-536.289,47.1115,-571.201,34.9122,32.7084
4.51611,0.999417,0.165237,4,31,0,-2.49665,-545.475,26.4365,-550.81,48.3108,-580.583,29.7731,35.1075
1.82415,0.826486,0.165237,4,23,0,-0.73284,-565.149,23.4107,-555.336,40.0123,-595.374,40.0379,30.2253
2.33448,0.998728,0.165237,4,23,0,1.57001,-535.816,15.766,-532.657,36.2575,-562.041,29.3846,26.2254
1.81712,0.895894,0.165237,5,31,0,0.358665,-551.26,29.0048,-558.808,48.4551,-592.886,34.0779,41.6257
2.89724,0.99655,0.165237,4,31,0,0.478924,-557.816,25.8307,-568.404,51.0721,-590.743,22.3391,32.9275
4.35666,0.972223,0.165237,4,27,0,0.109509,-563.243,25.3503,-565.536,51.8226,-594.951,29.4147,31.7075
4.36639,0.991733,0.165237,4,31,0,-2.37155,-545.945,18.9082,-549.956,39.6217,-578.068,28.1117,32.1227
3.39032,0.905585,0.165237,4,15,0,-3.0533,-549.547,17.7948,-547.879,42.6573,-576.156,28.2769,26.6088
1.72991,0.965265,0.165237,2,3,0,-1.09253,-550.06,15.9095,-542.43,41.6946,-581.871,39.4411,31.8105
3.14084,1,0.165237,5,31,0,-1.14353,-535.074,28.0356,-533.828,37.9352,-568.307,34.4791,33.2323
3.52744,0.99979,0.165237,4,31,0,-1.38087,-549.494,16.6883,-548.406,52.2627,-582.492,34.0859,32.9979
1.75332,0.939332,0.165237,4,31,0,1.04108,-525.369,13.4897,-535.653,44.3162,-559.63,23.9764,34.261
3.45863,0.825826,0.165237,4,15,0,0.975575,-540.521,17.2936,-539.343,36.5463,-568.877,29.5349,28.3565
3.89455,0.999579,0.165237,4,31,0,-2.6855,-541.991,18.9662,-548.971,36.0702,-577.48,28.509,35.4894
2.37427,0.991244,0.165237,3,15,0,-0.085587,-543.349,15.1801,-541.363,57.1134,-574.429,33.0659,31.0799
3.07455,0.973551,0.165237,3,15,0,-0.0714637,-547.186,24.9488,-559.121,37.2708,-584.782,25.661,37.5961
-0.372977,0.838196,0.165237,3,7,0,1.17564,-565.883,27.9407,-549.758,40.7064,-587.531,37.7734,21.6478
0.729317,0.786291,0.165237,4,31,0,5.8612,-524.977,12.1211,-527.409,41.9442,-562.575,35.1664,37.5981
3.09913,0.97442,0.165237,5,31,0,0.449344,-570.022,30.0187,-571.409,52.9715,-602.99,31.5811,32.9682
-1.25907,0.905136,0.165237,3,15,0,2.8038,-591.142,16.8189,-586.672,43.1001,-619.728,33.0566,28.5861
0.590615,0.873818,0.165237,2,3,0,2.30266,-583.077,17.8917,-587.445,45.3354,-618.669,31.2243,35.5926
1.13562,0.965935,0.165237,4,15,0,0.710708,-578.939,19.4841,-582.351,39.9538,-609.862,27.511,30.9233
3.47803,1,0.165237,4,15,0,-0.243633,-563.377,25.5813,-565.522,38.5424,-593.558,28.0367,30.181
4.98389,0.985641,0.165237,4,31,0,-2.9622,-545.043,22.4417,-547.526,47.2795,-577.447,29.9205,32.4036
4.28775,0.981265,0.165237,4,15,0,-3.76079,-539.622,24.5831,-545.881,52.3047,-574.286,28.4052,34.6639
3.3137,0.946849,0.165237,4,31,0,-1.79931,-537.725,26.9684,-545.789,36.5805,-571.141,25.3521,33.4159
1.82774,0.958748,0.165237,3,7,0,-0.738236,-538,32.4603,-544.298,37.2677,-574.488,30.1903,36.4885
2.18834,0.971672,0.165237,4,31,0,0.44101,-533.616,31.7796,-539.044,39.8656,-569.335,30.2904,35.7189
2.00525,0.97217,0.165237,3,7,0,-0.754481,-534.78,31.8333,-538.247,36.3948,-566.136,27.8893,31.3565
1.89416,0.951566,0.165237,4,15,0,-0.657778,-536.732,31.9578,-535.521,39.2115,-565.033,29.5128,28.3011
2.65452,0.999797,0.165237,4,15,0,0.481847,-547.209,14.553,-548.884,56.6651,-578.174,29.2896,30.9654
3.98849,0.953766,0.165237,4,15,0,-1.43522,-540.483,25.0783,-542.436,36.0601,-570.536,28.1001,30.0534
2.67687,0.939202,0.165237,4,15,0,-2.01999,-537.555,18.514,-545.962,55.1499,-577.358,31.3952,39.8022
2.3614,0.91457,0.165237,4,31,0,0.84569,-545.961,13.0921,-544.212,40.7764,-574.254,30.0426,28.2931
3.66851,0.703669,0.165237,4,31,0,1.87295,-534.771,17.0905,-537.38,37.0519,-565.566,28.1861,30.7944
4.05992,0.982504,0.165237,4,15,0,1.92583,-535.542,18.6642,-535.435,41.1786,-564.943,29.5086,29.4009
2.1294,0.795526,0.165237,4,27,0,-0.951931,-559.117,26.5591,-558.049,43.3368,-583.4,25.3513,24.2834
4.22112,0.791212,0.165237,3,7,0,0.0321695,-556.554,24.3979,-556.914,44.7318,-584.874,27.9596,28.3202
4.15976,0.906256,0.165237,3,15,0,-2.54984,-551.684,24.7365,-559.074,52.2804,-584.518,25.4437,32.8336
3.98733,0.831826,0.165237,2,3,0,-2.77446,-554.516,24.21,-558.127,52.2378,-583.95,25.8236,29.4343
4.86819,0.995296,0.165237,4,23,0,-2.39396,-539.415,22.254,-543.38,45.0157,-572.683,29.3033,33.2686
0.870756,0.917055,0.165237,4,23,0,-0.449865,-540.927,9.5908,-546.903,44.037,-573.203,26.3002,32.2757
1.27198,0.989355,0.165237,4,15,0,0.0197517,-544.799,11.2336,-543.063,51.2138,-573.076,30.0131,28.2777
3.18175,0.825914,0.165237,4,15,0,0.54987,-541.63,16.1933,-539.441,35.8379,-573.78,34.3389,32.1498
1.14767,0.584394,0.165237,2,3,0,2.57742,-545.903,16.9057,-534.008,38.9583,-569.361,35.353,23.4581
3.3119,0.97163,0.165237,4,31,0,1.98664,-554.206,20.468,-557.183,33.3205,-589.392,32.2084,35.1859
1.71212,0.981026,0.165237,4,31,0,1.59635,-517.34,24.5178,-523.573,29.6424,-549.818,26.245,32.4778
0.708805,0.982112,0.165237,5,31,0,1.49232,-517.634,15.527,-514.038,49.2708,-548.28,34.2416,30.6458
-0.533611,0.922338,0.165237,5,31,0,2.45473,-509.221,21.8848,-504.454,32.2121,-534.344,29.8902,25.1229
3.64839,0.98155,0.165237,5,31,0,2.51419,-564.537,19.3149,-570.906,46.9613,-599.48,28.5739,34.9428
3.51598,0.916629,0.165237,4,15,0,-2.09965,-570.504,26.6975,-566.814,48.9468,-600.504,33.6898,30.0003
3.63212,0.848094,0.165237,2,7,0,-0.142816,-566.126,27.7139,-572.138,49.6134,-599.701,27.563,33.5754
3.90706,0.90275,0.165237,4,15,0,-2.0657,-553.68,17.4497,-557.094,52.8745,-588.53,31.4362,34.8497
4.09278,0.989649,0.165237,4,15,0,-2.88539,-558.831,27.7639,-557.011,50.6988,-589.459,32.4486,30.6282
2.96381,0.891803,0.165237,2,3,0,-2.74247,-561.837,27.0394,-555.023,51.3304,-587.384,32.3611,25.5474
2.58132,0.989172,0.165237,4,31,0,-0.805076,-547.081,19.1763,-541.17,30.6584,-576.427,35.2575,29.3465
2.05631,0.830275,0.165237,4,15,0,0.372843,-538.608,22.8434,-549.62,28.3659,-575.114,25.494,36.5058
1.61453,0.962468,0.165237,5,31,0,0.253499,-527.143,25.4785,-531.369,59.1561,-563.162,31.7933,36.0192
2.8603,0.893907,0.165237,4,31,0,1.98086,-519.518,23.9676,-525.608,40.7039,-556.318,30.7103,36.7999
2.60038,0.928914,0.165237,3,15,0,0.212512,-520.742,19.0943,-529.658,36.6805,-554.039,24.3811,33.2977
4.4182,0.989529,0.165237,4,23,0,-1.79216,-536.854,22.8671,-536.407,47.7312,-568.459,32.0516,31.6046
2.92844,0.853367,0.165237,3,7,0,-2.20746,-531.514,25.6948,-544.374,47.6372,-568.568,24.1941,37.0539
3.97632,0.949985,0.165237,2,3,0,-2.05327,-532.707,25.8174,-537.89,48.6688,-567.098,29.208,34.391
2.99265,0.902317,0.165237,4,23,0,-0.823869,-545.338,21.927,-558.837,53.5406,-585.797,26.9601,40.4588
2.94361,0.978307,0.165237,3,7,0,-1.87168,-558.04,24.3247,-549.109,50.8798,-583.439,34.3299,25.399
3.88275,0.985466,0.165237,2,7,0,-0.688824,-550.106,23.1005,-552.525,58.2195,-584.901,32.3757,34.7954
1.33935,0.916873,0.165237,5,31,0,-0.261647,-529.975,18.2561,-524.586,30.9159,-554.43,29.8441,24.4553
-2.15862,0.999744,0.165237,3,15,0,3.86522,-532.805,12.9062,-540.825,20.005,-564.257,23.4325,31.4522
-2.0609,0.993229,0.165237,4,15,0,4.40211,-535.372,9.96552,-529.193,24.1274,-565.388,36.1948,30.0159
2.49849,0.86299,0.165237,4,31,0,6.71574,-535.593,24.1706,-544.859,41.3179,-577.392,32.5325,41.7984
2.05086,0.992052,0.165237,4,19,0,0.521342,-564.846,22.1689,-565.645,59.1281,-590.977,25.3323,26.1316
2.29024,0.890655,0.165237,4,15,0,0.297296,-558.264,26.1052,-558.113,55.6581,-595.799,37.6864,37.5357
4.16613,1,0.165237,2,3,0,-2.17415,-557.866,25.5582,-560.974,54.349,-593.174,32.1996,35.3077
4.12011,0.993857,0.165237,4,31,0,-3.29838,-545.258,19.5543,-542.117,38.9447,-574.153,32.0362,28.8951
3.28981,0.880242,0.165237,2,7,0,-2.52327,-548.256,20.9164,-541.415,39.988,-573.53,32.115,25.274
3.73545,1,0.165237,2,3,0,-2.92555,-546.357,21.2481,-539.879,41.0578,-575.92,36.0402,29.5628
4.75979,0.980332,0.165237,3,15,0,-2.66176,-542.065,21.6089,-544.428,47.7721,-573.179,28.7504,31.114
3.88725,0.831257,0.165237,3,15,0,-2.13573,-541.896,19.4714,-552.065,49.6602,-580.063,27.9985,38.1671
4.04034,0.925532,0.165237,3,15,0,0.770729,-550.663,21.0684,-557.034,37.6605,-583.824,26.7896,33.1604
3.46664,0.955194,0.165237,2,7,0,-2.81664,-548.873,21.545,-559.018,38.629,-583.224,24.206,34.3503
3.43741,0.947672,0.165237,4,31,0,-1.71653,-558.705,27.6498,-567.766,52.9321,-593.106,25.3398,34.4013
3.96823,1,0.165237,4,15,0,-2.97962,-561.83,18.2421,-563.932,47.029,-595.24,31.3082,33.4102
4.23284,0.78711,0.165237,3,7,0,-0.536616,-559.703,21.2097,-557.725,52.6041,-591.19,33.4655,31.4878
3.88428,0.979216,0.165237,4,23,0,-2.60513,-553.413,17.5362,-550.241,46.4289,-582.401,32.1597,28.9879
4.30263,0.998422,0.165237,3,15,0,-1.81548,-546.521,24.0746,-552.302,37.8637,-582.327,30.0248,35.8058
1.67624,0.862886,0.165237,4,31,0,1.14993,-569.047,29.5752,-564.88,56.0976,-593.978,29.0975,24.9311
1.43475,0.925336,0.165237,3,7,0,0.856588,-559.244,26.3887,-572.422,58.832,-593.12,20.6977,33.8756
1.84487,0.998998,0.165237,4,23,0,0.685026,-542.592,15.9146,-553.516,32.7019,-581.058,27.5422,38.4656
-1.96397,0.767508,0.165237,4,31,0,4.48429,-529.196,22.8622,-513.248,41.6645,-556.886,43.6377,27.6897
-1.10947,0.995159,0.165237,2,7,0,2.84478,-529.098,22.087,-513.366,42.756,-554.038,40.6722,24.9394
-1.24563,0.91561,0.165237,3,11,0,3.70802,-531.589,23.3038,-516.996,43.6626,-551.241,34.2453,19.6524
-0.663652,1,0.165237,1,1,0,1.52157,-530.999,23.3353,-517.795,43.3399,-551.273,33.4776,20.2736
3.45803,0.999854,0.165237,4,27,0,3.15399,-545.269,26.776,-553.946,42.6217,-577.627,23.6805,32.358
3.77197,0.99946,0.165237,5,31,0,-2.02099,-550.576,25.043,-554.142,37.9508,-587.459,33.3174,36.8833
2.58428,0.89559,0.165237,4,31,0,-0.68839,-569.634,17.9737,-572.092,48.1085,-598.813,26.721,29.1794
