# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_grandparents_model
# start_datetime = 2023-04-03 18:50:52 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = model_grandparents_input.json
# init = 2 (Default)
# random
#   seed = 1335803763 (Default)
# output
#   file = model_grandparents_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,birth_date_hochdorf,age_hochdorf,daughter_age_hochdorf,mother_age_asperg,age_asperg,burial_date_hochdorf,burial_date_asperg
# Adaptation terminated
# Step size = 0.425841
# Diagonal elements of inverse mass matrix:
# 47.6574, 0.0114635, 0.700899, 0.0355465, 0.0425655
9.11325,0.988341,0.425841,3,7,0,-8.06349,-567.581,38.643,31.7145,19.5957,28.5053,-528.938,-487.765
11.1597,0.976641,0.425841,3,11,0,-7.60137,-585.06,50.2324,40.0843,23.1869,29.9978,-534.828,-491.791
12.0192,0.999566,0.425841,3,7,0,-10.8351,-582.405,51.816,30.2538,31.1966,29.5359,-530.589,-491.419
9.08088,0.790038,0.425841,3,11,0,-7.37588,-574.797,37.1787,29.4826,24.5741,28.1843,-537.619,-492.557
9.90527,0.982844,0.425841,3,15,0,-6.8205,-589.215,58.5139,37.4145,37.8831,27.8977,-530.701,-486.019
7.90349,0.951173,0.425841,2,3,0,-7.64835,-591.561,59.2796,28.0843,40.9074,27.4172,-532.282,-495.152
9.37386,1,0.425841,4,15,0,-6.64719,-592.411,54.6273,33.985,38.1862,36.5159,-537.784,-483.724
10.1879,0.99594,0.425841,4,15,0,-7.84635,-578.628,44.8306,36.6793,23.47,23.409,-533.797,-495.07
9.33685,0.960076,0.425841,2,3,0,-8.36652,-576.845,52.0881,44.6346,21.7406,25.7296,-524.757,-484.74
8.746,0.929193,0.425841,3,7,0,-7.40312,-574.652,37.4078,22.3244,34.5684,32.1945,-537.244,-485.565
9.82186,0.996419,0.425841,3,7,0,-7.25832,-580.891,57.2768,40.1831,29.1545,23.9437,-523.614,-487.61
7.74989,0.890216,0.425841,3,7,0,-6.1796,-590.739,50.4324,28.0487,32.7574,44.2896,-540.307,-485.644
6.71478,0.992605,0.425841,3,7,0,-4.34904,-587.308,48.7548,19.7902,34.7036,44.4505,-538.553,-488.363
9.93449,0.997022,0.425841,3,7,0,-2.25269,-568.823,43.9602,33.4628,24.6188,20.9944,-524.863,-489.747
10.5507,0.989691,0.425841,3,15,0,-9.057,-582.591,46.1638,29.592,25.8251,38.5616,-536.427,-488.612
8.4161,0.859933,0.425841,3,7,0,-6.73466,-578.909,49.9458,45.2603,29.5381,16.5249,-528.963,-487.586
9.74331,0.934766,0.425841,4,15,0,-6.15219,-575.458,50.5102,30.5277,22.1591,37.8623,-524.948,-484.909
7.83667,0.751195,0.425841,4,15,0,-5.60377,-572.785,40.8973,35.2404,29.6945,15.1883,-531.888,-492.662
10.8793,0.989194,0.425841,4,15,0,-7.01375,-581.154,46.9495,38.0986,33.4012,21.5608,-534.204,-488.093
10.9253,0.970892,0.425841,3,7,0,-9.84566,-582.612,45.3031,38.7462,32.4053,25.769,-537.309,-485.692
11.335,0.89689,0.425841,3,7,0,-9.66305,-580.098,51.8567,39.3257,31.4836,25.867,-528.242,-483.422
11.1342,0.996239,0.425841,2,7,0,-9.05325,-580.147,50.9433,40.8378,28.2683,22.5593,-529.203,-488.481
8.47738,0.903159,0.425841,3,7,0,-7.24805,-576.349,44.1951,24.7449,39.9712,19.8249,-532.154,-491.808
11.0036,0.952658,0.425841,2,3,0,-7.46607,-576.178,44.7458,30.9728,35.5931,27.6747,-531.432,-481.937
11.18,0.99745,0.425841,3,15,0,-9.90203,-584.939,55.0277,36.8562,30.7103,33.9273,-529.911,-483.445
9.04964,0.743864,0.425841,3,7,0,-7.96472,-584.829,53.7547,31.4841,26.3024,25.1726,-531.074,-501.87
10.7163,0.887663,0.425841,3,7,0,-6.60832,-584.389,54.8577,27.0875,29.6879,35.5243,-529.531,-492.089
11.5176,0.826027,0.425841,3,7,0,-8.09757,-575.239,49.7796,26.9212,30.5007,29.334,-525.46,-488.483
12.0384,0.896853,0.425841,2,3,0,-9.9098,-578.393,47.3328,29.5478,28.0925,28.5464,-531.06,-492.206
11.5927,0.997297,0.425841,3,7,0,-11.2531,-582.442,51.7538,40.6553,25.4686,30.501,-530.688,-485.817
9.33476,0.93714,0.425841,3,7,0,-8.55739,-575.348,41.8028,31.7868,38.211,22.1223,-533.545,-483.228
11.1022,0.854103,0.425841,3,7,0,-7.64139,-571.979,43.4533,33.2776,23.0488,27.094,-528.525,-488.558
9.39997,0.943632,0.425841,3,7,0,-8.50383,-566.373,39.7253,27.3106,27.5305,20.8863,-526.648,-490.646
11.5234,0.997493,0.425841,4,15,0,-8.12523,-585.098,49.3112,34.9589,34.1435,25.176,-535.787,-490.82
10.8429,0.631666,0.425841,3,7,0,-7.21757,-581.915,50.073,35.3363,22.8257,37.2658,-531.842,-486.488
11.1026,0.922433,0.425841,3,7,0,-9.7264,-577.96,45.5719,35.7892,23.231,26.0546,-532.388,-492.885
10.7993,0.926706,0.425841,4,15,0,-3.4974,-583.594,47.1492,40.2803,32.8569,23.4822,-536.444,-486.974
9.21906,0.884315,0.425841,3,7,0,-7.93016,-588.204,52.8525,43.4184,31.0912,19.3168,-535.351,-494.377
9.64013,1,0.425841,3,7,0,-8.17187,-583.078,52.679,36.2574,38.9054,20.1985,-530.399,-487.717
10.731,0.986687,0.425841,4,15,0,-7.4523,-572.281,47.356,35.1014,22.9087,24.7149,-524.925,-489.556
10.7182,0.952722,0.425841,2,7,0,-7.84416,-575.543,42.4073,35.3049,32.0779,23.2259,-533.136,-484.935
10.3742,0.921833,0.425841,3,15,0,-8.40396,-585.297,48.3684,44.5337,27.5317,26.4087,-536.929,-486.823
10.1029,0.815396,0.425841,3,15,0,-4.83526,-570.181,49.6962,27.2483,29.3487,29.6157,-520.485,-483.968
11.6829,1,0.425841,2,3,0,-9.33377,-578.007,48.5513,27.2127,27.2945,30.6322,-529.456,-492.867
10.1612,0.87291,0.425841,2,7,0,-8.42932,-585.737,45.48,37.4986,29.2286,35.3955,-540.257,-483.614
10.4147,0.999587,0.425841,3,7,0,-9.18753,-588.319,47.0587,38.3612,27.1459,34.258,-541.261,-488.554
11.2706,0.953662,0.425841,3,7,0,-8.13114,-587.577,49.3962,40.9968,28.4633,28.508,-538.18,-489.609
9.5947,0.542439,0.425841,2,3,0,-7.43568,-582.913,53.898,43.9279,31.6787,29.5389,-529.015,-477.767
8.36249,0.913423,0.425841,2,3,0,-6.84225,-589.106,45.9724,27.9537,40.2072,28.2514,-543.133,-492.693
9.80082,0.953951,0.425841,3,7,0,-6.50207,-585.265,54.893,40.5185,25.9998,22.4308,-530.372,-496.316
9.25649,0.922587,0.425841,4,15,0,-7.26489,-580.309,41.5127,39.5554,26.6904,28.9328,-538.796,-485.13
10.8638,0.85785,0.425841,3,7,0,-7.94088,-575.979,48.829,40.2303,25.0995,28.6213,-527.15,-482.028
11.9846,0.967543,0.425841,4,15,0,-10.3958,-583.889,49.9183,32.9112,33.5284,27.1137,-533.97,-490.335
9.16516,0.822766,0.425841,2,3,0,-8.65562,-579.713,55.5654,22.1754,35.561,30.9021,-524.148,-491.075
10.3907,1,0.425841,3,7,0,-8.46039,-592.183,50.286,38.9875,31.7489,28.8318,-541.897,-492.615
10.952,0.870945,0.425841,3,7,0,-8.5109,-574.632,48.8894,25.0035,26.2216,31.0265,-525.743,-492.38
9.55196,0.789665,0.425841,4,15,0,-7.16065,-587.358,52.8278,47.2598,26.9291,32.1771,-534.531,-480.992
10.1886,0.995006,0.425841,4,15,0,-9.25736,-586.038,51.0747,45.921,26.105,31.0016,-534.964,-483.011
9.70663,0.983769,0.425841,3,15,0,-7.99205,-582.108,49.7056,46.0971,25.0358,29.7043,-532.402,-481.271
11.2812,0.993622,0.425841,4,15,0,-7.84844,-580.748,49.4975,28.7931,36.8965,30.3587,-531.251,-484.7
10.6014,0.823767,0.425841,2,7,0,-6.50105,-585.016,45.0691,39.2687,27.178,29.1762,-539.947,-489.393
11.2961,0.891213,0.425841,3,15,0,-8.62526,-585.293,54.1556,40.0754,27.3731,33.3554,-531.137,-484.489
10.8429,0.998466,0.425841,3,7,0,-9.50157,-586.743,50.4301,26.2914,33.5821,34.6316,-536.313,-492.238
12.1276,1,0.425841,3,7,0,-10.5353,-580.202,47.7379,36.3721,27.4465,26.8659,-532.465,-489.518
10.425,0.85834,0.425841,3,7,0,-6.08677,-569.406,45.2446,29.6277,31.6099,27.5595,-524.162,-480.609
7.987,0.788206,0.425841,3,11,0,-5.69931,-589.045,51.2737,45.1797,30.7527,36.5366,-537.771,-476.576
10.1767,0.999594,0.425841,2,3,0,-7.22861,-588.551,47.4898,41.3768,26.5033,32.6564,-541.061,-488.015
10.282,0.901469,0.425841,3,7,0,-8.31673,-587.413,48.6407,42.7436,28.6551,24.3945,-538.773,-491.62
11.6002,0.939881,0.425841,3,7,0,-9.5652,-578.912,52.079,36.183,28.0662,25.1087,-526.833,-489.554
10.4805,0.94465,0.425841,3,7,0,-8.04883,-588.832,55.1283,39.1047,37.0969,24.6186,-533.704,-488.012
9.17376,0.730147,0.425841,3,11,0,-4.36385,-575.776,41.2462,31.8407,24.0534,38.3685,-534.53,-481.513
8.08877,0.847304,0.425841,2,7,0,-4.22925,-583.378,39.0416,33.5782,34.2287,28.8509,-544.336,-486.72
6.55402,0.744663,0.425841,2,7,0,-3.84143,-584.598,38.8406,34.552,30.6973,24.0457,-545.758,-495.303
10.0201,0.917826,0.425841,3,15,0,-5.1624,-570.536,39.5125,34.4251,27.5336,23.6816,-531.023,-484.895
11.023,0.97974,0.425841,3,7,0,-8.27076,-576.205,45.2246,33.3599,27.5979,22.0986,-530.981,-493.149
10.9077,0.985087,0.425841,3,7,0,-9.58874,-580.563,42.1385,34.6209,29.0013,30.0109,-538.425,-486.93
6.31879,0.746234,0.425841,3,7,0,-3.44949,-582.08,38.7274,37.1696,35.9648,27.2368,-543.352,-481.708
11.101,0.878899,0.425841,4,15,0,-4.17418,-574.934,41.6029,26.8296,26.677,32.5729,-533.331,-488.854
11.4348,0.939974,0.425841,3,15,0,-10.0253,-576.129,47.6253,37.9244,23.5412,27.1154,-528.504,-487.548
11.2127,0.844956,0.425841,3,15,0,-9.20126,-571.75,44.9272,30.1303,26.9685,31.8794,-526.823,-482.772
10.9239,0.985315,0.425841,3,7,0,-9.87726,-575.464,40.5563,27.3555,29.5893,31.9712,-534.908,-486.548
8.61318,0.61118,0.425841,3,7,0,-6.3205,-573.59,45.693,15.9516,28.3476,32.6981,-527.897,-496.593
11.1959,0.742304,0.425841,4,15,0,-5.36326,-581.186,48.7434,25.6723,34.9873,27.7571,-532.443,-492.769
10.5646,0.933951,0.425841,3,7,0,-6.74031,-584.216,51.7828,27.9895,37.1595,34.8054,-532.433,-484.262
9.28642,0.807449,0.425841,4,15,0,-6.38919,-572.735,44.4024,39.937,21.8708,31.1141,-528.332,-479.813
8.00328,1,0.425841,3,7,0,-7.68192,-578.338,43.5658,41.3541,19.3827,23.8302,-534.772,-493.771
8.08534,1,0.425841,3,15,0,-5.812,-577.603,44.7686,44.1081,22.2421,27.7825,-532.834,-483.47
9.21357,0.783761,0.425841,3,15,0,-4.3305,-584.141,51.7461,42.2522,38.1483,21.7439,-532.395,-481.997
10.919,0.963814,0.425841,3,7,0,-7.35488,-575.516,50.9293,33.2337,26.4744,33.1427,-524.587,-482.666
11.3685,0.919487,0.425841,3,7,0,-9.60467,-579.421,50.1386,41.0773,28.2443,26.6303,-529.283,-483.47
9.59432,0.861996,0.425841,2,3,0,-9.38825,-585.517,48.6603,35.0498,27.6396,23.1215,-536.857,-499.706
10.3617,0.855931,0.425841,2,7,0,-7.83876,-571.784,47.3722,37.3717,28.9997,24.3619,-524.412,-481.051
10.742,0.780204,0.425841,2,7,0,-7.38288,-577.803,46.2971,34.3602,24.401,23.6985,-531.505,-495.343
10.7273,0.902365,0.425841,2,7,0,-8.13719,-575.932,44.9161,34.9865,20.0793,31.4821,-531.016,-489.384
11.1535,0.767344,0.425841,3,15,0,-7.97781,-590.46,56.2512,37.251,34.4452,30.2889,-534.209,-488.475
12.0494,0.88642,0.425841,3,7,0,-9.07023,-581.032,51.2985,35.8899,31.8454,27.7803,-529.734,-485.516
11.5764,0.865286,0.425841,3,11,0,-9.74995,-588.713,53.4382,36.9922,29.4295,34.3205,-535.275,-487.971
11.4407,0.809115,0.425841,4,15,0,-10.2208,-574.795,42.397,29.8106,29.7833,25.3658,-532.398,-489.836
9.64985,0.942476,0.425841,3,7,0,-8.64152,-583.059,47.7923,39.5126,18.4082,33.2384,-535.267,-491.9
8.30267,0.862695,0.425841,3,7,0,-6.70855,-578.281,49.6586,42.9141,16.7519,35.0272,-528.623,-483.588
9.50621,0.952663,0.425841,4,15,0,-5.14263,-576.432,49.7001,40.5618,22.3543,34.0662,-526.732,-479.45
9.45948,0.91198,0.425841,3,7,0,-6.9557,-585.542,53.3242,38.2843,38.4084,30.6379,-532.217,-478.211
11.5389,0.943562,0.425841,3,7,0,-8.67126,-586.03,54.7608,38.2751,29.0179,33.1032,-531.269,-485.634
10.6442,0.954692,0.425841,3,7,0,-8.99701,-581.256,53.5053,27.4713,33.8611,25.9169,-527.751,-494.007
10.6396,0.936975,0.425841,3,15,0,-8.61264,-580.845,44.631,29.2401,26.1948,37.7585,-536.214,-487.651
10.4111,0.911424,0.425841,3,7,0,-9.35058,-581.291,53.2162,34.8697,27.3544,22.8686,-528.074,-496.198
9.87183,0.930674,0.425841,4,15,0,-8.35305,-570.717,43.5972,31.3946,24.2158,35.1227,-527.119,-479.984
11.1441,0.990467,0.425841,3,9,0,-9.42572,-585.917,54.9505,38.523,34.6749,25.5354,-530.966,-487.183
10.4068,0.9866,0.425841,3,15,0,-8.63233,-569.872,40.7246,25.4657,25.1029,33.3579,-529.147,-485.945
10.8678,0.972622,0.425841,3,7,0,-9.09539,-571.402,43.0536,27.5362,27.5362,33.4955,-528.349,-482.834
9.93012,0.981404,0.425841,3,7,0,-8.40923,-591.451,56.5538,42.9679,29.5131,24.2526,-534.897,-494.718
11.0649,0.989983,0.425841,3,7,0,-9.12075,-588.064,52.1438,36.9951,28.7576,36.9153,-535.92,-485.396
10.3338,0.963257,0.425841,3,7,0,-9.32627,-589.522,46.807,36.4418,29.6141,32.3888,-542.715,-491.077
6.13259,0.826742,0.425841,3,7,0,-4.0645,-567.041,38.7992,37.6473,22.5985,17.3252,-528.242,-489.47
7.19432,0.985969,0.425841,3,15,0,-3.14994,-571.224,46.1728,39.2861,27.0984,13.4601,-525.051,-491.379
10.7405,0.997202,0.425841,3,7,0,-6.30913,-587.87,50.8446,31.9697,36.9504,33.967,-537.025,-484.983
8.51836,0.641429,0.425841,3,15,0,-6.72982,-574.057,41.7211,30.4176,19.6677,25.5333,-532.336,-498.438
10.9176,0.970623,0.425841,4,15,0,-8.08476,-578.074,47.4988,36.014,20.1989,31.9731,-530.575,-489.888
11.3864,0.835798,0.425841,4,15,0,-9.11772,-582.276,52.6554,39.8089,31.7469,24.1907,-529.621,-486.53
11.2185,1,0.425841,3,7,0,-11.0293,-580.988,48.3546,29.608,29.5032,37.3995,-532.633,-484.477
11.2803,0.736029,0.425841,3,7,0,-8.8242,-581.814,44.4775,33.8249,29.4825,33.4763,-537.336,-485.03
11.5338,0.929229,0.425841,3,7,0,-10.034,-577.218,43.6148,35.0411,25.4224,30.1947,-533.603,-486.56
11.733,0.978375,0.425841,3,7,0,-10.7941,-580.22,52.4566,34.6633,29.7323,25.3799,-527.763,-490.444
8.91647,0.729467,0.425841,3,7,0,-8.22863,-586.461,47.7799,42.4532,26.6828,21.4145,-538.681,-495.91
10.0855,1,0.425841,3,7,0,-6.56781,-581.636,53.2495,25.7785,36.4459,35.1497,-528.386,-484.262
10.5973,0.985265,0.425841,3,7,0,-7.50939,-586.534,54.3794,27.4129,31.7835,37.5081,-532.155,-489.83
10.8438,0.90969,0.425841,3,7,0,-8.69966,-591.179,54.6714,43.3576,27.7468,32.0764,-536.508,-487.998
10.8187,0.969093,0.425841,4,15,0,-9.11994,-574.218,44.503,35.3288,25.7891,21.9594,-529.715,-491.14
11.7751,1,0.425841,3,7,0,-10.2973,-573.107,43.8005,31.645,27.3702,27.6096,-529.306,-486.482
11.5712,0.945894,0.425841,3,15,0,-9.28626,-575.661,46.1791,36.218,25.5409,24.8382,-529.482,-489.064
9.01402,0.846711,0.425841,3,11,0,-8.1713,-586.86,49.5061,38.1959,18.9134,33.2144,-537.354,-496.536
12.1851,0.867372,0.425841,3,7,0,-6.32537,-584.397,50.7207,33.1209,31.9511,28.8438,-533.677,-490.482
10.923,0.673608,0.425841,2,3,0,-10.1123,-582.552,51.1647,39.2522,34.6363,27.8719,-531.387,-480.792
11.1024,0.974092,0.425841,2,7,0,-8.39855,-582.92,50.3793,39.4591,23.0373,27.2798,-532.541,-493.144
10.2973,0.994889,0.425841,3,15,0,-9.05105,-570.34,44.3403,30.1582,21.7547,33.7528,-526,-484.674
8.14049,0.985257,0.425841,3,15,0,-7.93103,-597.471,52.4064,39.3394,39.2605,28.7338,-545.065,-490.137
10.8644,0.994295,0.425841,2,3,0,-8.12331,-592.702,55.1673,37.9969,34.842,30.7173,-537.535,-489.146
11.3947,0.980816,0.425841,3,15,0,-9.23521,-573.036,46.8741,32.1785,23.4314,28.7339,-526.162,-488.692
11.9451,0.985051,0.425841,4,15,0,-10.574,-577.703,46.1072,33.0068,25.0416,29.0445,-531.596,-490.61
11.0719,0.984821,0.425841,3,7,0,-10.7091,-572.512,41.8504,32.7402,29.5423,23.8124,-530.662,-486.417
10.8429,0.908193,0.425841,3,15,0,-9.4378,-571.257,42.318,23.2819,30.1516,31.884,-528.939,-485.94
10.0787,0.999526,0.425841,4,15,0,-9.21537,-567.037,38.3491,27.7018,26.1639,25.7339,-528.688,-487.437
9.0773,0.970628,0.425841,4,15,0,-8.9808,-564.185,36.74,27.4927,27.4822,27.1068,-527.445,-482.103
9.84254,0.93942,0.425841,3,15,0,-6.97959,-581.44,42.2043,38.555,25.0675,30.4215,-539.236,-487.396
8.61175,0.85203,0.425841,3,7,0,-5.7094,-583.469,53.9098,33.477,27.3392,21.3402,-529.559,-501.312
7.24561,1,0.425841,4,15,0,-5.24503,-571.153,40.3672,32.0047,26.6205,15.651,-530.785,-496.876
10.7478,0.974901,0.425841,3,15,0,-6.8196,-579.158,44.7323,38.4522,26.6513,32.434,-534.426,-481.621
11.1329,0.930359,0.425841,3,7,0,-9.06326,-581.106,50.538,39.032,22.5714,33.5437,-530.568,-485.959
9.4217,0.867603,0.425841,3,7,0,-4.80351,-573.678,45.8582,29.4204,39.0262,21.132,-527.82,-484.099
8.80261,0.754958,0.425841,3,7,0,-4.29906,-579.351,53.4191,47.0783,21.7784,28.0737,-525.931,-482.42
10.3157,0.718684,0.425841,4,15,0,-5.82313,-576.985,49.5773,26.4488,37.6113,30.6172,-527.408,-482.308
11.5943,0.90522,0.425841,3,7,0,-8.37107,-585.189,52.1997,32.6955,27.532,35.9364,-532.989,-489.025
11.5755,0.951703,0.425841,3,7,0,-10.2528,-580.402,46.4769,26.343,34.0853,31.1724,-533.925,-488.802
10.4853,0.583304,0.425841,4,15,0,-8.12988,-580.995,48.0699,27.1566,37.1379,23.7506,-532.925,-492.95
9.7338,0.634913,0.425841,4,15,0,-6.91587,-575.689,47.3688,42.469,23.3786,21.4217,-528.32,-488.42
9.68953,0.992232,0.425841,3,7,0,-7.68769,-578.641,46.5292,41.4265,18.9739,27.2633,-532.111,-490.977
9.0696,0.849744,0.425841,3,15,0,-7.25187,-578.648,47.7002,44.4012,26.5541,30.3014,-530.947,-477.391
5.57551,0.726704,0.425841,4,15,0,-0.706261,-569.001,43.0749,40.2366,19.9817,35.0647,-525.926,-473.718
9.96658,1,0.425841,3,7,0,-5.32656,-582.075,42.9918,35.9254,31.7585,22.6205,-539.083,-491.771
11.0679,0.993425,0.425841,3,7,0,-9.21906,-572.764,46.2042,36.1365,29.0799,23.7239,-526.56,-483.824
11.9644,0.920306,0.425841,4,15,0,-9.59064,-578.397,49.7339,32.7337,25.1674,31.5298,-528.663,-488.966
12.2703,0.948604,0.425841,4,15,0,-10.2158,-581.49,48.7037,33.8014,30.5692,26.9808,-532.786,-490.138
9.9769,0.470316,0.425841,4,15,0,-5.59424,-582.747,47.3246,37.5658,19.9445,29.9108,-535.423,-495.326
10.3212,0.813039,0.425841,3,15,0,-7.0653,-573.752,39.5368,31.2423,28.2036,23.6779,-534.215,-490.628
10.7484,0.893651,0.425841,3,15,0,-6.91584,-587.858,52.8032,40.4832,26.3551,25.8806,-535.054,-495.139
12.3082,0.905919,0.425841,3,15,0,-9.70258,-582.174,51.3851,33.3416,30.578,28.9061,-530.789,-489.348
12.0358,0.970354,0.425841,4,15,0,-10.4825,-581.619,50.9679,34.1375,26.2736,33.0729,-530.651,-488.135
6.97771,0.326027,0.425841,2,3,0,-4.62241,-582.973,59.7674,27.0946,24.4153,31.8414,-523.206,-499.622
9.85777,0.814286,0.425841,3,7,0,-4.41089,-582.744,50.237,42.1917,34.027,28.8773,-532.507,-477.648
7.17875,0.760041,0.425841,2,7,0,-6.36706,-583.195,51.5471,45.9429,34.0629,30.6547,-531.648,-472.534
10.6059,0.981193,0.425841,4,15,0,-7.32696,-572.016,47.1993,37.9162,26.1205,23.6327,-524.817,-484.347
11.3823,0.957493,0.425841,3,7,0,-9.75367,-579.758,45.8411,27.1954,30.5392,27.6337,-533.917,-494.39
9.34591,0.770384,0.425841,2,7,0,-8.85665,-575.315,46.3814,37.2454,35.2093,26.9007,-528.934,-475.96
5.30296,0.775611,0.425841,3,7,0,-3.59314,-586.433,56.0557,21.1565,27.7236,30.4279,-530.377,-507.125
8.42702,0.927626,0.425841,4,15,0,-2.72703,-596.299,59.6794,41.8681,29.5796,39.6921,-536.62,-485.159
9.69866,0.988721,0.425841,3,7,0,-7.17206,-589.44,60.8674,40.4645,26.6765,32.7895,-528.573,-489.509
9.43292,1,0.425841,4,15,0,-8.6982,-568.461,42.8085,31.8496,18.2822,28.4984,-525.652,-489.831
8.77792,0.878235,0.425841,3,7,0,-7.46142,-569.097,43.8732,25.7229,18.1307,33.9795,-525.224,-491.264
10.0933,0.830613,0.425841,3,11,0,-5.68739,-577.555,40.1729,35.5045,27.4433,30.2475,-537.382,-484.36
10.2544,0.974484,0.425841,3,7,0,-7.68519,-572.875,41.2798,22.354,34.9567,27.0176,-531.595,-488.547
9.94158,0.665833,0.425841,3,7,0,-7.05133,-581.86,49.9213,40.2322,25.0009,21.0294,-531.939,-495.598
10.1783,0.990338,0.425841,3,7,0,-8.46022,-586.362,43.7837,33.4262,32.1326,30.3809,-542.579,-490.422
8.81132,0.908351,0.425841,2,7,0,-6.08913,-586.95,52.7679,44.108,26.6667,37.7772,-534.182,-478.398
10.1292,0.982809,0.425841,3,7,0,-7.88977,-593.177,53.5918,41.0388,27.0555,29.8487,-539.585,-495.234
10.5177,0.852191,0.425841,2,3,0,-8.74702,-591.338,51.0805,42.9913,28.2536,31.3675,-540.257,-488.725
10.264,0.86324,0.425841,3,7,0,-7.86944,-589.378,55.9045,46.4585,30.1538,28.6335,-533.474,-484.132
8.28589,0.976517,0.425841,3,7,0,-6.35162,-570.264,43.8579,20.7086,24.0524,40.2592,-526.406,-485.243
10.7843,0.864961,0.425841,3,7,0,-6.3613,-580.844,48.6775,43.2953,24.273,25.8296,-532.167,-487.446
10.8562,0.969862,0.425841,3,7,0,-8.53165,-585.425,55.3157,28.4772,35.8595,30.587,-530.11,-490.502
11.9558,0.978332,0.425841,3,7,0,-9.61324,-576.811,46.8031,30.8232,28.9231,32.5596,-530.008,-484.505
11.5438,0.983414,0.425841,3,15,0,-11.2557,-575.112,44.2758,31.0094,29.8085,23.8599,-530.836,-490.434
10.0571,0.819966,0.425841,3,7,0,-6.66434,-575.555,52.8758,32.8248,21.8747,29.1587,-522.679,-491.696
10.0824,0.356908,0.425841,3,7,0,-3.73151,-589.344,54.2767,34.2261,24.5836,32.5893,-535.067,-497.945
9.97713,0.940564,0.425841,2,7,0,-7.59365,-575.658,45.047,30.4754,31.9381,35.5615,-530.611,-477.683
8.56833,0.832025,0.425841,2,3,0,-7.36238,-581.611,43.885,22.4765,26.0534,33.6207,-537.726,-499.46
10.4974,1,0.425841,2,7,0,-7.11067,-569.41,44.534,32.9993,28.2323,28.0456,-524.876,-480.133
9.20163,0.934173,0.425841,2,7,0,-6.50443,-569.797,47.919,32.1382,19.4289,26.0345,-521.878,-492.196
11.3036,0.947142,0.425841,3,7,0,-7.67292,-577.019,46.9172,38.9485,29.1262,23.3124,-530.102,-485.632
9.50321,0.722271,0.425841,2,7,0,-5.54681,-574.175,45.9237,39.0561,28.6216,30.6274,-528.251,-475.87
5.53543,0.933088,0.425841,3,7,0,-3.22563,-596.353,65.7744,52.3954,33.2209,27.7371,-530.579,-483
5.63163,0.986125,0.425841,4,15,0,-1.75148,-577.961,44.2871,42.3724,37.9351,14.5559,-533.674,-483.098
8.05059,0.957284,0.425841,3,7,0,-4.42683,-574.671,51.2136,44.6273,27.0885,17.66,-523.457,-485.295
9.80692,0.955101,0.425841,2,7,0,-6.99675,-575.403,48.6964,38.6209,25.7623,18.9722,-526.707,-492.048
10.9425,0.956297,0.425841,3,7,0,-8.19577,-570.945,42.9529,25.7387,30.1425,24.6899,-527.992,-490.374
11.1377,0.994699,0.425841,3,15,0,-10.0781,-590.162,54.0594,39.3963,28.0528,34.8755,-536.103,-487.837
10.1368,0.787456,0.425841,3,7,0,-7.81577,-592.357,52.0484,41.5933,26.7977,29.4623,-540.308,-494.503
5.1768,0.741538,0.425841,3,15,0,-4.84735,-566.88,36.0733,20.8007,23.9715,20.8832,-530.806,-501.224
8.95862,1,0.425841,2,3,0,-5.01804,-563.931,37.8449,24.8904,24.4493,24.3437,-526.086,-490.248
10.3002,0.845413,0.425841,3,7,0,-6.34293,-573.225,39.2123,23.6371,30.7075,28.4896,-534.012,-490.391
8.92526,0.967088,0.425841,2,3,0,-8.39521,-567.825,39.1062,19.3807,35.348,28.0419,-528.719,-485.054
9.86925,0.964889,0.425841,3,7,0,-7.0215,-586.102,53.5313,45.595,21.286,28.1193,-532.571,-491.102
12.0155,0.938617,0.425841,3,7,0,-8.00637,-574.976,45.473,31.6288,29.105,26.21,-529.503,-488.032
9.818,0.742674,0.425841,3,7,0,-7.20236,-578.673,39.9746,34.6774,29.932,24.5361,-538.699,-489.528
11.1256,0.978808,0.425841,3,7,0,-7.84222,-578.017,50.4722,26.0011,26.5374,34.1461,-527.545,-491.333
10.423,0.564155,0.425841,3,7,0,-7.51141,-579.841,53.5269,42.1392,24.2638,30.3694,-526.314,-483.069
