# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_grandparents_model
# start_datetime = 2023-04-03 18:50:52 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = model_grandparents_input.json
# init = 2 (Default)
# random
#   seed = 1335803763 (Default)
# output
#   file = model_grandparents_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,birth_date_hochdorf,age_hochdorf,daughter_age_hochdorf,mother_age_asperg,age_asperg,burial_date_hochdorf,burial_date_asperg
# Adaptation terminated
# Step size = 0.425841
# Diagonal elements of inverse mass matrix:
# 47.6574, 0.0114635, 0.700899, 0.0355465, 0.0425655
8.68595,0.917551,0.425841,3,7,0,-8.34962,-584.991,52.1433,36.8923,23.0392,23.603,-532.848,-501.457
8.41897,0.839317,0.425841,3,7,0,-5.96293,-586.566,49.198,33.5377,24.9145,25.1346,-537.368,-502.98
10.3367,1,0.425841,2,3,0,-8.5788,-577.457,50.4843,41.1142,25.7051,30.9418,-526.972,-479.695
11.6881,0.975837,0.425841,4,15,0,-10.1119,-578.555,48.0213,31.7306,24.3588,29.3756,-530.534,-493.09
11.1664,0.763923,0.425841,2,7,0,-7.55987,-579.816,47.3591,35.7156,32.1788,21.3101,-532.457,-490.612
9.03,0.923165,0.425841,4,15,0,-7.49375,-575.151,45.1584,31.7775,39.1159,18.7074,-529.992,-485.55
10.0797,0.967321,0.425841,3,7,0,-7.11971,-569.296,45.6311,28.3642,27.5292,21.6197,-523.665,-491.783
10.1367,0.994644,0.425841,3,7,0,-8.21367,-586.011,48.479,44.9349,27.0034,26.1885,-537.532,-487.885
9.36356,0.907262,0.425841,3,7,0,-6.29943,-575.718,45.0052,26.7186,23.3574,40.7743,-530.713,-484.867
8.4151,0.597161,0.425841,4,15,0,-3.01202,-584.472,58.5822,46.489,32.2331,23.548,-525.89,-482.202
10.9463,0.985631,0.425841,3,7,0,-2.87827,-580.931,53.8339,39.0808,31.5154,23.1277,-527.097,-487.207
12.0912,1,0.425841,3,7,0,-10.82,-577.635,44.8818,30.7418,30.7097,29.3678,-532.753,-486.816
12.0119,0.972413,0.425841,3,7,0,-11.1576,-579.16,48.6779,37.4077,28.0026,25.5767,-530.482,-488.173
10.998,0.949397,0.425841,3,7,0,-10.2209,-576.738,46.2411,28.3654,23.0479,35.3848,-530.497,-489.94
7.50046,0.922479,0.425841,3,7,0,-5.14842,-595.689,62.3896,39.0012,38.3446,23.8392,-533.299,-494.504
10.8178,0.959517,0.425841,3,7,0,-5.44381,-582.877,49.7818,33.3343,24.8956,38.6797,-533.095,-485.967
8.67451,0.51418,0.425841,3,7,0,-4.98737,-588.728,55.1468,43.5489,39.2501,21.667,-533.581,-484.262
9.88372,0.998062,0.425841,3,7,0,-7.73206,-585.088,52.8629,40.9114,31.19,19.3498,-532.225,-493.637
10.1766,0.961902,0.425841,2,7,0,-7.32598,-590.057,58.0229,44.8688,32.1569,26.8259,-532.034,-486.205
9.19108,0.397488,0.425841,2,3,0,-4.84551,-591.778,55.8238,45.4081,37.0135,26.4042,-535.954,-482.952
9.98044,0.918657,0.425841,3,7,0,-7.14345,-580.178,51.3637,35.4619,29.4975,37.0576,-528.814,-478.161
8.44963,1,0.425841,3,7,0,-7.55594,-571.182,43.4686,36.5193,34.4136,16.8823,-527.713,-483.367
8.61123,0.830035,0.425841,3,7,0,-6.51892,-567.563,44.3928,35.4967,30.4558,17.5441,-523.17,-484.067
9.25916,0.942046,0.425841,2,7,0,-4.97283,-571.151,42.9536,36.2606,33.5579,20.935,-528.198,-480.398
9.94512,0.922628,0.425841,3,7,0,-7.39917,-573.817,41.2778,30.9791,24.0011,23.8064,-532.539,-495.03
9.62348,0.998937,0.425841,3,15,0,-8.96492,-573.015,48.1626,42.0873,23.1707,25.6224,-524.853,-482.135
12.0597,0.964051,0.425841,2,7,0,-9.02909,-576.403,46.3764,33.5725,25.7025,28.3801,-530.026,-488.747
11.4158,0.987124,0.425841,3,7,0,-11.2936,-572.842,43.2669,33.8983,25.4152,26.5266,-529.575,-487.002
11.4158,0.517258,0.425841,2,7,0,-6.58225,-572.842,43.2669,33.8983,25.4152,26.5266,-529.575,-487.002
11.5713,0.962977,0.425841,2,7,0,-9.01725,-576.537,45.9554,36.8646,26.9812,24.0706,-530.582,-488.621
11.7484,0.983626,0.425841,3,15,0,-9.62354,-580.501,47.9077,39.8089,27.1784,26.6844,-532.593,-486.829
11.1064,0.96546,0.425841,3,15,0,-10.3128,-586.512,49.231,41.7869,29.8716,30.4792,-537.281,-484.374
9.56517,0.898119,0.425841,3,11,0,-7.54584,-580.159,43.4303,36.1859,20.5755,36.1429,-536.729,-487.255
10.3463,0.88454,0.425841,3,15,0,-7.28394,-576.4,52.446,33.3745,26.1865,34.7179,-523.954,-482.121
10.6214,0.951442,0.425841,3,7,0,-8.90084,-586.648,45.6117,32.9328,34.9467,29.7158,-541.036,-489.052
11.8503,1,0.425841,3,7,0,-9.8802,-577.346,45.6372,33.8515,27.5234,31.9702,-531.709,-484.001
10.5168,0.926303,0.425841,4,15,0,-7.69742,-580.965,45.7088,41.7752,27.399,23.9883,-535.256,-487.802
10.2241,0.738024,0.425841,3,15,0,-7.35918,-570.748,42.1964,36.847,26.4953,23.1716,-528.552,-484.234
8.15572,0.850971,0.425841,3,7,0,-7.11585,-580.426,38.6723,34.9283,34.4557,24.969,-541.754,-486.073
8.54467,0.989822,0.425841,3,7,0,-7.35196,-569.194,47.2429,27.3724,21.2016,24.3981,-521.951,-496.222
8.30112,0.987538,0.425841,3,7,0,-7.011,-580.27,38.3715,35.0357,29.1524,32.0923,-541.898,-483.989
4.65813,0.977886,0.425841,3,7,0,-3.69832,-564.075,39.4648,35.2649,13.9926,20.5928,-524.61,-494.225
6.67197,0.865973,0.425841,3,15,0,-0.856352,-576.096,39.7865,38.4623,20.5098,36.1861,-536.309,-480.938
6.81518,0.930401,0.425841,3,15,0,-2.93189,-564.534,34.3185,26.5217,23.7937,20.4541,-530.215,-493.764
8.0361,1,0.425841,2,3,0,-6.57572,-565.06,35.978,28.7329,23.6053,21.4566,-529.082,-491.266
9.25339,0.964225,0.425841,3,7,0,-6.40192,-572.876,39.102,36.599,27.6269,26.5418,-533.774,-482.108
11.1592,0.995062,0.425841,3,7,0,-8.6679,-576.57,42.4066,28.9687,25.5783,29.6547,-534.163,-492.368
9.37874,0.950236,0.425841,2,7,0,-7.75301,-584.326,50.4665,44.8393,20.7292,34.5969,-533.859,-484.161
9.30118,0.355855,0.425841,3,7,0,-1.20108,-572.305,47.866,32.9976,29.1245,34.1319,-524.439,-476.051
7.44158,0.964711,0.425841,3,7,0,-6.40377,-571.259,46.452,18.8957,27.2649,24.3365,-524.807,-500.762
6.88203,1,0.425841,3,7,0,-6.14277,-591.461,45.0212,43.284,26.9333,28.5359,-546.44,-492.708
6.4862,0.996441,0.425841,3,7,0,-4.79651,-583.507,45.5342,44.4914,20.3008,22.8877,-537.973,-495.827
6.83001,0.828684,0.425841,4,15,0,-0.90239,-586.34,57.2259,52.0482,32.0172,20.2733,-529.114,-482.001
6.32594,0.99764,0.425841,4,15,0,-5.86001,-569.909,37.9063,14.2078,25.0396,32.6071,-532.003,-498.055
7.02749,0.943965,0.425841,3,7,0,-4.1034,-571.334,37.9323,29.1024,28.7775,38.1371,-533.402,-475.317
6.90484,0.951875,0.425841,3,11,0,-5.12559,-574.843,56.1474,42.324,26.3104,29.3129,-518.695,-476.896
10.5689,0.803702,0.425841,2,7,0,0.308482,-585.037,50.9099,37.713,28.6127,22.475,-534.127,-496.236
8.87493,0.737714,0.425841,3,15,0,-5.20431,-573.53,41.9125,22.6883,35.5925,21.022,-531.618,-494.227
11.4703,0.882968,0.425841,3,7,0,-6.91913,-576.264,47.0137,24.8161,33.7532,30.1381,-529.251,-487.557
9.63176,0.570067,0.425841,3,7,0,-7.05841,-582.855,45.7825,38.8903,31.1843,19.596,-537.073,-493.185
10.8314,0.78779,0.425841,3,15,0,-6.43039,-569.822,40.9794,28.666,26.555,25.1045,-528.843,-489.497
9.23387,0.887259,0.425841,4,15,0,-7.97385,-573.904,41.3844,25.6862,38.6953,28.702,-532.519,-480.82
11.0448,0.927162,0.425841,3,7,0,-7.481,-584.295,48.7903,33.3045,31.0799,24.2275,-535.505,-495.684
8.85875,0.862508,0.425841,3,7,0,-7.52674,-586.873,49.2758,46.4266,21.0846,28.8452,-537.597,-490.517
9.18963,1,0.425841,3,7,0,-7.97457,-584.772,47.3002,45.5773,27.2474,28.9634,-537.472,-482.984
7.87217,0.876367,0.425841,4,15,0,-6.13209,-570.928,49.1137,27.3792,32.3502,35.645,-521.814,-475.554
7.0051,0.990766,0.425841,4,15,0,-3.39296,-568.124,44.8898,40.8207,21.9662,30.1985,-523.234,-475.138
7.46807,0.995403,0.425841,3,7,0,-4.88765,-573.98,45.9181,40.5442,13.548,32.4713,-528.062,-487.417
6.12369,0.940353,0.425841,3,7,0,-2.18897,-589.113,49.6194,21.0329,45.3434,27.9285,-539.494,-494.808
5.44423,0.984369,0.425841,3,7,0,-4.54214,-590.303,47.8407,21.9126,45.5563,27.9144,-542.462,-494.92
9.60699,1,0.425841,3,7,0,-3.46328,-575.865,48.3316,29.3124,39.951,23.7225,-527.534,-482.88
9.59858,1,0.425841,3,15,0,-8.69527,-577.605,45.9898,37.8054,19.7708,36.5489,-531.615,-483.48
9.40859,0.994936,0.425841,3,7,0,-8.35543,-571.558,45.1243,26.8122,38.5065,24.8147,-526.434,-481.425
9.05986,0.990664,0.425841,3,7,0,-6.24897,-587.965,51.8767,34.8138,27.5193,42.7739,-536.088,-482.858
7.96723,0.799092,0.425841,3,7,0,-6.08446,-587.029,49.3612,31.8403,32.0091,20.7906,-537.668,-502.389
3.5159,0.894912,0.425841,4,15,0,-1.1191,-568.944,33.0198,32.1384,18.8183,22.3101,-535.924,-495.677
6.11938,0.996977,0.425841,2,3,0,-3.12844,-566.761,34.7256,33.862,20.2675,25.117,-532.036,-487.515
6.05308,1,0.425841,2,3,0,-5.66077,-564.793,35.4442,34.6946,20.8612,24.0236,-529.348,-485.213
6.32816,0.981547,0.425841,3,15,0,-4.29827,-566.035,37.8433,37.1242,19.3421,25.7572,-528.192,-483.812
3.97354,0.917899,0.425841,3,7,0,-2.21226,-569.318,34.5121,33.7024,14.5181,31.6006,-534.806,-489.497
6.61031,0.993181,0.425841,3,7,0,-3.38633,-571.194,45.7632,44.4069,17.1879,27.4522,-525.431,-482.147
8.24208,0.95593,0.425841,4,15,0,-3.19626,-577.589,37.8396,27.1261,31.173,23.7666,-539.749,-495.523
10.6383,0.988249,0.425841,4,15,0,-7.72398,-573.949,44.7406,36.5784,29.8474,28.5855,-529.209,-478.938
9.55772,0.670513,0.425841,2,3,0,-6.32253,-582.006,41.8972,32.0447,26.9498,26.706,-540.109,-496.306
11.146,0.925935,0.425841,2,7,0,-8.20076,-579.208,43.5778,35.5201,27.584,32.4104,-535.63,-483.693
11.2863,0.988272,0.425841,3,7,0,-9.53005,-581.723,54.5048,29.6031,30.5604,29.2806,-527.218,-492.278
11.4924,0.992666,0.425841,3,7,0,-10.7322,-584.693,55.7732,33.7125,31.4251,31.9293,-528.92,-487.626
11.3632,0.528047,0.425841,3,15,0,-8.4996,-575.214,43.6624,34.2112,24.9945,31.6255,-531.551,-484.383
11.8515,0.990306,0.425841,3,7,0,-11.0651,-577.88,51.323,34.5164,28.6687,29.4714,-526.557,-485.223
11.4341,0.880265,0.425841,2,7,0,-8.99835,-581.91,51.2121,37.8668,32.755,29.7581,-530.698,-481.531
9.25976,0.949451,0.425841,3,7,0,-8.49361,-565.884,42.9687,35.4637,24.0933,23.7673,-522.915,-482.559
10.9834,1,0.425841,3,7,0,-8.19106,-584.305,48.8233,39.8564,23.3746,34.0135,-535.481,-487.06
9.97593,0.883371,0.425841,3,7,0,-6.46468,-590.037,49.6958,33.9035,39.4467,29.1325,-540.341,-487.554
11.2649,0.789536,0.425841,3,15,0,-7.40537,-575.486,46.2724,27.4975,30.4865,24.3122,-529.214,-493.19
11.1039,0.991277,0.425841,4,15,0,-9.73052,-580.348,53.6523,29.1573,34.8468,27.7445,-526.696,-488.6
11.0871,0.986851,0.425841,3,7,0,-10.4382,-582.72,45.9927,37.6884,23.9795,32.7643,-536.727,-488.288
11.1939,0.996777,0.425841,2,3,0,-10.9386,-582.393,45.6102,36.2199,24.2355,32.8082,-536.783,-489.129
9.30393,0.87995,0.425841,3,7,0,-8.75817,-583.308,54.0817,48.0028,25.2424,28.8978,-529.227,-481.165
11.0729,0.993571,0.425841,3,7,0,-9.1928,-582.802,50.1363,38.7899,23.7938,26.1405,-532.666,-494.078
8.41701,0.81773,0.425841,2,7,0,-7.38953,-571.985,54.0942,36.7534,22.2378,26.8033,-517.891,-486.191
8.64593,0.995249,0.425841,2,7,0,-4.89234,-573.358,52.7425,38.2082,19.2684,31.0933,-520.615,-484.788
9.65817,0.971575,0.425841,3,7,0,-5.4402,-573.094,44.5646,29.0683,27.3343,37.7286,-528.529,-478.963
8.80433,0.85587,0.425841,4,15,0,-7.19804,-573.06,48.321,43.9295,25.6335,23.1611,-524.739,-480.336
11.2359,0.979449,0.425841,3,15,0,-7.81585,-577.309,45.6626,38.1735,22.6984,28.8109,-531.647,-487.626
9.82164,0.939791,0.425841,3,7,0,-9.50906,-578.659,42.6492,40.2616,25.5032,25.6561,-536.009,-487.238
7.29053,0.990275,0.425841,3,7,0,-6.72835,-579.018,48.6322,48.0442,23.6257,22.264,-530.385,-485.084
9.4229,0.875837,0.425841,3,15,0,-3.60269,-568.258,38.7568,27.0978,20.6814,30.9731,-529.501,-489.506
5.84181,0.576889,0.425841,3,15,0,-1.16921,-598.588,59.3316,41.146,31.3308,22.6527,-539.256,-503.458
2.38331,0.955496,0.425841,4,15,0,-1.2495,-590.301,69.0294,48.8827,34.3196,21.3982,-521.272,-485.701
8.24101,1,0.425841,3,7,0,-0.680429,-587.467,49.7924,32.3475,37.6531,19.5553,-537.674,-497.911
8.1712,1,0.425841,3,15,0,-5.56047,-593.82,51.7829,39.8582,21.6743,36.7475,-542.037,-495.54
7.0076,0.895729,0.425841,4,15,0,-3.88893,-561.514,38.9998,16.0206,24.0632,28.7406,-522.514,-492.689
9.59774,0.952767,0.425841,4,15,0,-4.82147,-579.75,47.104,44.7906,26.9112,22.838,-532.646,-485.21
10.1291,0.997622,0.425841,3,7,0,-9.35282,-580.632,46.6686,43.4643,24.9157,24.2047,-533.963,-488.047
11.3846,0.918774,0.425841,3,7,0,-9.03616,-582.164,47.538,31.5458,26.9731,27.9487,-534.626,-495.696
11.271,0.978362,0.425841,2,7,0,-9.94021,-580.084,46.0448,30.7003,24.9241,29.4695,-534.039,-494.99
10.4143,0.692542,0.425841,2,3,0,-8.36328,-576.077,49.4255,38.9931,27.3262,31.1067,-526.651,-478.651
11.6066,0.937166,0.425841,3,7,0,-9.62454,-584.259,51.7091,37.884,31.7367,31.9311,-532.55,-482.708
8.78961,0.8146,0.425841,3,7,0,-8.43055,-581.624,48.829,20.8271,37.2674,25.646,-532.795,-497.884
7.44898,0.738306,0.425841,3,7,0,-2.46466,-575.666,39.1843,26.9522,20.7582,28.0221,-536.481,-499.933
7.64508,0.779158,0.425841,3,11,0,-4.41872,-572.102,49.6708,42.0654,27.59,28.4301,-522.431,-474.017
9.84925,0.985556,0.425841,2,5,0,-6.85072,-577.11,47.2096,36.7579,21.2145,23.2915,-529.901,-495.846
11.7664,0.913229,0.425841,3,7,0,-9.05714,-576.468,46.0184,33.3636,24.5973,27.4959,-530.45,-491.011
9.18668,0.967564,0.425841,3,7,0,-8.14051,-584.654,54.3098,43.2428,18.3365,34.2244,-530.344,-488.85
11.0163,0.958689,0.425841,3,7,0,-7.94708,-585.068,54.4606,43.5398,25.6801,29.583,-530.607,-486.265
10.9769,0.867193,0.425841,3,15,0,-9.45183,-584.381,51.6666,35.0351,24.8163,37.7857,-532.714,-486.744
10.0207,0.822216,0.425841,3,7,0,-6.93842,-587.277,58.0189,43.685,31.8683,29.0319,-529.258,-482.691
12.0539,1,0.425841,3,7,0,-10.1625,-582.402,47.7924,36.1052,30.6536,30.4779,-534.61,-485.165
10.5986,0.972532,0.425841,3,7,0,-10.2191,-589.434,48.0749,39.2777,32.9849,29.2896,-541.359,-487.882
11.5729,0.977791,0.425841,3,11,0,-9.10041,-575.536,46.5599,36.9755,25.5121,25.2474,-528.977,-487.801
10.5783,0.900764,0.425841,3,7,0,-9.81751,-578.576,42.643,36.6207,32.0895,23.7079,-535.933,-486.158
8.21104,0.76553,0.425841,2,7,0,-5.11075,-588.777,51.3439,49.4223,30.7212,22.4285,-537.433,-486.205
3.90455,0.860685,0.425841,3,15,0,-1.44415,-587.307,51.0673,49.7015,35.1842,12.2555,-536.239,-490.165
6.77418,0.963449,0.425841,4,15,0,-1.23645,-565.877,37.3731,36.2575,19.9226,27.1386,-528.504,-482.558
8.14494,0.986146,0.425841,3,15,0,-5.38322,-573.204,40.7348,39.8537,27.4308,25.2772,-532.469,-480.642
8.54421,0.985069,0.425841,4,15,0,-5.82363,-591.921,55.6599,51.5477,26.7332,28.4049,-536.261,-485.235
9.54692,0.973978,0.425841,4,15,0,-6.09358,-572.004,38.4854,23.2624,33.5746,31.6576,-533.518,-483.509
9.58507,0.785712,0.425841,3,7,0,-7.27761,-571.082,42.9196,18.4621,27.8467,30.6495,-528.163,-494.124
10.382,1,0.425841,2,3,0,-9.1353,-569.727,42.5046,27.2184,29.5241,32.3857,-527.222,-480.599
11.4525,0.906078,0.425841,3,7,0,-7.75086,-577.459,44.6999,34.7341,32.7294,26.8652,-532.759,-483.131
11.1928,0.999582,0.425841,3,7,0,-10.2268,-571.649,43.0618,34.0929,25.6371,27.6705,-528.587,-484.249
10.4457,0.95147,0.425841,2,7,0,-8.57994,-571.247,39.0908,31.4671,24.5922,28.2781,-532.157,-486.91
11.1791,0.975017,0.425841,3,11,0,-9.30456,-572.622,47.3236,29.4067,23.5766,30.8075,-525.298,-488.831
9.72963,0.913117,0.425841,3,11,0,-8.35561,-576.839,54.5037,32.1253,22.1927,33.2271,-522.336,-489.294
10.328,1,0.425841,3,7,0,-8.50982,-585.042,47.5442,41.8806,23.8503,33.4594,-537.498,-485.852
8.88144,0.993162,0.425841,3,15,0,-8.52,-577.835,51.2578,24.6059,40.4742,22.724,-526.577,-490.031
10.8062,0.895197,0.425841,3,7,0,-7.67616,-589.817,50.686,38.5171,26.3501,30.8893,-539.131,-494.061
9.95882,0.979835,0.425841,2,3,0,-9.83116,-589.233,52.1048,43.4285,28.2916,35.6679,-537.129,-481.845
10.1832,0.991328,0.425841,3,7,0,-7.99062,-585.058,44.0013,38.89,28.8154,27.9742,-541.057,-489.378
11.8188,0.993119,0.425841,2,7,0,-9.49364,-580.768,49.623,39.7775,25.7199,28.658,-531.145,-486.612
11.6997,0.968637,0.425841,3,7,0,-10.3959,-582.006,48.1369,37.0849,24.027,31.924,-533.869,-488.97
10.5452,0.793054,0.425841,2,7,0,-6.50565,-577.237,45.4839,37.7296,28.5912,20.0671,-531.753,-490.849
11.4095,0.992139,0.425841,4,15,0,-9.31427,-577.53,43.9647,36.1252,28.7867,24.3531,-533.565,-488.264
10.6553,0.937141,0.425841,3,11,0,-9.61093,-577.666,54.9002,34.0863,28.6712,29.7816,-522.766,-485.127
11.3505,1,0.425841,3,7,0,-10.1964,-584.342,48.5243,40.2025,25.8851,32.3826,-535.818,-485.872
11.8096,0.581389,0.425841,3,15,0,-8.15392,-578.458,50.3232,37.965,28.1981,25.7518,-528.135,-486.543
11.6102,0.958349,0.425841,3,7,0,-9.82143,-579.202,52.429,32.2934,27.9701,27.1054,-526.773,-491.833
10.6357,0.960396,0.425841,3,7,0,-8.96527,-576.515,43.6981,36.1786,20.903,31.4435,-532.816,-487.989
10.8682,0.951132,0.425841,3,15,0,-8.38788,-581.985,46.3364,36.3616,34.6022,22.3728,-535.648,-488.648
11.2556,1,0.425841,3,15,0,-10.0284,-585.816,56.3851,32.7144,29.5698,33.3321,-529.431,-490.2
11.0953,0.984475,0.425841,2,7,0,-9.38493,-589.845,57.2205,35.0917,32.8109,32.7029,-532.624,-489.239
10.2969,0.904815,0.425841,4,15,0,-9.16555,-587.952,51.7809,29.5355,30.9647,39.9287,-536.171,-487.523
10.2251,0.946219,0.425841,3,7,0,-8.17336,-571.367,45.9519,38.0821,26.1713,21.4452,-525.416,-485.669
10.4246,0.910541,0.425841,4,15,0,-7.99189,-577.778,53.6855,36.4485,31.853,28.5536,-524.093,-480.923
11.6784,1,0.425841,4,15,0,-9.53562,-581.864,53.9177,37.2816,28.7063,26.6925,-527.946,-489.184
12.0179,0.98194,0.425841,3,7,0,-10.7302,-577.338,45.4618,31.9597,26.6154,31.8692,-531.876,-486.894
10.786,0.816658,0.425841,4,15,0,-10.2119,-579.726,47.9443,31.6146,27.6715,23.4801,-531.782,-496.96
10.7515,0.804507,0.425841,3,15,0,-8.39113,-586.496,48.6384,42.8656,26.1122,30.6601,-537.857,-486.858
7.18528,0.647536,0.425841,2,7,0,-5.32482,-581.077,48.5327,46.5735,23.3595,34.7509,-532.544,-476.393
10.2693,1,0.425841,2,3,0,-7.18587,-582.566,44.8395,40.334,23.4266,28.8422,-537.726,-489.963
8.2966,0.658747,0.425841,2,7,0,-6.40392,-582.364,41.6429,35.7629,20.4064,31.2044,-540.721,-494.991
9.11693,0.825519,0.425841,3,15,0,-5.16725,-575.692,54.9093,38.8927,21.5133,27.655,-520.783,-487.631
8.40614,0.674966,0.425841,3,7,0,-6.03843,-587.489,44.1948,24.1657,34.7926,35.8347,-543.295,-492.696
10.3058,1,0.425841,3,7,0,-7.54374,-575.874,54.4487,30.1452,27.5663,28.8154,-521.425,-489.347
8.48957,0.93113,0.425841,3,7,0,-7.8468,-589.845,44.8513,33.1283,34.6668,36.6318,-544.994,-485.418
11.86,0.988426,0.425841,2,7,0,-7.70535,-587.404,52.6041,37.4319,31.9772,27.9396,-534.8,-490.055
8.30714,0.444164,0.425841,2,7,0,-5.61026,-590.889,52.87,35.5664,40.369,35.6185,-538.019,-479.335
8.92599,0.976738,0.425841,3,7,0,-5.89289,-573.413,50.8764,40.2174,18.2995,27.0685,-522.536,-487.827
9.6488,0.989434,0.425841,3,7,0,-8.11765,-581.776,48.9469,39.2676,18.8925,27.9021,-532.829,-495.714
10.9195,0.972585,0.425841,4,15,0,-8.04942,-577.548,46.2026,28.8335,34.3243,33.3311,-531.345,-481.059
10.6558,0.909333,0.425841,3,7,0,-8.98966,-577.718,53.2715,35.6346,22.8149,28.3817,-524.446,-490.886
8.34907,0.836258,0.425841,3,7,0,-6.67752,-571.722,36.1098,20.4514,34.6326,30.25,-535.613,-486.389
10.214,0.914178,0.425841,1,3,0,-6.54115,-570.88,38.484,23.5365,30.056,28.3362,-532.396,-488.951
8.56123,0.834666,0.425841,3,7,0,-7.00876,-570.951,40.327,28.9061,18.8448,26.95,-530.624,-496.25
8.30031,0.90135,0.425841,3,15,0,-6.38592,-577.604,51.0131,45.7907,22.6444,31.4474,-526.591,-477.722
7.65989,1,0.425841,2,7,0,-4.38609,-580.976,43.8779,42.4574,21.8371,22.685,-537.098,-493.996
9.68176,0.938541,0.425841,4,15,0,-5.98437,-589.358,51.0652,45.5,25.5671,34.0806,-538.292,-484.21
10.9157,0.987398,0.425841,3,7,0,-8.52371,-574.48,50.8247,33.6798,24.6268,25.9725,-523.655,-490.201
8.32104,0.781441,0.425841,3,7,0,-4.83508,-572.394,43.7422,18.6197,31.3969,39.7164,-528.651,-482.661
5.83149,0.819935,0.425841,3,7,0,-2.53421,-596.125,60.2177,49.0441,26.559,20.9218,-535.907,-499.6
9.85698,0.996066,0.425841,4,15,0,-4.92131,-593.21,57.2692,47.4426,29.3152,28.94,-535.941,-487.513
11.946,0.982523,0.425841,3,7,0,-8.88424,-577.959,47.5559,27.4288,32.8265,30.203,-530.403,-487.501
10.5592,0.811871,0.425841,3,7,0,-9.927,-580.653,51.3998,44.6672,26.372,25.7568,-529.254,-483.857
6.5352,0.870786,0.425841,2,7,0,-3.59686,-575.582,33.444,28.5223,31.9545,31.2623,-542.138,-483.843
6.47462,0.950129,0.425841,3,7,0,-3.58647,-575.353,55.7262,32.9412,22.2762,21.4049,-519.627,-498.731
3.34377,0.920619,0.425841,3,7,0,-0.415215,-567.775,54.8232,37.3664,19.0239,18.6,-512.952,-492.785
4.65428,0.927242,0.425841,2,3,0,-1.07268,-571.242,54.5165,35.8784,18.0515,20.3543,-516.725,-496.958
4.97648,0.933689,0.425841,3,7,0,-2.82989,-570.234,54.6111,42.2246,19.5645,19.5527,-515.623,-488.892
6.39374,0.892441,0.425841,3,7,0,-2.56959,-570.666,37.8346,29.8475,35.3583,32.7849,-532.832,-472.676
9.79196,1,0.425841,3,7,0,-5.64615,-565.613,39.8228,21.9629,29.2044,27.0197,-525.79,-487.426
8.74519,0.883201,0.425841,4,15,0,-7.44986,-585.671,48.6063,46.6747,21.5169,29.1037,-537.064,-488.375
11.3862,0.957721,0.425841,2,7,0,-3.24249,-577.08,45.5744,30.5766,24.6353,27.8477,-531.506,-494.021
8.55246,0.809646,0.425841,2,3,0,-7.90586,-570.196,49.4409,31.8344,25.3747,35.0993,-520.755,-477.888
10.5175,0.989507,0.425841,3,7,0,-5.41826,-574.427,43.3953,38.6208,28.5699,24.8667,-531.031,-482.369
10.5179,0.861321,0.425841,4,15,0,-8.19287,-583.144,46.4713,25.9855,32.7771,37.4594,-536.673,-486.923
10.9835,0.861922,0.425841,3,7,0,-8.49017,-577.644,51.5047,37.0709,31.0311,22.0519,-526.139,-487.49
11.263,0.806531,0.425841,2,7,0,-6.18995,-575.656,45.8642,30.8058,27.0982,23.9717,-529.792,-493.78
10.6676,0.886245,0.425841,4,15,0,-9.71784,-586.731,50.8965,34.9376,30.9821,24.0104,-535.834,-496.801
9.09047,0.944594,0.425841,3,7,0,-8.11848,-588.582,49.3635,47.0678,26.2321,30.0094,-539.219,-485.273
4.40711,0.884807,0.425841,3,7,0,-2.35926,-591.223,44.3171,43.2478,39.5605,26.4216,-546.906,-481.993
10.5216,0.956297,0.425841,2,7,0,-0.872301,-584.778,48.7162,26.5645,29.2278,31.2709,-536.062,-497.715
10.73,0.921453,0.425841,3,7,0,-8.54354,-579.872,52.6811,42.1959,25.4722,24.0667,-527.191,-488.137
10.0572,0.978152,0.425841,4,15,0,-9.09159,-572.176,48.9111,27.5036,28.2993,34.9757,-523.265,-481.397
11.204,0.976011,0.425841,3,7,0,-9.33342,-579.239,46.7316,40.4364,25.8038,29.5393,-532.508,-483.46
10.3133,0.970649,0.425841,4,15,0,-8.5679,-581.072,47.1934,43.3653,22.7993,28.4555,-533.879,-486.452
